week_end,product_group_code,product_module_code,channel_code,store_zip3,fips_state_descr,volume,sales
2013-01-05,507,1054,F,350,AL,3961,235.29
2013-01-12,507,1054,F,350,AL,3447,205.49
2013-01-19,507,1054,F,350,AL,3069,191.43
2013-01-26,507,1054,F,350,AL,4032,244.98
2013-02-02,507,1054,F,350,AL,2603,158.25
2013-02-09,507,1054,F,350,AL,3424,207.71
2013-02-16,507,1054,F,350,AL,2926,172.51
2013-02-23,507,1054,F,350,AL,2589,161.13
2013-03-02,507,1054,F,350,AL,2761,172.62
2013-03-09,507,1054,F,350,AL,4141,251.13
2013-03-16,507,1054,F,350,AL,2758,172.01
2013-03-23,507,1054,F,350,AL,2041,126.58
2013-03-30,507,1054,F,350,AL,2747,163.04
2013-04-06,507,1054,F,350,AL,2262,144.31
2013-04-13,507,1054,F,350,AL,2081,129.35
2013-04-20,507,1054,F,350,AL,2038,125.17
2013-04-27,507,1054,F,350,AL,2108,135.32
2013-05-04,507,1054,F,350,AL,1492,92.1
2013-05-11,507,1054,F,350,AL,2672,164.85
2013-05-18,507,1054,F,350,AL,1333,84.62
2013-05-25,507,1054,F,350,AL,1782,111.61
2013-06-01,507,1054,F,350,AL,1578,99.26
2013-06-08,507,1054,F,350,AL,2221,138.81
2013-06-15,507,1054,F,350,AL,2340,143.92
2013-06-22,507,1054,F,350,AL,2804,165.95
2013-06-29,507,1054,F,350,AL,2069,135.33
2013-07-06,507,1054,F,350,AL,2604,152.97
2013-07-13,507,1054,F,350,AL,1782,113.53
2013-07-20,507,1054,F,350,AL,1979,122.68
2013-07-27,507,1054,F,350,AL,2195,130.26
2013-08-03,507,1054,F,350,AL,1937,113.31
2013-08-10,507,1054,F,350,AL,2908,172.62
2013-08-17,507,1054,F,350,AL,2829,164.93
2013-08-24,507,1054,F,350,AL,2144,127.57
2013-08-31,507,1054,F,350,AL,2013,128.04
2013-09-07,507,1054,F,350,AL,2921,174.13
2013-09-14,507,1054,F,350,AL,1749,100.17
2013-09-21,507,1054,F,350,AL,2843,173.72
2013-09-28,507,1054,F,350,AL,3144,182.18
2013-10-05,507,1054,F,350,AL,2643,163.34
2013-10-12,507,1054,F,350,AL,2631,157.35
2013-10-19,507,1054,F,350,AL,3210,194.91
2013-10-26,507,1054,F,350,AL,3681,224.52
2013-11-02,507,1054,F,350,AL,3865,237.1
2013-11-09,507,1054,F,350,AL,3540,213.51
2013-11-16,507,1054,F,350,AL,3550,215.51
2013-11-23,507,1054,F,350,AL,4227,244.26
2013-11-30,507,1054,F,350,AL,4780,276.42
2013-12-07,507,1054,F,350,AL,2083,114.28
2013-12-14,507,1054,F,350,AL,4165,232.03
2013-12-21,507,1054,F,350,AL,3388,201.66
2013-12-28,507,1054,F,350,AL,4199,246.06
2013-01-05,507,1054,M,350,AL,184,9.82
2013-01-12,507,1054,M,350,AL,368,14.1
2013-01-19,507,1054,M,350,AL,156,8.13
2013-01-26,507,1054,M,350,AL,184,8.88
2013-02-02,507,1054,M,350,AL,184,10.76
2013-02-09,507,1054,M,350,AL,184,7
2013-02-23,507,1054,M,350,AL,92,3.5
2013-03-02,507,1054,M,350,AL,202,8.94
