ZIP_3_DIGIT,medhhinc,year
955,43205,2008
936,42303,2008
953,42303,2008
934,59375,2008
939,59375,2008
950,59375,2008
945,65158,2008
954,65158,2008
956,53195,2008
957,53195,2008
959,53195,2008
961,53195,2008
906,75078,2008
907,75078,2008
908,75078,2008
926,75078,2008
927,75078,2008
928,75078,2008
956,75183,2008
957,75183,2008
959,75183,2008
961,75183,2008
917,57792,2008
920,57792,2008
922,57792,2008
923,57792,2008
925,57792,2008
928,57792,2008
945,56984,2008
956,56984,2008
957,56984,2008
958,56984,2008
917,55021,2008
922,55021,2008
923,55021,2008
924,55021,2008
925,55021,2008
928,55021,2008
935,55021,2008
919,63026,2008
920,63026,2008
921,63026,2008
925,63026,2008
926,63026,2008
940,73798,2008
941,73798,2008
952,54882,2008
953,54882,2008
956,54882,2008
934,60534,2008
940,85153,2008
941,85153,2008
943,85153,2008
944,85153,2008
930,61543,2008
931,61543,2008
932,61543,2008
934,61543,2008
940,88846,2008
943,88846,2008
945,88846,2008
950,88846,2008
951,88846,2008
940,67466,2008
950,67466,2008
960,42065,2008
945,70635,2008
956,70635,2008
945,62238,2008
949,62238,2008
954,62238,2008
952,50359,2008
953,50359,2008
956,50021,2008
958,50021,2008
959,50021,2008
932,45117,2008
936,45117,2008
902,76860,2008
913,76860,2008
930,76860,2008
932,76860,2008
956,60001,2008
957,60001,2008
959,60001,2008
956,51844,2008
959,51844,2008
800,56529,2008
801,56529,2008
802,56529,2008
806,56529,2008
807,56529,2008
800,58334,2008
801,58334,2008
802,58334,2008
800,66463,2008
803,66463,2008
804,66463,2008
805,66463,2008
800,45831,2008
801,45831,2008
802,45831,2008
800,98871,2008
801,98871,2008
804,98871,2008
801,59216,2008
808,59216,2008
809,59216,2008
810,59216,2008
800,66344,2008
801,66344,2008
802,66344,2008
803,66344,2008
804,66344,2008
805,56331,2008
806,56331,2008
815,55738,2008
816,55738,2008
808,42628,2008
810,42628,2008
812,42628,2008
805,56065,2008
806,56065,2008
807,56065,2008
64,84545,2008
66,84545,2008
67,84545,2008
68,84545,2008
69,84545,2008
60,64184,2008
61,64184,2008
64,64184,2008
67,64184,2008
60,67281,2008
67,67281,2008
68,67281,2008
60,74828,2008
64,74828,2008
60,61579,2008
64,61579,2008
65,61579,2008
67,61579,2008
62,68622,2008
63,68622,2008
64,68622,2008
60,75441,2008
62,75441,2008
64,75441,2008
62,53810,2008
63,53810,2008
199,56039,2008
197,63288,2008
198,63288,2008
199,63288,2008
199,47426,2008
200,57936,2008
202,57936,2008
203,57936,2008
204,57936,2008
205,57936,2008
320,43098,2008
326,43098,2008
324,45736,2008
327,49411,2008
328,49411,2008
329,49411,2008
330,51623,2008
331,51623,2008
333,51623,2008
334,51623,2008
339,46404,2008
342,46404,2008
344,38137,2008
346,38137,2008
320,61130,2008
321,61130,2008
322,61130,2008
326,61130,2008
341,61165,2008
320,38788,2008
326,38788,2008
320,50696,2008
322,50696,2008
325,41474,2008
320,46609,2008
321,46609,2008
335,38771,2008
344,38771,2008
346,38771,2008
338,31971,2008
339,31971,2008
342,31971,2008
349,31971,2008
335,49766,2008
336,49766,2008
338,49766,2008
329,46410,2008
321,45020,2008
327,45020,2008
347,45020,2008
339,50747,2008
341,50747,2008
323,47000,2008
335,46105,2008
338,46105,2008
342,46105,2008
321,40170,2008
326,40170,2008
327,40170,2008
344,40170,2008
334,51930,2008
349,51930,2008
330,44068,2008
331,44068,2008
332,44068,2008
330,52443,2008
320,59634,2008
322,59634,2008
325,56088,2008
327,50750,2008
328,50750,2008
347,50750,2008
328,45972,2008
338,45972,2008
347,45972,2008
349,45972,2008
334,52700,2008
335,42212,2008
346,42212,2008
336,45895,2008
337,45895,2008
346,45895,2008
335,44360,2008
338,44360,2008
347,44360,2008
320,36162,2008
321,36162,2008
326,36162,2008
320,67056,2008
321,67056,2008
322,67056,2008
349,44414,2008
325,54262,2008
342,48582,2008
327,58104,2008
321,47250,2008
335,47250,2008
344,47250,2008
347,47250,2008
321,46139,2008
327,46139,2008
300,44532,2008
305,44532,2008
306,44532,2008
301,52133,2008
310,41581,2008
312,41581,2008
304,39490,2008
313,39490,2008
301,47203,2008
313,45081,2008
314,45081,2008
300,67320,2008
301,67320,2008
305,67320,2008
306,36076,2008
302,46357,2008
303,46357,2008
300,70472,2008
301,70472,2008
303,70472,2008
311,70472,2008
308,64462,2008
309,64462,2008
302,60565,2008
300,54982,2008
302,54982,2008
303,54982,2008
311,54982,2008
399,54982,2008
317,36692,2008
398,36692,2008
301,58523,2008
302,81068,2008
311,81068,2008
301,41618,2008
307,41618,2008
300,87904,2008
301,87904,2008
305,87904,2008
300,63819,2008
302,63819,2008
303,63819,2008
311,63819,2008
315,55567,2008
300,66373,2008
303,66373,2008
305,66373,2008
306,66373,2008
311,66373,2008
305,52825,2008
302,62354,2008
310,58578,2008
316,42834,2008
318,40223,2008
319,40223,2008
300,55506,2008
302,55506,2008
310,55506,2008
301,57464,2008
308,37796,2008
309,37796,2008
300,58742,2008
302,58742,2008
300,51771,2008
306,51771,2008
307,43529,2008
967,54044,2008
967,70951,2008
968,70951,2008
967,67619,2008
836,57039,2008
837,57039,2008
832,48816,2008
832,51585,2008
834,51585,2008
836,43546,2008
838,50047,2008
833,41094,2008
623,44853,2008
609,43985,2008
618,43985,2008
619,43985,2008
600,54582,2008
601,54582,2008
602,54582,2008
603,54582,2008
604,54582,2008
605,54582,2008
606,54582,2008
607,54582,2008
608,54582,2008
601,53372,2008
605,53372,2008
610,53372,2008
600,77033,2008
601,77033,2008
604,77033,2008
605,77033,2008
600,66638,2008
601,66638,2008
605,66638,2008
604,50535,2008
609,50535,2008
604,85545,2008
605,85545,2008
600,78598,2008
604,49563,2008
605,49563,2008
613,49563,2008
600,79665,2008
601,79665,2008
610,79665,2008
617,58117,2008
618,58117,2008
617,45649,2008
618,45649,2008
619,45649,2008
625,45649,2008
620,51174,2008
622,51174,2008
614,49533,2008
615,49533,2008
616,49533,2008
612,44957,2008
620,47885,2008
622,47885,2008
625,53507,2008
626,53507,2008
627,53507,2008
615,55898,2008
616,55898,2008
617,55898,2008
626,55898,2008
609,41532,2008
618,41532,2008
604,76496,2008
605,76496,2008
609,76496,2008
601,47150,2008
610,47150,2008
611,47150,2008
467,48792,2008
468,48792,2008
461,50933,2008
472,50933,2008
474,50933,2008
471,48449,2008
472,48449,2008
460,38927,2008
473,38927,2008
465,49507,2008
467,49507,2008
471,49295,2008
460,36694,2008
469,36694,2008
473,36694,2008
460,85234,2008
462,85234,2008
460,61296,2008
461,61296,2008
462,61296,2008
473,61296,2008
460,65624,2008
461,65624,2008
462,65624,2008
479,65624,2008
460,48117,2008
469,48117,2008
461,61900,2008
462,61900,2008
465,49142,2008
467,49142,2008
469,49142,2008
463,50165,2008
464,50165,2008
463,45613,2008
465,45613,2008
460,44133,2008
469,44133,2008
473,44133,2008
460,43510,2008
461,43510,2008
462,43510,2008
461,38409,2008
472,38409,2008
474,38409,2008
461,54991,2008
474,54991,2008
463,62120,2008
464,62120,2008
465,43129,2008
466,43129,2008
460,44793,2008
469,44793,2008
479,44793,2008
476,41084,2008
477,41084,2008
478,37929,2008
473,41453,2008
506,45459,2008
507,45459,2008
520,49023,2008
522,55281,2008
523,55281,2008
524,55281,2008
527,55281,2008
522,54425,2008
523,54425,2008
524,54425,2008
500,56901,2008
501,56901,2008
502,56901,2008
503,56901,2008
509,56901,2008
515,50302,2008
527,52013,2008
528,52013,2008
500,48076,2008
501,48076,2008
502,48076,2008
510,42824,2008
511,42824,2008
660,46394,2008
664,46394,2008
665,46394,2008
660,76108,2008
662,76108,2008
660,60298,2008
661,60298,2008
664,40104,2008
665,40104,2008
669,40104,2008
674,40104,2008
670,48956,2008
671,48956,2008
672,48956,2008
675,48956,2008
660,47718,2008
664,47718,2008
665,47718,2008
666,47718,2008
660,38031,2008
661,38031,2008
662,38031,2008
410,66017,2008
452,66017,2008
400,52550,2008
401,52550,2008
402,52550,2008
410,49702,2008
422,35920,2008
423,35920,2008
424,35920,2008
423,42243,2008
403,50325,2008
405,50325,2008
400,50148,2008
401,50148,2008
427,50148,2008
400,46670,2008
401,46670,2008
402,46670,2008
410,52222,2008
459,52222,2008
420,41527,2008
403,44583,2008
404,44583,2008
415,32648,2008
416,32648,2008
421,42981,2008
422,42981,2008
703,62494,2008
704,62494,2008
707,62494,2008
710,49379,2008
711,49379,2008
710,35840,2008
711,35840,2008
706,45074,2008
707,46700,2008
708,46700,2008
705,40869,2008
700,47135,2008
701,47135,2008
703,47135,2008
705,48260,2008
700,51227,2008
703,51227,2008
704,54517,2008
707,54517,2008
700,37751,2008
701,37751,2008
712,39355,2008
714,39355,2008
706,42763,2008
713,42763,2008
714,42763,2008
705,33138,2008
707,33138,2008
713,33138,2008
704,55871,2008
704,41399,2008
703,51023,2008
42,45225,2008
44,36346,2008
47,36346,2008
40,53875,2008
41,53875,2008
42,53875,2008
42,46314,2008
43,46314,2008
49,46314,2008
44,42935,2008
47,42935,2008
49,42935,2008
38,54932,2008
39,54932,2008
40,54932,2008
215,39871,2008
217,39871,2008
207,83285,2008
210,83285,2008
211,83285,2008
212,83285,2008
214,83285,2008
210,63128,2008
211,63128,2008
212,63128,2008
206,81662,2008
207,81662,2008
210,78653,2008
211,78653,2008
217,78653,2008
219,68338,2008
206,87030,2008
208,78728,2008
217,78728,2008
210,77085,2008
211,77085,2008
207,102540,2008
208,102540,2008
210,102540,2008
211,102540,2008
217,102540,2008
200,94319,2008
202,94319,2008
207,94319,2008
208,94319,2008
209,94319,2008
210,94319,2008
217,94319,2008
202,72166,2008
203,72166,2008
204,72166,2008
205,72166,2008
206,72166,2008
207,72166,2008
209,72166,2008
206,80624,2008
217,51503,2008
218,49186,2008
212,40313,2008
23,57314,2008
25,57314,2008
26,57314,2008
10,44797,2008
12,44797,2008
13,44797,2008
20,56241,2008
23,56241,2008
27,56241,2008
18,65562,2008
19,65562,2008
55,65562,2008
10,52667,2008
12,52667,2008
13,52667,2008
10,48583,2008
11,48583,2008
12,48583,2008
15,48583,2008
10,63732,2008
12,63732,2008
13,63732,2008
14,78202,2008
15,78202,2008
17,78202,2008
18,78202,2008
20,78202,2008
21,78202,2008
22,78202,2008
24,78202,2008
15,81444,2008
17,81444,2008
20,81444,2008
21,81444,2008
22,81444,2008
23,81444,2008
24,81444,2008
27,81444,2008
20,73335,2008
21,73335,2008
23,73335,2008
25,73335,2008
27,73335,2008
19,51208,2008
20,51208,2008
21,51208,2008
22,51208,2008
24,51208,2008
10,66878,2008
13,66878,2008
14,66878,2008
15,66878,2008
16,66878,2008
17,66878,2008
490,49201,2008
493,49201,2008
494,49201,2008
486,45913,2008
487,45913,2008
490,42512,2008
491,42512,2008
488,41181,2008
490,41181,2008
492,41181,2008
488,50808,2008
489,50808,2008
488,57335,2008
489,57335,2008
490,57335,2008
492,57335,2008
484,44611,2008
485,44611,2008
487,44611,2008
496,48509,2008
488,45287,2008
489,45287,2008
492,45287,2008
486,34946,2008
488,34946,2008
493,34946,2008
481,46896,2008
488,46896,2008
492,46896,2008
490,46432,2008
488,50530,2008
493,50530,2008
494,50530,2008
495,50530,2008
480,52470,2008
483,52470,2008
484,52470,2008
487,52470,2008
481,50369,2008
492,50369,2008
481,71486,2008
483,71486,2008
484,71486,2008
488,71486,2008
492,71486,2008
480,55399,2008
482,55399,2008
483,55399,2008
498,43098,2008
486,49239,2008
488,49239,2008
481,57157,2008
492,57157,2008
493,40827,2008
494,40827,2008
480,67518,2008
481,67518,2008
482,67518,2008
483,67518,2008
484,67518,2008
493,55459,2008
494,55459,2008
495,55459,2008
484,41441,2008
486,41441,2008
487,41441,2008
488,41441,2008
480,51573,2008
484,51573,2008
484,45568,2008
486,45568,2008
488,45568,2008
490,42430,2008
481,57848,2008
492,57848,2008
480,42376,2008
481,42376,2008
482,42376,2008
483,42376,2008
550,70049,2008
551,70049,2008
553,70049,2008
554,70049,2008
553,82987,2008
555,82987,2008
560,82987,2008
550,71833,2008
551,71833,2008
553,71833,2008
551,62247,2008
553,62247,2008
554,62247,2008
559,67363,2008
551,52480,2008
554,52480,2008
556,43488,2008
557,43488,2008
558,43488,2008
566,43488,2008
550,79859,2008
553,79859,2008
560,79859,2008
553,69284,2008
563,69284,2008
553,51942,2008
563,51942,2008
550,79339,2008
551,79339,2008
553,65165,2008
386,60076,2008
394,32255,2008
395,32255,2008
395,45243,2008
390,38605,2008
391,38605,2008
392,38605,2008
394,51982,2008
395,51982,2008
391,36772,2008
394,36772,2008
393,36886,2008
388,38739,2008
390,69523,2008
391,69523,2008
392,69523,2008
390,55460,2008
391,55460,2008
392,55460,2008
650,47077,2008
652,47077,2008
644,42265,2008
645,42265,2008
637,45299,2008
640,62297,2008
641,62297,2008
647,62297,2008
656,58297,2008
657,58297,2008
640,58694,2008
641,58694,2008
644,58694,2008
650,56738,2008
651,56738,2008
630,48198,2008
654,48198,2008
656,43962,2008
657,43962,2008
658,43962,2008
640,47264,2008
641,47264,2008
649,47264,2008
647,37967,2008
648,37967,2008
630,58124,2008
636,58124,2008
640,65128,2008
641,65128,2008
644,65128,2008
633,72365,2008
630,57625,2008
631,57625,2008
631,34078,2008
594,42750,2008
598,41110,2008
599,41110,2008
590,53081,2008
597,53081,2008
598,42349,2008
590,49541,2008
591,49541,2008
680,51989,2008
681,51989,2008
680,52160,2008
683,52160,2008
684,52160,2008
685,52160,2008
680,64049,2008
681,64049,2008
890,56696,2008
891,56696,2008
894,57392,2008
895,57392,2008
897,57392,2008
32,53299,2008
34,53299,2008
36,53299,2008
32,51770,2008
35,51770,2008
37,51770,2008
30,69223,2008
31,69223,2008
32,69223,2008
34,69223,2008
30,66894,2008
31,66894,2008
32,66894,2008
33,66894,2008
30,75914,2008
31,75914,2008
32,75914,2008
38,75914,2008
30,61401,2008
32,61401,2008
38,61401,2008
80,52696,2008
82,52696,2008
83,52696,2008
84,52696,2008
70,82361,2008
74,82361,2008
75,82361,2008
76,82361,2008
80,77470,2008
81,77470,2008
82,77470,2008
85,77470,2008
86,77470,2008
80,61066,2008
81,61066,2008
82,60176,2008
83,60176,2008
82,50833,2008
83,50833,2008
70,55105,2008
71,55105,2008
72,55105,2008
74,55105,2008
80,70837,2008
83,70837,2008
70,55465,2008
73,55465,2008
78,102683,2008
79,102683,2008
85,102683,2008
88,102683,2008
85,73800,2008
86,73800,2008
70,77179,2008
77,77179,2008
85,77179,2008
88,77179,2008
89,77179,2008
77,82736,2008
85,82736,2008
86,82736,2008
87,82736,2008
70,99706,2008
74,99706,2008
78,99706,2008
79,99706,2008
77,59356,2008
80,59356,2008
85,59356,2008
87,59356,2008
70,56816,2008
71,56816,2008
74,56816,2008
75,56816,2008
80,60200,2008
83,60200,2008
70,100608,2008
79,100608,2008
85,100608,2008
88,100608,2008
74,79058,2008
78,79058,2008
70,67540,2008
71,67540,2008
72,67540,2008
79,67540,2008
88,67540,2008
78,76368,2008
88,76368,2008
870,46829,2008
871,46829,2008
879,36035,2008
880,36035,2008
870,30899,2008
873,30899,2008
870,56411,2008
871,56411,2008
875,56411,2008
870,47096,2008
873,47096,2008
874,47096,2008
870,55461,2008
875,55461,2008
870,41596,2008
871,41596,2008
120,60156,2008
121,60156,2008
122,60156,2008
123,60156,2008
124,60156,2008
104,35033,2008
105,35033,2008
107,35033,2008
108,35033,2008
137,42574,2008
138,42574,2008
139,42574,2008
140,43495,2008
141,43495,2008
147,43495,2008
130,48495,2008
131,48495,2008
148,48495,2008
140,39904,2008
141,39904,2008
147,39904,2008
148,41607,2008
149,41607,2008
129,50960,2008
105,69617,2008
125,69617,2008
126,69617,2008
140,48522,2008
141,48522,2008
142,48522,2008
130,45465,2008
131,45465,2008
136,45465,2008
112,43378,2008
114,43378,2008
130,51166,2008
131,51166,2008
133,51166,2008
134,51166,2008
144,51762,2008
145,51762,2008
146,51762,2008
110,95282,2008
115,95282,2008
116,95282,2008
117,95282,2008
118,95282,2008
100,69017,2008
101,69017,2008
102,69017,2008
104,69017,2008
140,45575,2008
141,45575,2008
143,45575,2008
130,45572,2008
131,45572,2008
133,45572,2008
134,45572,2008
135,45572,2008
130,50640,2008
131,50640,2008
132,50640,2008
131,56049,2008
144,56049,2008
145,56049,2008
109,71674,2008
125,71674,2008
127,71674,2008
130,42072,2008
131,42072,2008
133,42072,2008
134,42072,2008
136,42072,2008
105,89928,2008
125,89928,2008
110,56034,2008
111,56034,2008
113,56034,2008
114,56034,2008
115,56034,2008
116,56034,2008
120,55069,2008
121,55069,2008
103,73882,2008
109,85363,2008
129,41963,2008
136,41963,2008
120,64000,2008
121,64000,2008
123,64000,2008
128,64000,2008
120,53788,2008
121,53788,2008
123,53788,2008
144,43397,2008
145,43397,2008
148,43397,2008
5,85560,2008
63,85560,2008
117,85560,2008
119,85560,2008
109,46553,2008
124,46553,2008
125,46553,2008
127,46553,2008
130,48567,2008
131,48567,2008
137,48567,2008
138,48567,2008
148,48567,2008
124,54854,2008
125,54854,2008
127,54854,2008
128,49781,2008
131,55431,2008
144,55431,2008
145,55431,2008
104,79448,2008
105,79448,2008
106,79448,2008
107,79448,2008
108,79448,2008
272,42822,2008
273,42822,2008
284,46179,2008
287,43640,2008
288,43640,2008
280,35520,2008
281,35520,2008
286,35520,2008
287,35520,2008
280,56782,2008
281,56782,2008
282,56782,2008
286,43421,2008
280,43009,2008
281,43009,2008
286,43009,2008
280,36748,2008
281,36748,2008
286,36748,2008
285,46259,2008
283,44786,2008
270,43997,2008
271,43997,2008
272,43997,2008
273,43997,2008
281,43997,2008
272,51028,2008
275,51028,2008
276,51028,2008
277,51028,2008
270,46912,2008
271,46912,2008
272,46912,2008
273,46912,2008
280,46353,2008
281,46353,2008
272,47553,2008
273,47553,2008
274,47553,2008
273,43547,2008
275,43547,2008
283,43547,2008
287,45695,2008
270,50343,2008
280,50343,2008
281,50343,2008
286,50343,2008
275,52484,2008
276,52484,2008
278,52484,2008
283,52484,2008
280,49279,2008
281,49279,2008
286,49279,2008
280,57033,2008
281,57033,2008
282,57033,2008
272,46697,2008
273,46697,2008
283,46697,2008
275,45482,2008
278,45482,2008
284,51223,2008
284,48017,2008
285,48017,2008
272,54390,2008
273,54390,2008
275,54390,2008
277,54390,2008
278,40025,2008
285,40025,2008
272,41989,2008
273,41989,2008
283,30932,2008
270,37678,2008
272,37678,2008
273,37678,2008
270,42540,2008
280,42540,2008
281,42540,2008
286,42540,2008
270,36679,2008
286,36679,2008
280,62087,2008
281,62087,2008
282,62087,2008
275,65180,2008
276,65180,2008
277,65180,2008
275,39388,2008
278,39388,2008
283,39388,2008
285,39388,2008
270,29705,2008
286,29705,2008
275,38004,2008
278,38004,2008
584,53575,2008
585,53575,2008
580,45715,2008
581,45715,2008
582,48145,2008
458,44210,2008
440,42417,2008
444,42417,2008
437,39549,2008
439,39549,2008
450,52297,2008
452,52297,2008
453,52297,2008
430,45467,2008
431,45467,2008
453,45467,2008
455,45467,2008
451,61288,2008
452,61288,2008
439,40941,2008
444,40941,2008
446,40941,2008
440,44199,2008
441,44199,2008
442,44199,2008
430,88899,2008
432,88899,2008
433,88899,2008
434,46385,2008
440,46385,2008
448,46385,2008
430,58104,2008
431,58104,2008
430,51238,2008
431,51238,2008
432,51238,2008
440,60969,2008
442,60969,2008
444,60969,2008
431,57849,2008
450,57849,2008
451,57849,2008
453,57849,2008
454,57849,2008
450,50301,2008
451,50301,2008
452,50301,2008
433,51386,2008
435,51386,2008
448,51386,2008
458,51386,2008
439,36492,2008
440,58536,2008
441,58536,2008
430,51392,2008
431,51392,2008
437,51392,2008
438,51392,2008
440,52834,2008
442,52834,2008
448,52834,2008
434,40990,2008
435,40990,2008
436,40990,2008
444,40125,2008
445,40125,2008
446,40125,2008
433,34449,2008
448,34449,2008
440,65381,2008
442,65381,2008
443,65381,2008
448,65381,2008
453,53091,2008
454,53091,2008
450,45047,2008
453,45047,2008
454,45047,2008
430,41569,2008
437,41569,2008
438,41569,2008
442,52364,2008
443,52364,2008
444,52364,2008
446,52364,2008
430,42578,2008
448,42578,2008
449,42578,2008
431,43966,2008
451,43966,2008
456,43966,2008
456,38097,2008
442,44447,2008
446,44447,2008
447,44447,2008
440,49411,2008
441,49411,2008
442,49411,2008
443,49411,2008
446,49411,2008
447,49411,2008
440,41037,2008
442,41037,2008
444,41037,2008
445,41037,2008
437,42992,2008
438,42992,2008
446,42992,2008
450,70504,2008
451,70504,2008
452,70504,2008
453,70504,2008
454,70504,2008
442,48360,2008
446,48360,2008
448,48360,2008
434,54681,2008
435,54681,2008
436,54681,2008
448,54681,2008
458,54681,2008
730,61326,2008
731,61326,2008
737,61326,2008
730,53748,2008
731,53748,2008
748,53748,2008
730,39142,2008
735,39142,2008
740,44065,2008
741,44065,2008
744,44065,2008
744,32658,2008
730,43864,2008
731,43864,2008
748,43864,2008
730,38508,2008
740,38508,2008
748,38508,2008
730,42652,2008
748,42652,2008
740,55453,2008
741,55453,2008
743,55453,2008
740,46484,2008
741,46484,2008
740,55742,2008
741,55742,2008
743,55742,2008
744,55742,2008
973,53505,2008
974,53505,2008
970,66122,2008
971,66122,2008
972,66122,2008
973,66122,2008
977,51487,2008
974,39285,2008
977,39285,2008
974,40603,2008
975,40603,2008
974,33564,2008
975,33564,2008
976,42389,2008
977,42389,2008
973,43343,2008
974,43343,2008
973,45571,2008
974,45571,2008
970,47204,2008
971,47204,2008
973,47204,2008
970,51393,2008
971,51393,2008
972,51393,2008
971,53452,2008
973,53452,2008
978,45115,2008
970,65625,2008
971,65625,2008
972,65625,2008
971,54889,2008
973,54889,2008
170,55261,2008
172,55261,2008
173,55261,2008
150,48798,2008
151,48798,2008
152,48798,2008
153,48798,2008
156,48798,2008
160,48798,2008
156,41385,2008
157,41385,2008
160,41385,2008
162,41385,2008
150,45408,2008
151,45408,2008
160,45408,2008
161,45408,2008
170,54616,2008
175,54616,2008
180,54616,2008
194,54616,2008
195,54616,2008
196,54616,2008
159,40333,2008
166,40333,2008
180,75958,2008
189,75958,2008
190,75958,2008
191,75958,2008
194,75958,2008
150,58110,2008
160,58110,2008
161,58110,2008
162,58110,2008
163,58110,2008
157,38071,2008
159,38071,2008
166,38071,2008
166,47549,2008
168,47549,2008
175,85731,2008
190,85731,2008
193,85731,2008
194,85731,2008
195,85731,2008
157,36930,2008
158,36930,2008
166,36930,2008
168,36930,2008
177,43521,2008
178,43521,2008
179,43521,2008
186,43521,2008
161,40393,2008
163,40393,2008
164,40393,2008
170,60704,2008
172,60704,2008
173,60704,2008
170,52480,2008
171,52480,2008
179,52480,2008
190,65025,2008
191,65025,2008
193,65025,2008
164,44247,2008
165,44247,2008
150,34004,2008
154,34004,2008
155,34004,2008
156,34004,2008
170,54145,2008
172,54145,2008
156,41687,2008
157,41687,2008
159,41687,2008
162,41687,2008
184,41849,2008
185,41849,2008
186,41849,2008
170,55850,2008
173,55850,2008
175,55850,2008
176,55850,2008
193,55850,2008
195,55850,2008
160,42151,2008
161,42151,2008
170,52650,2008
175,52650,2008
179,52650,2008
195,52650,2008
180,54115,2008
181,54115,2008
189,54115,2008
195,54115,2008
178,41820,2008
182,41820,2008
186,41820,2008
187,41820,2008
169,42084,2008
177,42084,2008
178,42084,2008
160,40294,2008
161,40294,2008
163,40294,2008
180,56838,2008
182,56838,2008
183,56838,2008
184,56838,2008
186,56838,2008
180,78092,2008
189,78092,2008
190,78092,2008
191,78092,2008
193,78092,2008
194,78092,2008
195,78092,2008
180,60171,2008
181,60171,2008
183,60171,2008
170,40506,2008
177,40506,2008
178,40506,2008
190,36976,2008
191,36976,2008
179,43387,2008
182,43387,2008
195,43387,2008
154,37639,2008
155,37639,2008
156,37639,2008
159,37639,2008
150,51379,2008
151,51379,2008
152,51379,2008
153,51379,2008
154,51379,2008
150,46966,2008
151,46966,2008
152,46966,2008
154,46966,2008
155,46966,2008
156,46966,2008
157,46966,2008
159,46966,2008
162,46966,2008
170,56910,2008
173,56910,2008
174,56910,2008
28,64419,2008
29,64419,2008
28,68754,2008
28,47327,2008
29,47327,2008
28,73640,2008
290,42445,2008
291,42445,2008
298,42445,2008
296,45178,2008
299,54109,2008
290,48320,2008
294,48320,2008
294,50671,2008
290,38703,2008
291,38703,2008
295,38703,2008
290,62003,2008
294,62003,2008
291,40995,2008
295,40995,2008
293,47848,2008
296,47848,2008
291,39225,2008
296,39225,2008
298,39225,2008
295,42327,2008
290,38327,2008
297,38327,2008
290,42224,2008
291,42224,2008
293,42224,2008
296,42224,2008
290,52209,2008
291,52209,2008
292,52209,2008
296,41171,2008
290,30177,2008
291,30177,2008
294,30177,2008
296,40806,2008
290,50005,2008
291,50005,2008
292,50005,2008
293,45185,2008
296,45185,2008
290,37648,2008
291,37648,2008
297,51190,2008
570,55597,2008
571,55597,2008
577,46442,2008
377,45015,2008
378,45015,2008
379,45015,2008
377,47215,2008
378,47215,2008
379,47215,2008
373,39948,2008
370,46153,2008
371,46153,2008
372,46153,2008
376,35062,2008
377,35062,2008
378,35062,2008
373,47779,2008
374,47779,2008
377,45673,2008
378,45673,2008
379,45673,2008
380,43164,2008
383,43164,2008
370,46596,2008
371,46596,2008
384,46596,2008
370,47136,2008
371,47136,2008
422,47136,2008
385,35445,2008
370,54012,2008
371,54012,2008
377,39765,2008
378,39765,2008
379,39765,2008
375,45714,2008
380,45714,2008
381,45714,2008
376,41296,2008
378,41296,2008
370,55167,2008
371,55167,2008
376,43021,2008
370,93321,2008
371,93321,2008
372,93321,2008
384,93321,2008
370,57713,2008
371,57713,2008
759,33796,2008
786,50492,2008
789,50492,2008
765,49967,2008
780,45775,2008
781,45775,2008
782,45775,2008
755,38420,2008
774,64076,2008
775,64076,2008
778,37634,2008
785,30622,2008
750,81395,2008
751,81395,2008
752,81395,2008
753,81395,2008
754,81395,2008
780,61612,2008
781,61612,2008
782,61612,2008
786,61612,2008
765,49779,2008
766,49779,2008
750,47085,2008
751,47085,2008
752,47085,2008
753,47085,2008
760,47085,2008
750,73544,2008
752,73544,2008
760,73544,2008
761,73544,2008
762,73544,2008
797,50241,2008
751,65574,2008
760,65574,2008
766,65574,2008
798,36485,2008
799,36485,2008
770,84782,2008
774,84782,2008
775,84782,2008
775,59230,2008
776,59230,2008
750,45882,2008
754,45882,2008
762,45882,2008
756,46054,2008
781,64737,2008
786,64737,2008
770,52377,2008
772,52377,2008
773,52377,2008
774,52377,2008
775,52377,2008
781,56159,2008
786,56159,2008
787,56159,2008
751,42139,2008
757,42139,2008
758,42139,2008
785,30235,2008
751,46189,2008
754,46189,2008
776,44984,2008
777,44984,2008
760,53244,2008
751,59317,2008
754,59317,2008
773,51358,2008
775,51358,2008
793,45184,2008
794,45184,2008
765,39700,2008
766,39700,2008
767,39700,2008
797,57558,2008
773,65696,2008
774,65696,2008
778,65696,2008
783,45646,2008
784,45646,2008
776,50346,2008
760,61455,2008
761,61455,2008
764,61455,2008
790,37147,2008
791,37147,2008
790,57419,2008
791,57419,2008
750,77184,2008
751,77184,2008
783,47285,2008
751,47159,2008
756,47159,2008
757,47159,2008
750,56251,2008
752,56251,2008
760,56251,2008
761,56251,2008
762,56251,2008
795,41235,2008
796,41235,2008
768,43534,2008
769,43534,2008
733,55467,2008
765,55467,2008
786,55467,2008
787,55467,2008
779,45612,2008
780,36740,2008
783,36740,2008
763,44745,2008
765,69108,2008
786,69108,2008
787,69108,2008
843,49256,2008
840,66923,2008
843,66923,2008
844,66923,2008
840,59250,2008
841,59250,2008
840,59886,2008
846,59886,2008
847,50333,2008
840,51064,2008
842,51064,2008
843,51064,2008
844,51064,2008
54,62171,2008
56,62171,2008
229,66690,2008
245,66690,2008
203,101171,2008
204,101171,2008
205,101171,2008
220,101171,2008
221,101171,2008
222,101171,2008
228,49593,2008
229,49593,2008
