ZIP_3_DIGIT,pct_inlaborforce,year
331,66.165462123,2006
333,66.165462123,2006
334,66.165462123,2006
339,48.982026941,2006
342,48.982026941,2006
344,46.641871946,2006
346,46.641871946,2006
320,68.724159977,2006
321,68.724159977,2006
322,68.724159977,2006
326,68.724159977,2006
341,56.437290169,2006
320,67.260685267,2006
322,67.260685267,2006
325,61.002576577,2006
335,49.521762181,2006
344,49.521762181,2006
346,49.521762181,2006
338,47.115068393,2006
339,47.115068393,2006
342,47.115068393,2006
349,47.115068393,2006
335,67.343594326,2006
336,67.343594326,2006
338,67.343594326,2006
329,53.867728468,2006
321,53.139494434,2006
327,53.139494434,2006
347,53.139494434,2006
339,58.128886894,2006
341,58.128886894,2006
323,67.926400786,2006
335,58.364572007,2006
338,58.364572007,2006
342,58.364572007,2006
321,51.905357579,2006
326,51.905357579,2006
327,51.905357579,2006
344,51.905357579,2006
334,56.859360058,2006
349,56.859360058,2006
330,61.988543761,2006
331,61.988543761,2006
332,61.988543761,2006
330,62.117486556,2006
325,63.999067553,2006
327,70.233679204,2006
328,70.233679204,2006
347,70.233679204,2006
328,65.234342028,2006
338,65.234342028,2006
347,65.234342028,2006
349,65.234342028,2006
334,59.53057277,2006
335,56.608406799,2006
346,56.608406799,2006
336,58.304612843,2006
337,58.304612843,2006
346,58.304612843,2006
335,58.750549736,2006
338,58.750549736,2006
347,58.750549736,2006
320,63.694460037,2006
321,63.694460037,2006
322,63.694460037,2006
349,58.373870744,2006
325,62.110452796,2006
342,53.7874308,2006
327,68.362607772,2006
321,57.315093,2006
327,57.315093,2006
301,66.997849022,2006
310,59.882793948,2006
312,59.882793948,2006
301,65.420200926,2006
313,62.111124755,2006
314,62.111124755,2006
300,75.007582446,2006
301,75.007582446,2006
305,75.007582446,2006
306,60.961402248,2006
302,72.434360358,2006
303,72.434360358,2006
300,71.146481731,2006
301,71.146481731,2006
303,71.146481731,2006
311,71.146481731,2006
308,65.499855254,2006
309,65.499855254,2006
302,70.297575946,2006
300,71.418402645,2006
302,71.418402645,2006
303,71.418402645,2006
311,71.418402645,2006
399,71.418402645,2006
317,56.862193596,2006
398,56.862193596,2006
301,72.176250403,2006
302,67.940882059,2006
311,67.940882059,2006
301,58.47288515,2006
307,58.47288515,2006
300,71.110088821,2006
301,71.110088821,2006
305,71.110088821,2006
300,68.074091242,2006
302,68.074091242,2006
303,68.074091242,2006
311,68.074091242,2006
300,73.479122928,2006
303,73.479122928,2006
305,73.479122928,2006
306,73.479122928,2006
311,73.479122928,2006
305,63.65236101,2006
302,72.346963247,2006
310,66.977504033,2006
316,66.207512701,2006
318,65.832439114,2006
319,65.832439114,2006
308,62.259755387,2006
309,62.259755387,2006
300,67.01184857,2006
302,67.01184857,2006
967,66.837965467,2006
967,65.115307164,2006
968,65.115307164,2006
967,68.654926805,2006
836,69.54020697,2006
837,69.54020697,2006
832,66.380521572,2006
832,68.541603761,2006
834,68.541603761,2006
836,65.88882565,2006
838,66.908568767,2006
623,67.620949845,2006
609,66.066588984,2006
618,66.066588984,2006
619,66.066588984,2006
600,65.417984232,2006
601,65.417984232,2006
602,65.417984232,2006
603,65.417984232,2006
604,65.417984232,2006
605,65.417984232,2006
606,65.417984232,2006
607,65.417984232,2006
608,65.417984232,2006
601,72.399346381,2006
605,72.399346381,2006
610,72.399346381,2006
600,70.789103873,2006
601,70.789103873,2006
604,70.789103873,2006
605,70.789103873,2006
600,71.523516122,2006
601,71.523516122,2006
605,71.523516122,2006
604,65.476991349,2006
609,65.476991349,2006
600,71.501539388,2006
604,68.197761817,2006
605,68.197761817,2006
613,68.197761817,2006
600,73.395823456,2006
601,73.395823456,2006
610,73.395823456,2006
617,69.757976654,2006
618,69.757976654,2006
617,61.538815358,2006
618,61.538815358,2006
619,61.538815358,2006
625,61.538815358,2006
620,64.455166868,2006
622,64.455166868,2006
614,65.440778419,2006
615,65.440778419,2006
616,65.440778419,2006
612,64.923623265,2006
620,67.235415617,2006
622,67.235415617,2006
625,68.117703962,2006
626,68.117703962,2006
627,68.117703962,2006
615,64.665082771,2006
616,64.665082771,2006
617,64.665082771,2006
626,64.665082771,2006
609,60.627064242,2006
618,60.627064242,2006
604,72.103250743,2006
605,72.103250743,2006
609,72.103250743,2006
601,65.885590756,2006
610,65.885590756,2006
611,65.885590756,2006
467,68.470989346,2006
468,68.470989346,2006
471,69.859548854,2006
472,69.859548854,2006
460,60.300854409,2006
473,60.300854409,2006
465,73.026817339,2006
467,73.026817339,2006
471,67.099461475,2006
460,60.612968141,2006
469,60.612968141,2006
473,60.612968141,2006
460,76.708160738,2006
462,76.708160738,2006
460,72.965242008,2006
461,72.965242008,2006
462,72.965242008,2006
479,72.965242008,2006
460,58.09743302,2006
469,58.09743302,2006
461,69.014964391,2006
462,69.014964391,2006
465,68.558427498,2006
467,68.558427498,2006
469,68.558427498,2006
463,63.712454073,2006
464,63.712454073,2006
463,62.608951908,2006
465,62.608951908,2006
460,56.528389916,2006
469,56.528389916,2006
473,56.528389916,2006
460,69.180010397,2006
461,69.180010397,2006
462,69.180010397,2006
461,59.867495708,2006
472,59.867495708,2006
474,59.867495708,2006
463,67.189450135,2006
464,67.189450135,2006
465,65.497890112,2006
466,65.497890112,2006
460,63.982279259,2006
469,63.982279259,2006
479,63.982279259,2006
476,66.897677794,2006
477,66.897677794,2006
478,60.258461837,2006
473,65.894971495,2006
506,67.924285091,2006
507,67.924285091,2006
520,69.906572919,2006
522,72.190251034,2006
523,72.190251034,2006
524,72.190251034,2006
527,72.190251034,2006
522,71.181992081,2006
523,71.181992081,2006
524,71.181992081,2006
500,73.920071559,2006
501,73.920071559,2006
502,73.920071559,2006
503,73.920071559,2006
509,73.920071559,2006
515,68.278801093,2006
527,67.990355751,2006
528,67.990355751,2006
500,70.340973275,2006
501,70.340973275,2006
502,70.340973275,2006
510,70.621306417,2006
511,70.621306417,2006
660,72.149969085,2006
664,72.149969085,2006
665,72.149969085,2006
660,74.430033923,2006
662,74.430033923,2006
660,66.192352341,2006
661,66.192352341,2006
670,69.911160435,2006
671,69.911160435,2006
672,69.911160435,2006
675,69.911160435,2006
660,68.21941759,2006
664,68.21941759,2006
665,68.21941759,2006
666,68.21941759,2006
660,67.338674713,2006
661,67.338674713,2006
662,67.338674713,2006
410,75.604684512,2006
452,75.604684512,2006
410,67.739232691,2006
422,67.77969312,2006
423,67.77969312,2006
424,67.77969312,2006
423,63.064505096,2006
403,68.945457223,2006
405,68.945457223,2006
400,65.363231535,2006
401,65.363231535,2006
427,65.363231535,2006
400,64.750104616,2006
401,64.750104616,2006
402,64.750104616,2006
410,70.284798504,2006
459,70.284798504,2006
403,65.582968501,2006
404,65.582968501,2006
421,67.549660734,2006
422,67.549660734,2006
710,70.940004385,2006
711,70.940004385,2006
710,60.724802042,2006
711,60.724802042,2006
706,62.610144938,2006
707,66.292198717,2006
708,66.292198717,2006
705,61.12779564,2006
700,63.003434096,2006
701,63.003434096,2006
703,63.003434096,2006
705,66.801768842,2006
704,63.218533621,2006
707,63.218533621,2006
700,59.028579395,2006
701,59.028579395,2006
712,60.413316815,2006
714,60.413316815,2006
706,61.620588001,2006
713,61.620588001,2006
714,61.620588001,2006
705,55.227901348,2006
707,55.227901348,2006
713,55.227901348,2006
704,63.042326715,2006
704,56.182635417,2006
703,61.215892772,2006
42,64.748693344,2006
44,58.684145026,2006
47,58.684145026,2006
40,70.179440526,2006
41,70.179440526,2006
42,70.179440526,2006
42,65.08037353,2006
43,65.08037353,2006
49,65.08037353,2006
44,61.514965896,2006
47,61.514965896,2006
49,61.514965896,2006
38,68.741227452,2006
39,68.741227452,2006
40,68.741227452,2006
215,54.472320474,2006
217,54.472320474,2006
207,70.210855768,2006
210,70.210855768,2006
211,70.210855768,2006
212,70.210855768,2006
214,70.210855768,2006
210,68.194621066,2006
211,68.194621066,2006
212,68.194621066,2006
210,70.906453308,2006
211,70.906453308,2006
217,70.906453308,2006
219,70.21772034,2006
206,73.496671547,2006
208,72.337606985,2006
217,72.337606985,2006
210,71.952113364,2006
211,71.952113364,2006
207,73.843223164,2006
208,73.843223164,2006
210,73.843223164,2006
211,73.843223164,2006
217,73.843223164,2006
200,71.061211741,2006
202,71.061211741,2006
207,71.061211741,2006
208,71.061211741,2006
209,71.061211741,2006
210,71.061211741,2006
217,71.061211741,2006
202,73.510720593,2006
203,73.510720593,2006
204,73.510720593,2006
205,73.510720593,2006
206,73.510720593,2006
207,73.510720593,2006
209,73.510720593,2006
206,70.256503312,2006
217,65.585591802,2006
218,67.590933341,2006
212,60.417610694,2006
23,61.008141712,2006
25,61.008141712,2006
26,61.008141712,2006
10,64.539851456,2006
12,64.539851456,2006
13,64.539851456,2006
20,66.938828021,2006
23,66.938828021,2006
27,66.938828021,2006
18,66.631138495,2006
19,66.631138495,2006
55,66.631138495,2006
10,68.762061385,2006
12,68.762061385,2006
13,68.762061385,2006
10,63.540706711,2006
11,63.540706711,2006
12,63.540706711,2006
15,63.540706711,2006
10,66.533746073,2006
12,66.533746073,2006
13,66.533746073,2006
14,69.270950815,2006
15,69.270950815,2006
17,69.270950815,2006
18,69.270950815,2006
20,69.270950815,2006
21,69.270950815,2006
22,69.270950815,2006
24,69.270950815,2006
15,68.316903728,2006
17,68.316903728,2006
20,68.316903728,2006
21,68.316903728,2006
22,68.316903728,2006
23,68.316903728,2006
24,68.316903728,2006
27,68.316903728,2006
20,69.150427717,2006
21,69.150427717,2006
23,69.150427717,2006
25,69.150427717,2006
27,69.150427717,2006
19,66.401888612,2006
20,66.401888612,2006
21,66.401888612,2006
22,66.401888612,2006
24,66.401888612,2006
10,68.132933809,2006
13,68.132933809,2006
14,68.132933809,2006
15,68.132933809,2006
16,68.132933809,2006
17,68.132933809,2006
490,66.508168325,2006
493,66.508168325,2006
494,66.508168325,2006
486,63.191949894,2006
487,63.191949894,2006
490,63.737536033,2006
491,63.737536033,2006
488,61.503039063,2006
490,61.503039063,2006
492,61.503039063,2006
488,67.498446126,2006
489,67.498446126,2006
488,68.498693611,2006
489,68.498693611,2006
490,68.498693611,2006
492,68.498693611,2006
484,61.21064482,2006
485,61.21064482,2006
487,61.21064482,2006
496,70.139334227,2006
488,63.065763281,2006
489,63.065763281,2006
492,63.065763281,2006
486,63.390569638,2006
488,63.390569638,2006
493,63.390569638,2006
481,58.958774193,2006
488,58.958774193,2006
492,58.958774193,2006
490,68.385903305,2006
488,69.912870608,2006
493,69.912870608,2006
494,69.912870608,2006
495,69.912870608,2006
480,67.97640038,2006
483,67.97640038,2006
484,67.97640038,2006
487,67.97640038,2006
481,66.47576066,2006
492,66.47576066,2006
481,70.742097055,2006
483,70.742097055,2006
484,70.742097055,2006
488,70.742097055,2006
492,70.742097055,2006
480,65.657957417,2006
482,65.657957417,2006
483,65.657957417,2006
486,61.605926813,2006
488,61.605926813,2006
481,68.320750568,2006
492,68.320750568,2006
493,61.872357824,2006
494,61.872357824,2006
480,68.47966555,2006
481,68.47966555,2006
482,68.47966555,2006
483,68.47966555,2006
484,68.47966555,2006
493,70.574934259,2006
494,70.574934259,2006
495,70.574934259,2006
484,56.694190322,2006
486,56.694190322,2006
487,56.694190322,2006
488,56.694190322,2006
480,63.878467129,2006
484,63.878467129,2006
484,62.265567702,2006
486,62.265567702,2006
488,62.265567702,2006
490,66.716810831,2006
481,65.932631776,2006
492,65.932631776,2006
480,60.73400459,2006
481,60.73400459,2006
482,60.73400459,2006
483,60.73400459,2006
550,75.866394481,2006
551,75.866394481,2006
553,75.866394481,2006
554,75.866394481,2006
550,77.287950012,2006
551,77.287950012,2006
553,77.287950012,2006
551,72.950778794,2006
553,72.950778794,2006
554,72.950778794,2006
559,73.797729618,2006
551,68.619551462,2006
554,68.619551462,2006
556,62.605744639,2006
557,62.605744639,2006
558,62.605744639,2006
566,62.605744639,2006
550,78.345213684,2006
553,78.345213684,2006
560,78.345213684,2006
553,76.55941095,2006
563,76.55941095,2006
553,71.704389515,2006
563,71.704389515,2006
550,71.493730598,2006
551,71.493730598,2006
553,77.510489188,2006
386,69.820113289,2006
394,62.424537161,2006
395,62.424537161,2006
395,61.455421174,2006
390,65.708118314,2006
391,65.708118314,2006
392,65.708118314,2006
394,61.735081338,2006
395,61.735081338,2006
393,61.321269127,2006
388,63.154353605,2006
390,66.864788759,2006
391,66.864788759,2006
392,66.864788759,2006
650,72.726421678,2006
652,72.726421678,2006
644,63.792923805,2006
645,63.792923805,2006
640,72.862172699,2006
641,72.862172699,2006
647,72.862172699,2006
640,71.186663248,2006
641,71.186663248,2006
644,71.186663248,2006
630,66.763131611,2006
654,66.763131611,2006
656,64.348223488,2006
657,64.348223488,2006
658,64.348223488,2006
640,68.702306456,2006
641,68.702306456,2006
649,68.702306456,2006
647,65.500600351,2006
648,65.500600351,2006
630,70.104030436,2006
636,70.104030436,2006
633,72.966792641,2006
630,66.227008804,2006
631,66.227008804,2006
631,61.990803415,2006
594,63.344448363,2006
598,64.452940482,2006
599,64.452940482,2006
590,74.931278446,2006
597,74.931278446,2006
598,66.223544026,2006
590,67.525395137,2006
591,67.525395137,2006
680,71.87338329,2006
681,71.87338329,2006
680,74.373941949,2006
683,74.373941949,2006
684,74.373941949,2006
685,74.373941949,2006
680,76.568884724,2006
681,76.568884724,2006
890,67.947191355,2006
891,67.947191355,2006
894,69.058080881,2006
895,69.058080881,2006
897,69.058080881,2006
32,68.364267509,2006
34,68.364267509,2006
36,68.364267509,2006
32,67.119411432,2006
35,67.119411432,2006
37,67.119411432,2006
30,72.161576555,2006
31,72.161576555,2006
32,72.161576555,2006
34,72.161576555,2006
30,69.749369866,2006
31,69.749369866,2006
32,69.749369866,2006
33,69.749369866,2006
30,72.538686707,2006
31,72.538686707,2006
32,72.538686707,2006
38,72.538686707,2006
30,67.894415023,2006
32,67.894415023,2006
38,67.894415023,2006
80,67.040501927,2006
82,67.040501927,2006
83,67.040501927,2006
84,67.040501927,2006
70,65.928152709,2006
74,65.928152709,2006
75,65.928152709,2006
76,65.928152709,2006
80,67.28016075,2006
81,67.28016075,2006
82,67.28016075,2006
85,67.28016075,2006
86,67.28016075,2006
80,67.17407907,2006
81,67.17407907,2006
82,60.336771468,2006
83,60.336771468,2006
82,58.483462638,2006
83,58.483462638,2006
70,64.541188135,2006
71,64.541188135,2006
72,64.541188135,2006
74,64.541188135,2006
80,68.429627717,2006
83,68.429627717,2006
70,68.351076019,2006
73,68.351076019,2006
78,67.434175564,2006
79,67.434175564,2006
85,67.434175564,2006
88,67.434175564,2006
85,64.650798782,2006
86,64.650798782,2006
70,67.139888975,2006
77,67.139888975,2006
85,67.139888975,2006
88,67.139888975,2006
89,67.139888975,2006
77,67.547624441,2006
85,67.547624441,2006
86,67.547624441,2006
87,67.547624441,2006
70,68.768675621,2006
74,68.768675621,2006
78,68.768675621,2006
79,68.768675621,2006
77,58.453353575,2006
80,58.453353575,2006
85,58.453353575,2006
87,58.453353575,2006
70,64.807288678,2006
71,64.807288678,2006
74,64.807288678,2006
75,64.807288678,2006
80,65.697215646,2006
83,65.697215646,2006
70,70.099097273,2006
79,70.099097273,2006
85,70.099097273,2006
88,70.099097273,2006
74,72.083609272,2006
78,72.083609272,2006
70,66.257803964,2006
71,66.257803964,2006
72,66.257803964,2006
79,66.257803964,2006
88,66.257803964,2006
78,70.373598147,2006
88,70.373598147,2006
870,67.671371452,2006
871,67.671371452,2006
879,61.357191274,2006
880,61.357191274,2006
870,69.104167377,2006
871,69.104167377,2006
875,69.104167377,2006
870,67.96205498,2006
875,67.96205498,2006
120,66.033272723,2006
121,66.033272723,2006
122,66.033272723,2006
123,66.033272723,2006
124,66.033272723,2006
104,57.959715381,2006
105,57.959715381,2006
107,57.959715381,2006
108,57.959715381,2006
137,62.240123457,2006
138,62.240123457,2006
139,62.240123457,2006
140,63.309176528,2006
141,63.309176528,2006
147,63.309176528,2006
130,62.777760844,2006
131,62.777760844,2006
148,62.777760844,2006
140,63.148891255,2006
141,63.148891255,2006
147,63.148891255,2006
148,61.344912667,2006
149,61.344912667,2006
129,56.710719958,2006
105,65.60694374,2006
125,65.60694374,2006
126,65.60694374,2006
140,61.245352658,2006
141,61.245352658,2006
142,61.245352658,2006
130,62.455063667,2006
131,62.455063667,2006
136,62.455063667,2006
112,59.340540142,2006
114,59.340540142,2006
130,62.406120096,2006
131,62.406120096,2006
133,62.406120096,2006
134,62.406120096,2006
144,63.16551775,2006
145,63.16551775,2006
146,63.16551775,2006
110,64.590406214,2006
115,64.590406214,2006
116,64.590406214,2006
117,64.590406214,2006
118,64.590406214,2006
100,66.976364664,2006
101,66.976364664,2006
102,66.976364664,2006
104,66.976364664,2006
140,62.484645928,2006
141,62.484645928,2006
143,62.484645928,2006
130,60.155917118,2006
131,60.155917118,2006
133,60.155917118,2006
134,60.155917118,2006
135,60.155917118,2006
130,63.962457611,2006
131,63.962457611,2006
132,63.962457611,2006
131,66.053943439,2006
144,66.053943439,2006
145,66.053943439,2006
109,66.683985203,2006
125,66.683985203,2006
127,66.683985203,2006
130,61.933057464,2006
131,61.933057464,2006
133,61.933057464,2006
134,61.933057464,2006
136,61.933057464,2006
105,70.095778198,2006
125,70.095778198,2006
110,63.796785994,2006
111,63.796785994,2006
113,63.796785994,2006
114,63.796785994,2006
115,63.796785994,2006
116,63.796785994,2006
120,69.039410046,2006
121,69.039410046,2006
103,61.828323471,2006
109,63.181840462,2006
129,52.528532074,2006
136,52.528532074,2006
120,68.17280103,2006
121,68.17280103,2006
123,68.17280103,2006
128,68.17280103,2006
120,62.982884274,2006
121,62.982884274,2006
123,62.982884274,2006
144,63.072357444,2006
145,63.072357444,2006
148,63.072357444,2006
5,65.928525918,2006
63,65.928525918,2006
117,65.928525918,2006
119,65.928525918,2006
109,61.095003383,2006
124,61.095003383,2006
125,61.095003383,2006
127,61.095003383,2006
130,60.238580023,2006
131,60.238580023,2006
137,60.238580023,2006
138,60.238580023,2006
148,60.238580023,2006
124,64.523629213,2006
125,64.523629213,2006
127,64.523629213,2006
131,67.505447967,2006
144,67.505447967,2006
145,67.505447967,2006
104,63.132262647,2006
105,63.132262647,2006
106,63.132262647,2006
107,63.132262647,2006
108,63.132262647,2006
272,66.479711707,2006
273,66.479711707,2006
287,64.396666557,2006
288,64.396666557,2006
280,60.46450397,2006
281,60.46450397,2006
286,60.46450397,2006
287,60.46450397,2006
280,67.664284338,2006
281,67.664284338,2006
282,67.664284338,2006
286,56.992892291,2006
280,66.184123847,2006
281,66.184123847,2006
286,66.184123847,2006
280,58.067304963,2006
281,58.067304963,2006
286,58.067304963,2006
285,63.902738884,2006
283,66.893012203,2006
270,66.741984684,2006
271,66.741984684,2006
272,66.741984684,2006
273,66.741984684,2006
281,66.741984684,2006
272,70.69887996,2006
275,70.69887996,2006
276,70.69887996,2006
277,70.69887996,2006
270,67.237784565,2006
271,67.237784565,2006
272,67.237784565,2006
273,67.237784565,2006
280,62.883121345,2006
281,62.883121345,2006
272,66.818393435,2006
273,66.818393435,2006
274,66.818393435,2006
273,66.134708441,2006
275,66.134708441,2006
283,66.134708441,2006
270,66.318964986,2006
280,66.318964986,2006
281,66.318964986,2006
286,66.318964986,2006
275,70.205585859,2006
276,70.205585859,2006
278,70.205585859,2006
283,70.205585859,2006
280,73.932660028,2006
281,73.932660028,2006
282,73.932660028,2006
272,53.419033921,2006
273,53.419033921,2006
283,53.419033921,2006
275,64.45667584,2006
278,64.45667584,2006
284,64.817276869,2006
284,74.227146615,2006
285,74.227146615,2006
272,65.523247619,2006
273,65.523247619,2006
275,65.523247619,2006
277,65.523247619,2006
278,66.065104757,2006
285,66.065104757,2006
272,64.737156237,2006
273,64.737156237,2006
283,54.984258065,2006
270,62.063095319,2006
272,62.063095319,2006
273,62.063095319,2006
270,62.522253277,2006
280,62.522253277,2006
281,62.522253277,2006
286,62.522253277,2006
280,69.790461885,2006
281,69.790461885,2006
282,69.790461885,2006
275,70.750642707,2006
276,70.750642707,2006
277,70.750642707,2006
275,61.941441338,2006
278,61.941441338,2006
283,61.941441338,2006
285,61.941441338,2006
275,63.033016976,2006
278,63.033016976,2006
584,72.681888862,2006
585,72.681888862,2006
580,77.043196869,2006
581,77.043196869,2006
458,63.670716889,2006
440,59.979664968,2006
444,59.979664968,2006
437,57.669243424,2006
439,57.669243424,2006
450,67.703340648,2006
452,67.703340648,2006
453,67.703340648,2006
430,63.87173143,2006
431,63.87173143,2006
453,63.87173143,2006
455,63.87173143,2006
451,67.524274471,2006
452,67.524274471,2006
439,61.745086628,2006
444,61.745086628,2006
446,61.745086628,2006
440,64.197332539,2006
441,64.197332539,2006
442,64.197332539,2006
430,72.969529498,2006
432,72.969529498,2006
433,72.969529498,2006
434,64.769526961,2006
440,64.769526961,2006
448,64.769526961,2006
430,68.559686325,2006
431,68.559686325,2006
430,69.776338013,2006
431,69.776338013,2006
432,69.776338013,2006
440,68.869586102,2006
442,68.869586102,2006
444,68.869586102,2006
431,66.403142767,2006
450,66.403142767,2006
451,66.403142767,2006
453,66.403142767,2006
454,66.403142767,2006
450,65.042766191,2006
