ZIP_3_DIGIT,pct_female,year
953,50.571349763,2006
959,51.264353973,2006
945,50.91265514,2006
946,50.91265514,2006
947,50.91265514,2006
948,50.91265514,2006
956,50.485213348,2006
957,50.485213348,2006
961,50.485213348,2006
932,49.702048542,2006
936,49.702048542,2006
937,49.702048542,2006
938,49.702048542,2006
955,50.714564015,2006
922,48.894267659,2006
932,48.343261331,2006
933,48.343261331,2006
934,48.343261331,2006
935,48.343261331,2006
932,43.041196554,2006
936,43.041196554,2006
954,51.832921299,2006
900,50.472558476,2006
902,50.472558476,2006
903,50.472558476,2006
904,50.472558476,2006
905,50.472558476,2006
906,50.472558476,2006
907,50.472558476,2006
908,50.472558476,2006
910,50.472558476,2006
911,50.472558476,2006
912,50.472558476,2006
913,50.472558476,2006
914,50.472558476,2006
915,50.472558476,2006
916,50.472558476,2006
917,50.472558476,2006
918,50.472558476,2006
930,50.472558476,2006
932,50.472558476,2006
935,50.472558476,2006
936,52.519730773,2006
949,49.838788785,2006
954,50.380778354,2006
955,50.380778354,2006
936,49.455747421,2006
953,49.455747421,2006
934,48.01709385,2006
939,48.01709385,2006
950,48.01709385,2006
945,48.863108701,2006
954,48.863108701,2006
956,50.469806812,2006
957,50.469806812,2006
959,50.469806812,2006
961,50.469806812,2006
906,50.038640288,2006
907,50.038640288,2006
908,50.038640288,2006
926,50.038640288,2006
927,50.038640288,2006
928,50.038640288,2006
956,50.670054745,2006
957,50.670054745,2006
959,50.670054745,2006
961,50.670054745,2006
917,50.035499257,2006
920,50.035499257,2006
922,50.035499257,2006
923,50.035499257,2006
925,50.035499257,2006
928,50.035499257,2006
945,50.943825815,2006
956,50.943825815,2006
957,50.943825815,2006
958,50.943825815,2006
917,49.891063615,2006
922,49.891063615,2006
923,49.891063615,2006
924,49.891063615,2006
925,49.891063615,2006
928,49.891063615,2006
935,49.891063615,2006
919,49.655748484,2006
920,49.655748484,2006
921,49.655748484,2006
925,49.655748484,2006
926,49.655748484,2006
940,48.959533144,2006
941,48.959533144,2006
952,49.880862189,2006
953,49.880862189,2006
956,49.880862189,2006
934,48.418513258,2006
940,50.33869644,2006
941,50.33869644,2006
943,50.33869644,2006
944,50.33869644,2006
930,49.760325727,2006
931,49.760325727,2006
932,49.760325727,2006
934,49.760325727,2006
940,48.882648166,2006
943,48.882648166,2006
945,48.882648166,2006
950,48.882648166,2006
951,48.882648166,2006
940,50.110730662,2006
950,50.110730662,2006
960,51.303410373,2006
945,49.660901671,2006
956,49.660901671,2006
945,50.460600012,2006
949,50.460600012,2006
954,50.460600012,2006
952,50.362792841,2006
953,50.362792841,2006
956,50.092987638,2006
958,50.092987638,2006
959,50.092987638,2006
932,49.807696429,2006
936,49.807696429,2006
902,49.897589156,2006
913,49.897589156,2006
930,49.897589156,2006
932,49.897589156,2006
956,50.971635165,2006
957,50.971635165,2006
959,50.971635165,2006
956,48.255582704,2006
959,48.255582704,2006
800,48.982714595,2006
801,48.982714595,2006
802,48.982714595,2006
806,48.982714595,2006
807,48.982714595,2006
800,50.655904631,2006
801,50.655904631,2006
802,50.655904631,2006
800,49.59511732,2006
803,49.59511732,2006
804,49.59511732,2006
805,49.59511732,2006
800,49.1086011,2006
801,49.1086011,2006
802,49.1086011,2006
800,49.679653745,2006
801,49.679653745,2006
804,49.679653745,2006
801,50.347036839,2006
808,50.347036839,2006
809,50.347036839,2006
810,50.347036839,2006
800,50.152183896,2006
801,50.152183896,2006
802,50.152183896,2006
803,50.152183896,2006
804,50.152183896,2006
805,50.135926126,2006
806,50.135926126,2006
815,50.861098898,2006
816,50.861098898,2006
808,50.984880193,2006
810,50.984880193,2006
812,50.984880193,2006
805,49.87904094,2006
806,49.87904094,2006
807,49.87904094,2006
64,51.216294256,2006
66,51.216294256,2006
67,51.216294256,2006
68,51.216294256,2006
69,51.216294256,2006
60,51.69586522,2006
61,51.69586522,2006
64,51.69586522,2006
67,51.69586522,2006
60,50.818697763,2006
67,50.818697763,2006
68,50.818697763,2006
60,51.008707121,2006
64,51.008707121,2006
60,51.721278116,2006
64,51.721278116,2006
65,51.721278116,2006
67,51.721278116,2006
62,50.987303119,2006
63,50.987303119,2006
64,50.987303119,2006
60,49.803564196,2006
62,49.803564196,2006
64,49.803564196,2006
62,50.575843658,2006
63,50.575843658,2006
199,52.383113936,2006
197,51.413942887,2006
198,51.413942887,2006
199,51.413942887,2006
199,51.236355165,2006
200,53.12296872,2006
202,53.12296872,2006
203,53.12296872,2006
204,53.12296872,2006
205,53.12296872,2006
320,50.895121522,2006
326,50.895121522,2006
324,50.294486407,2006
327,50.839978367,2006
328,50.839978367,2006
329,50.839978367,2006
330,51.357882701,2006
331,51.357882701,2006
333,51.357882701,2006
334,51.357882701,2006
339,52.367293024,2006
342,52.367293024,2006
344,51.646482268,2006
346,51.646482268,2006
320,50.613474642,2006
321,50.613474642,2006
322,50.613474642,2006
326,50.613474642,2006
341,49.119177242,2006
320,46.108704214,2006
326,46.108704214,2006
320,51.363901075,2006
322,51.363901075,2006
325,50.768043436,2006
320,51.398584565,2006
321,51.398584565,2006
335,52.893736133,2006
344,52.893736133,2006
346,52.893736133,2006
338,51.137395777,2006
339,51.137395777,2006
342,51.137395777,2006
349,51.137395777,2006
335,50.676923449,2006
336,50.676923449,2006
338,50.676923449,2006
329,50.960030746,2006
321,51.570230861,2006
327,51.570230861,2006
347,51.570230861,2006
339,50.569534291,2006
341,50.569534291,2006
323,51.747175573,2006
335,51.211306807,2006
338,51.211306807,2006
342,51.211306807,2006
321,51.517950048,2006
326,51.517950048,2006
327,51.517950048,2006
344,51.517950048,2006
334,50.603688851,2006
349,50.603688851,2006
330,51.571845569,2006
331,51.571845569,2006
332,51.571845569,2006
330,46.755957558,2006
320,50.102687874,2006
322,50.102687874,2006
325,50.360250928,2006
327,50.161379971,2006
328,50.161379971,2006
347,50.161379971,2006
328,50.194431355,2006
338,50.194431355,2006
347,50.194431355,2006
349,50.194431355,2006
334,51.234485048,2006
335,51.764107417,2006
346,51.764107417,2006
336,52.003271265,2006
337,52.003271265,2006
346,52.003271265,2006
335,50.727022147,2006
338,50.727022147,2006
347,50.727022147,2006
320,48.792570495,2006
321,48.792570495,2006
326,48.792570495,2006
320,50.896444949,2006
321,50.896444949,2006
322,50.896444949,2006
349,50.410724743,2006
325,49.802505517,2006
342,52.150675849,2006
327,50.816344086,2006
321,44.950486411,2006
335,44.950486411,2006
344,44.950486411,2006
347,44.950486411,2006
321,51.040829683,2006
327,51.040829683,2006
301,50.846974777,2006
310,54.095788978,2006
312,54.095788978,2006
301,51.410202655,2006
313,52.341856833,2006
314,52.341856833,2006
300,50.163571856,2006
301,50.163571856,2006
305,50.163571856,2006
306,52.462606506,2006
302,51.329818611,2006
303,51.329818611,2006
300,50.491149303,2006
301,50.491149303,2006
303,50.491149303,2006
311,50.491149303,2006
308,50.450475736,2006
309,50.450475736,2006
302,50.877345153,2006
300,51.141511494,2006
302,51.141511494,2006
303,51.141511494,2006
311,51.141511494,2006
399,51.141511494,2006
317,53.138552119,2006
398,53.138552119,2006
301,50.922990707,2006
302,51.519157034,2006
311,51.519157034,2006
301,52.381401985,2006
307,52.381401985,2006
300,49.119680992,2006
301,49.119680992,2006
305,49.119680992,2006
300,50.652754297,2006
302,50.652754297,2006
303,50.652754297,2006
311,50.652754297,2006
315,51.757435828,2006
300,49.547089964,2006
303,49.547089964,2006
305,49.547089964,2006
306,49.547089964,2006
311,49.547089964,2006
305,49.402040911,2006
302,51.387102391,2006
310,51.904649886,2006
316,51.042475778,2006
318,49.665535885,2006
319,49.665535885,2006
300,51.446129621,2006
302,51.446129621,2006
310,51.446129621,2006
301,49.816506212,2006
308,52.7145341,2006
309,52.7145341,2006
300,49.538166609,2006
302,49.538166609,2006
300,51.907089233,2006
306,51.907089233,2006
307,49.934945537,2006
967,49.713477928,2006
967,49.986866155,2006
968,49.986866155,2006
967,49.828025478,2006
836,49.585137939,2006
837,49.585137939,2006
832,50.671187996,2006
832,50.094050513,2006
834,50.094050513,2006
836,50.184648763,2006
838,50.346369395,2006
833,51.094107835,2006
623,51.57614436,2006
609,49.208862464,2006
618,49.208862464,2006
619,49.208862464,2006
600,51.266437308,2006
601,51.266437308,2006
602,51.266437308,2006
603,51.266437308,2006
604,51.266437308,2006
605,51.266437308,2006
606,51.266437308,2006
607,51.266437308,2006
608,51.266437308,2006
601,50.600665076,2006
605,50.600665076,2006
610,50.600665076,2006
600,50.32369434,2006
601,50.32369434,2006
604,50.32369434,2006
605,50.32369434,2006
600,49.512187712,2006
601,49.512187712,2006
605,49.512187712,2006
604,51.165093042,2006
609,51.165093042,2006
604,50.845073618,2006
605,50.845073618,2006
600,49.725695438,2006
604,51.373103967,2006
605,51.373103967,2006
613,51.373103967,2006
600,49.875629456,2006
601,49.875629456,2006
610,49.875629456,2006
617,51.66437141,2006
618,51.66437141,2006
617,52.514431566,2006
618,52.514431566,2006
619,52.514431566,2006
625,52.514431566,2006
620,51.548606687,2006
622,51.548606687,2006
614,51.926902107,2006
615,51.926902107,2006
616,51.926902107,2006
612,51.311803179,2006
620,52.342681062,2006
622,52.342681062,2006
625,51.99148426,2006
626,51.99148426,2006
627,51.99148426,2006
615,50.547262157,2006
616,50.547262157,2006
617,50.547262157,2006
626,50.547262157,2006
609,50.900037832,2006
618,50.900037832,2006
604,49.964008698,2006
605,49.964008698,2006
609,49.964008698,2006
601,50.791009184,2006
610,50.791009184,2006
611,50.791009184,2006
467,50.843900079,2006
468,50.843900079,2006
461,50.742840256,2006
472,50.742840256,2006
474,50.742840256,2006
471,51.246994757,2006
472,51.246994757,2006
460,52.295893941,2006
473,52.295893941,2006
465,50.148153757,2006
467,50.148153757,2006
471,52.248863167,2006
460,52.469745793,2006
469,52.469745793,2006
473,52.469745793,2006
460,50.877563461,2006
462,50.877563461,2006
460,50.393543428,2006
461,50.393543428,2006
462,50.393543428,2006
473,50.393543428,2006
460,49.574708088,2006
461,49.574708088,2006
462,49.574708088,2006
479,49.574708088,2006
460,51.666272189,2006
469,51.666272189,2006
461,50.41630412,2006
462,50.41630412,2006
465,49.736742399,2006
467,49.736742399,2006
469,49.736742399,2006
463,51.745440124,2006
464,51.745440124,2006
463,48.420966881,2006
465,48.420966881,2006
460,50.358797626,2006
469,50.358797626,2006
473,50.358797626,2006
460,51.408659001,2006
461,51.408659001,2006
462,51.408659001,2006
461,51.32571587,2006
472,51.32571587,2006
474,51.32571587,2006
461,50.240432494,2006
474,50.240432494,2006
463,51.128322039,2006
464,51.128322039,2006
465,51.525060185,2006
466,51.525060185,2006
460,48.140155857,2006
469,48.140155857,2006
479,48.140155857,2006
476,52.741756847,2006
477,52.741756847,2006
478,50.900406761,2006
473,52.010283822,2006
506,52.057792651,2006
507,52.057792651,2006
520,51.513249047,2006
522,50.155882004,2006
523,50.155882004,2006
524,50.155882004,2006
527,50.155882004,2006
522,51.013856618,2006
523,51.013856618,2006
524,51.013856618,2006
500,51.203997183,2006
501,51.203997183,2006
502,51.203997183,2006
503,51.203997183,2006
509,51.203997183,2006
515,51.916468997,2006
527,50.82676899,2006
528,50.82676899,2006
500,48.56946784,2006
501,48.56946784,2006
502,48.56946784,2006
510,50.817698015,2006
511,50.817698015,2006
660,49.688288754,2006
664,49.688288754,2006
665,49.688288754,2006
660,50.643758551,2006
662,50.643758551,2006
660,47.636059695,2006
661,47.636059695,2006
670,50.603213031,2006
671,50.603213031,2006
672,50.603213031,2006
675,50.603213031,2006
660,50.981800073,2006
664,50.981800073,2006
665,50.981800073,2006
666,50.981800073,2006
660,51.024056485,2006
661,51.024056485,2006
662,51.024056485,2006
410,50.489643895,2006
452,50.489643895,2006
400,50.660938079,2006
401,50.660938079,2006
402,50.660938079,2006
410,52.174613773,2006
422,49.675319829,2006
423,49.675319829,2006
424,49.675319829,2006
423,51.352910386,2006
403,50.800808009,2006
405,50.800808009,2006
400,49.320712351,2006
401,49.320712351,2006
427,49.320712351,2006
400,52.010121169,2006
401,52.010121169,2006
402,52.010121169,2006
410,50.692333017,2006
459,50.692333017,2006
403,52.6950579,2006
404,52.6950579,2006
415,51.476218965,2006
416,51.476218965,2006
421,50.301186973,2006
422,50.301186973,2006
703,49.855653157,2006
704,49.855653157,2006
707,49.855653157,2006
710,50.517386035,2006
711,50.517386035,2006
710,52.599973135,2006
711,52.599973135,2006
706,51.165702023,2006
707,51.945007027,2006
708,51.945007027,2006
705,51.513064668,2006
700,51.970623214,2006
701,51.970623214,2006
703,51.970623214,2006
705,51.39814172,2006
700,50.500245847,2006
703,50.500245847,2006
704,50.404599103,2006
707,50.404599103,2006
700,54.132272101,2006
701,54.132272101,2006
712,52.349272071,2006
714,52.349272071,2006
706,51.906667384,2006
713,51.906667384,2006
714,51.906667384,2006
705,51.891224543,2006
707,51.891224543,2006
713,51.891224543,2006
704,51.014071681,2006
704,51.639163138,2006
703,50.63558547,2006
42,51.33702767,2006
44,51.428610563,2006
47,51.428610563,2006
40,51.181363302,2006
41,51.181363302,2006
42,51.181363302,2006
42,51.376086166,2006
43,51.376086166,2006
49,51.376086166,2006
44,51.00896861,2006
47,51.00896861,2006
49,51.00896861,2006
38,51.113078049,2006
39,51.113078049,2006
40,51.113078049,2006
215,49.926542269,2006
217,49.926542269,2006
207,50.417632044,2006
210,50.417632044,2006
211,50.417632044,2006
212,50.417632044,2006
214,50.417632044,2006
210,52.498018756,2006
211,52.498018756,2006
212,52.498018756,2006
206,50.92338183,2006
207,50.92338183,2006
210,50.009397392,2006
211,50.009397392,2006
217,50.009397392,2006
219,50.995919844,2006
206,51.266237466,2006
208,51.218275933,2006
217,51.218275933,2006
210,51.137521644,2006
211,51.137521644,2006
207,50.869143923,2006
208,50.869143923,2006
210,50.869143923,2006
211,50.869143923,2006
217,50.869143923,2006
200,51.846360651,2006
202,51.846360651,2006
207,51.846360651,2006
208,51.846360651,2006
209,51.846360651,2006
210,51.846360651,2006
217,51.846360651,2006
202,52.006917742,2006
203,52.006917742,2006
204,52.006917742,2006
205,52.006917742,2006
206,52.006917742,2006
207,52.006917742,2006
209,52.006917742,2006
206,50.330790863,2006
217,49.224337034,2006
218,52.019307076,2006
212,53.450930205,2006
23,52.49403957,2006
25,52.49403957,2006
26,52.49403957,2006
10,52.408154549,2006
12,52.408154549,2006
13,52.408154549,2006
20,51.917290545,2006
23,51.917290545,2006
27,51.917290545,2006
18,51.609602722,2006
19,51.609602722,2006
55,51.609602722,2006
10,51.07850879,2006
12,51.07850879,2006
13,51.07850879,2006
10,51.935420829,2006
11,51.935420829,2006
12,51.935420829,2006
15,51.935420829,2006
10,53.427683406,2006
12,53.427683406,2006
13,53.427683406,2006
14,51.202849867,2006
15,51.202849867,2006
17,51.202849867,2006
18,51.202849867,2006
20,51.202849867,2006
21,51.202849867,2006
22,51.202849867,2006
24,51.202849867,2006
15,52.031834906,2006
17,52.031834906,2006
20,52.031834906,2006
21,52.031834906,2006
22,52.031834906,2006
23,52.031834906,2006
24,52.031834906,2006
27,52.031834906,2006
20,51.018489819,2006
21,51.018489819,2006
23,51.018489819,2006
25,51.018489819,2006
27,51.018489819,2006
19,51.660534315,2006
20,51.660534315,2006
21,51.660534315,2006
22,51.660534315,2006
24,51.660534315,2006
10,50.983322123,2006
13,50.983322123,2006
14,50.983322123,2006
15,50.983322123,2006
16,50.983322123,2006
17,50.983322123,2006
490,50.190747218,2006
493,50.190747218,2006
494,50.190747218,2006
486,52.126579943,2006
487,52.126579943,2006
490,51.426362821,2006
491,51.426362821,2006
488,51.284504062,2006
490,51.284504062,2006
492,51.284504062,2006
488,50.253901501,2006
489,50.253901501,2006
488,51.85710156,2006
489,51.85710156,2006
490,51.85710156,2006
492,51.85710156,2006
484,51.89041691,2006
485,51.89041691,2006
487,51.89041691,2006
496,50.341369244,2006
488,51.475272483,2006
489,51.475272483,2006
492,51.475272483,2006
486,51.748761737,2006
488,51.748761737,2006
493,51.748761737,2006
481,48.868179016,2006
488,48.868179016,2006
492,48.868179016,2006
490,51.447740113,2006
488,50.407323143,2006
493,50.407323143,2006
494,50.407323143,2006
495,50.407323143,2006
480,49.34994294,2006
483,49.34994294,2006
484,49.34994294,2006
487,49.34994294,2006
481,50.250022018,2006
492,50.250022018,2006
481,49.461007745,2006
483,49.461007745,2006
484,49.461007745,2006
488,49.461007745,2006
492,49.461007745,2006
480,50.825647977,2006
482,50.825647977,2006
483,50.825647977,2006
486,50.764989498,2006
488,50.764989498,2006
481,50.646628181,2006
492,50.646628181,2006
493,50.359240089,2006
494,50.359240089,2006
480,50.752519034,2006
481,50.752519034,2006
482,50.752519034,2006
483,50.752519034,2006
484,50.752519034,2006
493,50.829546204,2006
494,50.829546204,2006
495,50.829546204,2006
484,51.638390693,2006
486,51.638390693,2006
487,51.638390693,2006
488,51.638390693,2006
480,50.543019362,2006
484,50.543019362,2006
484,50.593866579,2006
486,50.593866579,2006
488,50.593866579,2006
490,50.062011187,2006
481,49.985031115,2006
492,49.985031115,2006
480,51.853206096,2006
481,51.853206096,2006
482,51.853206096,2006
483,51.853206096,2006
550,49.821256556,2006
551,49.821256556,2006
553,49.821256556,2006
554,49.821256556,2006
553,50.199326061,2006
555,50.199326061,2006
560,50.199326061,2006
550,50.540333659,2006
551,50.540333659,2006
553,50.540333659,2006
551,50.312139903,2006
553,50.312139903,2006
554,50.312139903,2006
559,50.464292726,2006
551,51.618259785,2006
554,51.618259785,2006
556,50.536296266,2006
557,50.536296266,2006
558,50.536296266,2006
566,50.536296266,2006
550,50.043516101,2006
553,50.043516101,2006
560,50.043516101,2006
553,49.805282664,2006
563,49.805282664,2006
553,49.300466356,2006
563,49.300466356,2006
550,50.015555556,2006
551,50.015555556,2006
553,49.956005471,2006
386,50.222520144,2006
394,52.901586969,2006
395,52.901586969,2006
395,50.432581818,2006
390,52.944436413,2006
391,52.944436413,2006
392,52.944436413,2006
394,50.628364873,2006
395,50.628364873,2006
391,50.424101057,2006
394,50.424101057,2006
393,52.409936917,2006
388,51.529216951,2006
390,52.273533214,2006
391,52.273533214,2006
392,52.273533214,2006
390,51.020393138,2006
391,51.020393138,2006
392,51.020393138,2006
650,51.312582165,2006
652,51.312582165,2006
644,50.620916956,2006
645,50.620916956,2006
637,51.726200412,2006
640,50.810703584,2006
641,50.810703584,2006
647,50.810703584,2006
656,50.784241427,2006
657,50.784241427,2006
640,51.636813444,2006
641,51.636813444,2006
644,51.636813444,2006
650,48.742086881,2006
651,48.742086881,2006
630,50.41222381,2006
654,50.41222381,2006
656,51.512094796,2006
657,51.512094796,2006
658,51.512094796,2006
640,51.509160069,2006
641,51.509160069,2006
649,51.509160069,2006
647,51.1195058,2006
648,51.1195058,2006
630,50.737518998,2006
636,50.737518998,2006
640,50.661561985,2006
641,50.661561985,2006
644,50.661561985,2006
633,50.657034297,2006
630,52.427761841,2006
631,52.427761841,2006
631,52.295776555,2006
594,50.262644076,2006
598,49.786670418,2006
599,49.786670418,2006
590,47.331922752,2006
597,47.331922752,2006
598,50.947079878,2006
590,51.029932061,2006
591,51.029932061,2006
680,50.599284964,2006
681,50.599284964,2006
680,49.455893088,2006
683,49.455893088,2006
684,49.455893088,2006
685,49.455893088,2006
680,50.315135624,2006
681,50.315135624,2006
890,49.195095016,2006
891,49.195095016,2006
894,49.249043963,2006
895,49.249043963,2006
897,49.249043963,2006
32,50.994275968,2006
34,50.994275968,2006
36,50.994275968,2006
32,50.95504828,2006
35,50.95504828,2006
37,50.95504828,2006
30,50.395120026,2006
31,50.395120026,2006
32,50.395120026,2006
34,50.395120026,2006
30,50.757335314,2006
31,50.757335314,2006
32,50.757335314,2006
33,50.757335314,2006
30,50.456176354,2006
31,50.456176354,2006
32,50.456176354,2006
38,50.456176354,2006
30,51.791815985,2006
32,51.791815985,2006
38,51.791815985,2006
80,51.648994919,2006
82,51.648994919,2006
83,51.648994919,2006
84,51.648994919,2006
70,51.459730077,2006
74,51.459730077,2006
75,51.459730077,2006
76,51.459730077,2006
80,50.750398889,2006
81,50.750398889,2006
82,50.750398889,2006
85,50.750398889,2006
86,50.750398889,2006
80,51.52949414,2006
81,51.52949414,2006
82,52.550038885,2006
83,52.550038885,2006
82,48.36103163,2006
83,48.36103163,2006
70,51.962037634,2006
71,51.962037634,2006
72,51.962037634,2006
74,51.962037634,2006
80,51.225929065,2006
83,51.225929065,2006
70,50.385929541,2006
73,50.385929541,2006
78,50.412515388,2006
79,50.412515388,2006
85,50.412515388,2006
88,50.412515388,2006
85,50.886413406,2006
86,50.886413406,2006
70,50.621941596,2006
77,50.621941596,2006
85,50.621941596,2006
88,50.621941596,2006
89,50.621941596,2006
77,51.074242269,2006
85,51.074242269,2006
86,51.074242269,2006
87,51.074242269,2006
70,50.677062211,2006
74,50.677062211,2006
78,50.677062211,2006
79,50.677062211,2006
77,52.356335636,2006
80,52.356335636,2006
85,52.356335636,2006
87,52.356335636,2006
70,51.295833979,2006
71,51.295833979,2006
74,51.295833979,2006
75,51.295833979,2006
80,51.436294016,2006
83,51.436294016,2006
70,50.91459841,2006
79,50.91459841,2006
85,50.91459841,2006
88,50.91459841,2006
74,50.284905857,2006
78,50.284905857,2006
70,51.399579731,2006
71,51.399579731,2006
72,51.399579731,2006
79,51.399579731,2006
88,51.399579731,2006
78,51.488022791,2006
88,51.488022791,2006
870,51.031459976,2006
871,51.031459976,2006
879,50.761264235,2006
880,50.761264235,2006
870,52.738782609,2006
873,52.738782609,2006
870,51.254262912,2006
871,51.254262912,2006
875,51.254262912,2006
870,50.21308896,2006
873,50.21308896,2006
874,50.21308896,2006
870,50.425891986,2006
875,50.425891986,2006
870,49.911584608,2006
871,49.911584608,2006
120,51.968368979,2006
121,51.968368979,2006
122,51.968368979,2006
123,51.968368979,2006
124,51.968368979,2006
104,53.211778713,2006
105,53.211778713,2006
107,53.211778713,2006
108,53.211778713,2006
137,51.82530099,2006
138,51.82530099,2006
139,51.82530099,2006
140,51.254691294,2006
141,51.254691294,2006
147,51.254691294,2006
130,50.689905592,2006
131,50.689905592,2006
148,50.689905592,2006
140,50.957098635,2006
141,50.957098635,2006
147,50.957098635,2006
148,50.32095757,2006
149,50.32095757,2006
129,48.896137088,2006
105,49.728608892,2006
125,49.728608892,2006
126,49.728608892,2006
140,51.952267769,2006
141,51.952267769,2006
142,51.952267769,2006
130,49.623678499,2006
131,49.623678499,2006
136,49.623678499,2006
112,52.818057892,2006
114,52.818057892,2006
130,50.778523299,2006
131,50.778523299,2006
133,50.778523299,2006
134,50.778523299,2006
144,51.530705097,2006
145,51.530705097,2006
146,51.530705097,2006
110,51.506794341,2006
115,51.506794341,2006
116,51.506794341,2006
117,51.506794341,2006
118,51.506794341,2006
100,52.351076365,2006
101,52.351076365,2006
102,52.351076365,2006
104,52.351076365,2006
140,52.03072225,2006
141,52.03072225,2006
143,52.03072225,2006
130,49.848260769,2006
131,49.848260769,2006
133,49.848260769,2006
134,49.848260769,2006
135,49.848260769,2006
130,52.226359909,2006
131,52.226359909,2006
132,52.226359909,2006
131,50.64061407,2006
144,50.64061407,2006
145,50.64061407,2006
109,49.866628409,2006
125,49.866628409,2006
127,49.866628409,2006
130,50.579718388,2006
131,50.579718388,2006
133,50.579718388,2006
134,50.579718388,2006
136,50.579718388,2006
105,50.248004533,2006
125,50.248004533,2006
110,51.47964127,2006
111,51.47964127,2006
113,51.47964127,2006
114,51.47964127,2006
115,51.47964127,2006
116,51.47964127,2006
120,50.782397033,2006
121,50.782397033,2006
103,51.451787581,2006
109,50.702286712,2006
129,49.501276015,2006
136,49.501276015,2006
120,50.914499729,2006
121,50.914499729,2006
123,50.914499729,2006
128,50.914499729,2006
120,51.972214836,2006
121,51.972214836,2006
123,51.972214836,2006
144,50.983346227,2006
145,50.983346227,2006
148,50.983346227,2006
5,50.710852104,2006
63,50.710852104,2006
117,50.710852104,2006
119,50.710852104,2006
109,49.200919204,2006
124,49.200919204,2006
125,49.200919204,2006
127,49.200919204,2006
130,49.706693756,2006
131,49.706693756,2006
137,49.706693756,2006
138,49.706693756,2006
148,49.706693756,2006
124,50.459117225,2006
125,50.459117225,2006
127,50.459117225,2006
128,51.414045122,2006
131,50.874699911,2006
144,50.874699911,2006
145,50.874699911,2006
104,51.779892664,2006
105,51.779892664,2006
106,51.779892664,2006
107,51.779892664,2006
108,51.779892664,2006
272,51.898556718,2006
273,51.898556718,2006
284,50.333350887,2006
287,52.332406132,2006
288,52.332406132,2006
280,49.540275834,2006
281,49.540275834,2006
286,49.540275834,2006
287,49.540275834,2006
280,50.685763611,2006
281,50.685763611,2006
282,50.685763611,2006
286,50.84104658,2006
280,50.929225407,2006
281,50.929225407,2006
286,50.929225407,2006
280,51.844510181,2006
281,51.844510181,2006
286,51.844510181,2006
285,50.615019763,2006
283,51.687955594,2006
270,51.270513838,2006
271,51.270513838,2006
272,51.270513838,2006
273,51.270513838,2006
281,51.270513838,2006
272,51.325659387,2006
275,51.325659387,2006
276,51.325659387,2006
277,51.325659387,2006
270,51.949271111,2006
271,51.949271111,2006
272,51.949271111,2006
273,51.949271111,2006
280,51.82324709,2006
281,51.82324709,2006
272,51.689182461,2006
273,51.689182461,2006
274,51.689182461,2006
