ZIP_3_DIGIT,popcount,year
327,307243,2008
347,307243,2008
339,593136,2008
341,593136,2008
323,264063,2008
335,315766,2008
338,315766,2008
342,315766,2008
321,329628,2008
326,329628,2008
327,329628,2008
344,329628,2008
334,138660,2008
349,138660,2008
330,2398245,2008
331,2398245,2008
332,2398245,2008
330,72243,2008
320,69835,2008
322,69835,2008
325,179693,2008
327,1072801,2008
328,1072801,2008
347,1072801,2008
328,263676,2008
338,263676,2008
347,263676,2008
349,263676,2008
334,1265293,2008
335,471028,2008
346,471028,2008
336,910260,2008
337,910260,2008
346,910260,2008
335,580594,2008
338,580594,2008
347,580594,2008
320,73459,2008
321,73459,2008
326,73459,2008
320,181540,2008
321,181540,2008
322,181540,2008
349,265108,2008
325,150053,2008
342,372057,2008
327,410854,2008
321,74721,2008
335,74721,2008
344,74721,2008
347,74721,2008
321,498036,2008
327,498036,2008
300,64349,2008
305,64349,2008
306,64349,2008
301,94913,2008
310,155216,2008
312,155216,2008
304,67761,2008
313,67761,2008
301,113688,2008
313,251120,2008
314,251120,2008
300,210529,2008
301,210529,2008
305,210529,2008
306,114737,2008
302,273718,2008
303,273718,2008
300,698158,2008
301,698158,2008
303,698158,2008
311,698158,2008
308,110627,2008
309,110627,2008
302,122924,2008
300,739956,2008
302,739956,2008
303,739956,2008
311,739956,2008
399,739956,2008
317,95754,2008
398,95754,2008
301,127932,2008
302,106465,2008
311,106465,2008
301,95980,2008
307,95980,2008
300,168060,2008
301,168060,2008
305,168060,2008
300,1014932,2008
302,1014932,2008
303,1014932,2008
311,1014932,2008
315,75884,2008
300,789499,2008
303,789499,2008
305,789499,2008
306,789499,2008
311,789499,2008
305,184814,2008
302,191502,2008
310,133161,2008
316,104583,2008
318,186984,2008
319,186984,2008
300,98542,2008
302,98542,2008
310,98542,2008
301,133135,2008
308,199486,2008
309,199486,2008
300,83222,2008
302,83222,2008
300,85813,2008
306,85813,2008
307,93835,2008
967,175784,2008
967,905034,2008
968,905034,2008
967,143641,2008
836,380920,2008
837,380920,2008
832,80812,2008
832,99135,2008
834,99135,2008
836,183939,2008
838,137475,2008
833,75613,2008
623,66897,2008
609,193636,2008
618,193636,2008
619,193636,2008
600,5294664,2008
601,5294664,2008
602,5294664,2008
603,5294664,2008
604,5294664,2008
605,5294664,2008
606,5294664,2008
607,5294664,2008
608,5294664,2008
601,106321,2008
605,106321,2008
610,106321,2008
600,930528,2008
601,930528,2008
604,930528,2008
605,930528,2008
600,507579,2008
601,507579,2008
605,507579,2008
604,112524,2008
609,112524,2008
604,103460,2008
605,103460,2008
600,712453,2008
604,112474,2008
605,112474,2008
613,112474,2008
600,318641,2008
601,318641,2008
610,318641,2008
617,165298,2008
618,165298,2008
617,108328,2008
618,108328,2008
619,108328,2008
625,108328,2008
620,268078,2008
622,268078,2008
614,183655,2008
615,183655,2008
616,183655,2008
612,146886,2008
620,262291,2008
622,262291,2008
625,194925,2008
626,194925,2008
627,194925,2008
615,131524,2008
616,131524,2008
617,131524,2008
626,131524,2008
609,80680,2008
618,80680,2008
604,681097,2008
605,681097,2008
609,681097,2008
601,300252,2008
610,300252,2008
611,300252,2008
467,350523,2008
468,350523,2008
461,75360,2008
472,75360,2008
474,75360,2008
471,106673,2008
472,106673,2008
460,114685,2008
473,114685,2008
465,199137,2008
467,199137,2008
471,73780,2008
460,68609,2008
469,68609,2008
473,68609,2008
460,269785,2008
462,269785,2008
460,67282,2008
461,67282,2008
462,67282,2008
473,67282,2008
460,137240,2008
461,137240,2008
462,137240,2008
479,137240,2008
460,83381,2008
469,83381,2008
461,139158,2008
462,139158,2008
465,76275,2008
467,76275,2008
469,76275,2008
463,493800,2008
464,493800,2008
463,110888,2008
465,110888,2008
460,131501,2008
469,131501,2008
473,131501,2008
460,880380,2008
461,880380,2008
462,880380,2008
461,128992,2008
472,128992,2008
474,128992,2008
461,70668,2008
474,70668,2008
463,162181,2008
464,162181,2008
465,266680,2008
466,266680,2008
460,164237,2008
469,164237,2008
479,164237,2008
476,174729,2008
477,174729,2008
478,105968,2008
473,67795,2008
506,128347,2008
507,128347,2008
520,92724,2008
522,128094,2008
523,128094,2008
524,128094,2008
527,128094,2008
522,208574,2008
523,208574,2008
524,208574,2008
500,424778,2008
501,424778,2008
502,424778,2008
503,424778,2008
509,424778,2008
515,89647,2008
527,164690,2008
528,164690,2008
500,86754,2008
501,86754,2008
502,86754,2008
510,102559,2008
511,102559,2008
660,114748,2008
664,114748,2008
665,114748,2008
660,534093,2008
662,534093,2008
660,75946,2008
661,75946,2008
664,71069,2008
665,71069,2008
669,71069,2008
674,71069,2008
670,482863,2008
671,482863,2008
672,482863,2008
675,482863,2008
660,174709,2008
664,174709,2008
665,174709,2008
666,174709,2008
660,154287,2008
661,154287,2008
662,154287,2008
410,115231,2008
452,115231,2008
400,75028,2008
401,75028,2008
402,75028,2008
410,87038,2008
422,79820,2008
423,79820,2008
424,79820,2008
423,94418,2008
403,282114,2008
405,282114,2008
400,98546,2008
401,98546,2008
427,98546,2008
400,713877,2008
401,713877,2008
402,713877,2008
410,157629,2008
459,157629,2008
420,65109,2008
403,82192,2008
404,82192,2008
415,65331,2008
416,65331,2008
421,105862,2008
422,105862,2008
703,101789,2008
704,101789,2008
707,101789,2008
710,110250,2008
711,110250,2008
710,252895,2008
711,252895,2008
706,185618,2008
707,428360,2008
708,428360,2008
705,75097,2008
700,436181,2008
701,436181,2008
703,436181,2008
705,206976,2008
700,92572,2008
703,92572,2008
704,120256,2008
707,120256,2008
700,311853,2008
701,311853,2008
712,150051,2008
714,150051,2008
706,133131,2008
713,133131,2008
714,133131,2008
705,92173,2008
707,92173,2008
713,92173,2008
704,228456,2008
704,117001,2008
703,108576,2008
42,106877,2008
44,71676,2008
47,71676,2008
40,276047,2008
41,276047,2008
42,276047,2008
42,120959,2008
43,120959,2008
49,120959,2008
44,148651,2008
47,148651,2008
49,148651,2008
38,201686,2008
39,201686,2008
40,201686,2008
215,72238,2008
217,72238,2008
207,512790,2008
210,512790,2008
211,512790,2008
212,512790,2008
214,512790,2008
210,785618,2008
211,785618,2008
212,785618,2008
206,88698,2008
207,88698,2008
210,169353,2008
211,169353,2008
217,169353,2008
219,99926,2008
206,140764,2008
208,225721,2008
217,225721,2008
210,240351,2008
211,240351,2008
207,274995,2008
208,274995,2008
210,274995,2008
211,274995,2008
217,274995,2008
200,950680,2008
202,950680,2008
207,950680,2008
208,950680,2008
209,950680,2008
210,950680,2008
217,950680,2008
202,820852,2008
203,820852,2008
204,820852,2008
205,820852,2008
206,820852,2008
207,820852,2008
209,820852,2008
206,101578,2008
217,145384,2008
218,94046,2008
212,636919,2008
23,221049,2008
25,221049,2008
26,221049,2008
10,129395,2008
12,129395,2008
13,129395,2008
20,545823,2008
23,545823,2008
27,545823,2008
18,736457,2008
19,736457,2008
55,736457,2008
10,71735,2008
12,71735,2008
13,71735,2008
10,460840,2008
11,460840,2008
12,460840,2008
15,460840,2008
10,154983,2008
12,154983,2008
13,154983,2008
14,1482478,2008
15,1482478,2008
17,1482478,2008
18,1482478,2008
20,1482478,2008
21,1482478,2008
22,1482478,2008
24,1482478,2008
15,659909,2008
17,659909,2008
20,659909,2008
21,659909,2008
22,659909,2008
23,659909,2008
24,659909,2008
27,659909,2008
20,492066,2008
21,492066,2008
23,492066,2008
25,492066,2008
27,492066,2008
19,732684,2008
20,732684,2008
21,732684,2008
22,732684,2008
24,732684,2008
10,783806,2008
13,783806,2008
14,783806,2008
15,783806,2008
16,783806,2008
17,783806,2008
490,112975,2008
493,112975,2008
494,112975,2008
486,107495,2008
487,107495,2008
490,159481,2008
491,159481,2008
488,135861,2008
490,135861,2008
492,135861,2008
488,69726,2008
489,69726,2008
488,106781,2008
489,106781,2008
490,106781,2008
492,106781,2008
484,428790,2008
485,428790,2008
487,428790,2008
496,86071,2008
488,277528,2008
489,277528,2008
492,277528,2008
486,66778,2008
488,66778,2008
493,66778,2008
481,160180,2008
488,160180,2008
492,160180,2008
490,245912,2008
488,605213,2008
493,605213,2008
494,605213,2008
495,605213,2008
480,90875,2008
483,90875,2008
484,90875,2008
487,90875,2008
481,100801,2008
492,100801,2008
481,182575,2008
483,182575,2008
484,182575,2008
488,182575,2008
492,182575,2008
480,830663,2008
482,830663,2008
483,830663,2008
498,65492,2008
486,82605,2008
488,82605,2008
481,152949,2008
492,152949,2008
493,174344,2008
494,174344,2008
480,1202174,2008
481,1202174,2008
482,1202174,2008
483,1202174,2008
484,1202174,2008
493,260364,2008
494,260364,2008
495,260364,2008
484,200745,2008
486,200745,2008
487,200745,2008
488,200745,2008
480,168894,2008
484,168894,2008
484,70880,2008
486,70880,2008
488,70880,2008
490,77801,2008
481,347376,2008
492,347376,2008
480,1949929,2008
481,1949929,2008
482,1949929,2008
483,1949929,2008
550,327090,2008
551,327090,2008
553,327090,2008
554,327090,2008
553,90043,2008
555,90043,2008
560,90043,2008
550,392755,2008
551,392755,2008
553,392755,2008
551,1140988,2008
553,1140988,2008
554,1140988,2008
559,141360,2008
551,501428,2008
554,501428,2008
556,196864,2008
557,196864,2008
558,196864,2008
566,196864,2008
550,128937,2008
553,128937,2008
560,128937,2008
553,87660,2008
563,87660,2008
553,147076,2008
563,147076,2008
550,229173,2008
551,229173,2008
553,119701,2008
386,154748,2008
394,79425,2008
395,79425,2008
395,178460,2008
390,247650,2008
391,247650,2008
392,247650,2008
394,130694,2008
395,130694,2008
391,67764,2008
394,67764,2008
393,78180,2008
388,81139,2008
390,91369,2008
391,91369,2008
392,91369,2008
390,140901,2008
391,140901,2008
392,140901,2008
650,154365,2008
652,154365,2008
644,89408,2008
645,89408,2008
637,73243,2008
640,98429,2008
641,98429,2008
647,98429,2008
656,75479,2008
657,75479,2008
640,215707,2008
641,215707,2008
644,215707,2008
650,74313,2008
651,74313,2008
630,100898,2008
654,100898,2008
656,266944,2008
657,266944,2008
658,266944,2008
640,668417,2008
641,668417,2008
649,668417,2008
647,116813,2008
648,116813,2008
630,217679,2008
636,217679,2008
640,85896,2008
641,85896,2008
644,85896,2008
633,349407,2008
630,991830,2008
631,991830,2008
631,354361,2008
594,82026,2008
598,88473,2008
599,88473,2008
590,91791,2008
597,91791,2008
598,107320,2008
590,142348,2008
591,142348,2008
680,502032,2008
681,502032,2008
680,278728,2008
683,278728,2008
684,278728,2008
685,278728,2008
680,150467,2008
681,150467,2008
890,1865746,2008
891,1865746,2008
894,410443,2008
895,410443,2008
897,410443,2008
32,77170,2008
34,77170,2008
36,77170,2008
32,85921,2008
35,85921,2008
37,85921,2008
30,402042,2008
31,402042,2008
32,402042,2008
34,402042,2008
30,148161,2008
31,148161,2008
32,148161,2008
33,148161,2008
30,297350,2008
31,297350,2008
32,297350,2008
38,297350,2008
30,121914,2008
32,121914,2008
38,121914,2008
80,270681,2008
82,270681,2008
83,270681,2008
84,270681,2008
70,894840,2008
74,894840,2008
75,894840,2008
76,894840,2008
80,445475,2008
81,445475,2008
82,445475,2008
85,445475,2008
86,445475,2008
80,517234,2008
81,517234,2008
82,95838,2008
83,95838,2008
82,156830,2008
83,156830,2008
70,770675,2008
71,770675,2008
72,770675,2008
74,770675,2008
80,287860,2008
83,287860,2008
70,595419,2008
73,595419,2008
78,129031,2008
79,129031,2008
85,129031,2008
88,129031,2008
85,364883,2008
86,364883,2008
70,789102,2008
77,789102,2008
85,789102,2008
88,789102,2008
89,789102,2008
77,642448,2008
85,642448,2008
86,642448,2008
87,642448,2008
70,487548,2008
74,487548,2008
78,487548,2008
79,487548,2008
77,569111,2008
80,569111,2008
85,569111,2008
87,569111,2008
70,490948,2008
71,490948,2008
74,490948,2008
75,490948,2008
80,66141,2008
83,66141,2008
70,324563,2008
79,324563,2008
85,324563,2008
88,324563,2008
74,150909,2008
78,150909,2008
70,523249,2008
71,523249,2008
72,523249,2008
79,523249,2008
88,523249,2008
78,109876,2008
88,109876,2008
870,635139,2008
871,635139,2008
879,201603,2008
880,201603,2008
870,70724,2008
873,70724,2008
870,122298,2008
871,122298,2008
875,122298,2008
870,122500,2008
873,122500,2008
874,122500,2008
870,143937,2008
875,143937,2008
870,67893,2008
871,67893,2008
120,298130,2008
121,298130,2008
122,298130,2008
123,298130,2008
124,298130,2008
104,1391903,2008
105,1391903,2008
107,1391903,2008
108,1391903,2008
137,195018,2008
138,195018,2008
139,195018,2008
140,79688,2008
141,79688,2008
147,79688,2008
130,79823,2008
131,79823,2008
148,79823,2008
140,133789,2008
141,133789,2008
147,133789,2008
148,87813,2008
149,87813,2008
129,81947,2008
105,292878,2008
125,292878,2008
126,292878,2008
140,909845,2008
141,909845,2008
142,909845,2008
130,118046,2008
131,118046,2008
136,118046,2008
112,2556598,2008
114,2556598,2008
130,69766,2008
131,69766,2008
133,69766,2008
134,69766,2008
144,732762,2008
145,732762,2008
146,732762,2008
110,1351625,2008
115,1351625,2008
116,1351625,2008
117,1351625,2008
118,1351625,2008
100,1634795,2008
101,1634795,2008
102,1634795,2008
104,1634795,2008
140,214464,2008
141,214464,2008
143,214464,2008
130,231590,2008
131,231590,2008
133,231590,2008
134,231590,2008
135,231590,2008
130,452633,2008
131,452633,2008
132,452633,2008
131,104475,2008
144,104475,2008
145,104475,2008
109,379647,2008
125,379647,2008
127,379647,2008
130,121395,2008
131,121395,2008
133,121395,2008
134,121395,2008
136,121395,2008
105,99244,2008
125,99244,2008
110,2293007,2008
111,2293007,2008
113,2293007,2008
114,2293007,2008
115,2293007,2008
116,2293007,2008
120,155261,2008
121,155261,2008
103,487407,2008
109,298545,2008
129,109701,2008
136,109701,2008
120,217191,2008
121,217191,2008
123,217191,2008
128,217191,2008
120,151427,2008
121,151427,2008
123,151427,2008
144,96573,2008
145,96573,2008
148,96573,2008
5,1512224,2008
63,1512224,2008
117,1512224,2008
119,1512224,2008
109,76189,2008
124,76189,2008
125,76189,2008
127,76189,2008
130,101136,2008
131,101136,2008
137,101136,2008
138,101136,2008
148,101136,2008
124,181670,2008
125,181670,2008
127,181670,2008
128,65971,2008
131,91564,2008
144,91564,2008
145,91564,2008
104,953943,2008
105,953943,2008
106,953943,2008
107,953943,2008
108,953943,2008
272,148053,2008
273,148053,2008
284,103160,2008
287,229047,2008
288,229047,2008
280,89361,2008
281,89361,2008
286,89361,2008
287,89361,2008
280,168740,2008
281,168740,2008
282,168740,2008
286,80059,2008
280,157079,2008
281,157079,2008
286,157079,2008
280,99015,2008
281,99015,2008
286,99015,2008
285,96892,2008
283,312696,2008
270,158166,2008
271,158166,2008
272,158166,2008
273,158166,2008
281,158166,2008
272,262715,2008
275,262715,2008
276,262715,2008
277,262715,2008
270,343028,2008
271,343028,2008
272,343028,2008
273,343028,2008
280,206679,2008
281,206679,2008
272,472216,2008
273,472216,2008
274,472216,2008
273,112030,2008
275,112030,2008
283,112030,2008
287,102367,2008
270,155359,2008
280,155359,2008
281,155359,2008
286,155359,2008
275,163428,2008
276,163428,2008
278,163428,2008
283,163428,2008
280,74746,2008
281,74746,2008
286,74746,2008
280,890515,2008
281,890515,2008
282,890515,2008
272,85608,2008
273,85608,2008
283,85608,2008
275,93674,2008
278,93674,2008
284,192538,2008
284,165938,2008
285,165938,2008
272,126532,2008
273,126532,2008
275,126532,2008
277,126532,2008
278,156081,2008
285,156081,2008
272,141186,2008
273,141186,2008
283,129123,2008
270,92282,2008
272,92282,2008
273,92282,2008
270,139225,2008
280,139225,2008
281,139225,2008
286,139225,2008
270,72468,2008
286,72468,2008
280,193255,2008
281,193255,2008
282,193255,2008
275,866410,2008
276,866410,2008
277,866410,2008
275,113671,2008
278,113671,2008
283,113671,2008
285,113671,2008
270,66655,2008
286,66655,2008
275,77527,2008
278,77527,2008
584,78689,2008
585,78689,2008
580,139918,2008
581,139918,2008
582,66585,2008
458,105168,2008
440,100648,2008
444,100648,2008
437,67975,2008
439,67975,2008
450,360765,2008
452,360765,2008
453,360765,2008
430,139859,2008
431,139859,2008
453,139859,2008
455,139859,2008
451,195385,2008
452,195385,2008
439,107873,2008
444,107873,2008
446,107873,2008
440,1283925,2008
441,1283925,2008
442,1283925,2008
430,165026,2008
432,165026,2008
433,165026,2008
434,77062,2008
440,77062,2008
448,77062,2008
430,142223,2008
431,142223,2008
430,1129067,2008
431,1129067,2008
432,1129067,2008
440,94753,2008
442,94753,2008
444,94753,2008
431,159190,2008
450,159190,2008
451,159190,2008
453,159190,2008
454,159190,2008
450,851494,2008
451,851494,2008
452,851494,2008
433,74273,2008
435,74273,2008
448,74273,2008
458,74273,2008
439,68526,2008
440,234030,2008
441,234030,2008
430,157721,2008
431,157721,2008
437,157721,2008
438,157721,2008
440,304373,2008
442,304373,2008
448,304373,2008
434,440456,2008
435,440456,2008
436,440456,2008
444,237978,2008
445,237978,2008
446,237978,2008
433,65768,2008
448,65768,2008
440,171210,2008
442,171210,2008
443,171210,2008
448,171210,2008
453,101085,2008
454,101085,2008
450,534626,2008
453,534626,2008
454,534626,2008
430,85087,2008
437,85087,2008
438,85087,2008
442,155991,2008
443,155991,2008
444,155991,2008
446,155991,2008
430,124999,2008
448,124999,2008
449,124999,2008
431,76073,2008
451,76073,2008
456,76073,2008
456,76587,2008
442,379214,2008
446,379214,2008
447,379214,2008
440,542562,2008
441,542562,2008
442,542562,2008
443,542562,2008
446,542562,2008
447,542562,2008
440,211317,2008
442,211317,2008
444,211317,2008
445,211317,2008
437,91348,2008
438,91348,2008
446,91348,2008
450,207353,2008
451,207353,2008
452,207353,2008
453,207353,2008
454,207353,2008
442,113812,2008
446,113812,2008
448,113812,2008
434,125340,2008
435,125340,2008
436,125340,2008
448,125340,2008
458,125340,2008
730,106079,2008
731,106079,2008
737,106079,2008
730,239760,2008
731,239760,2008
748,239760,2008
730,111772,2008
735,111772,2008
740,69822,2008
741,69822,2008
744,69822,2008
744,71278,2008
730,706617,2008
731,706617,2008
748,706617,2008
730,78280,2008
740,78280,2008
748,78280,2008
730,69616,2008
748,69616,2008
740,84300,2008
741,84300,2008
743,84300,2008
740,591982,2008
741,591982,2008
740,68960,2008
741,68960,2008
743,68960,2008
744,68960,2008
973,81859,2008
974,81859,2008
970,380576,2008
971,380576,2008
972,380576,2008
973,380576,2008
977,158456,2008
974,104059,2008
977,104059,2008
974,201138,2008
975,201138,2008
974,81618,2008
975,81618,2008
976,64854,2008
977,64854,2008
973,346560,2008
974,346560,2008
973,115348,2008
974,115348,2008
970,314606,2008
971,314606,2008
973,314606,2008
970,714567,2008
971,714567,2008
972,714567,2008
971,77074,2008
973,77074,2008
978,73526,2008
970,529216,2008
971,529216,2008
972,529216,2008
971,98168,2008
973,98168,2008
170,101119,2008
172,101119,2008
173,101119,2008
150,1215103,2008
151,1215103,2008
152,1215103,2008
153,1215103,2008
156,1215103,2008
160,1215103,2008
156,68790,2008
157,68790,2008
160,68790,2008
162,68790,2008
150,172476,2008
151,172476,2008
160,172476,2008
161,172476,2008
170,403595,2008
175,403595,2008
180,403595,2008
194,403595,2008
195,403595,2008
196,403595,2008
159,125174,2008
166,125174,2008
180,621643,2008
189,621643,2008
190,621643,2008
191,621643,2008
194,621643,2008
150,182902,2008
160,182902,2008
161,182902,2008
162,182902,2008
163,182902,2008
157,144319,2008
159,144319,2008
166,144319,2008
166,144779,2008
168,144779,2008
175,491489,2008
190,491489,2008
193,491489,2008
194,491489,2008
195,491489,2008
157,82896,2008
158,82896,2008
166,82896,2008
168,82896,2008
177,65004,2008
178,65004,2008
179,65004,2008
186,65004,2008
161,88411,2008
163,88411,2008
164,88411,2008
170,229361,2008
172,229361,2008
173,229361,2008
170,256562,2008
171,256562,2008
179,256562,2008
190,553619,2008
191,553619,2008
193,553619,2008
164,279175,2008
165,279175,2008
150,143925,2008
154,143925,2008
155,143925,2008
156,143925,2008
170,143495,2008
172,143495,2008
156,87479,2008
157,87479,2008
159,87479,2008
162,87479,2008
184,209408,2008
185,209408,2008
186,209408,2008
170,502370,2008
173,502370,2008
175,502370,2008
176,502370,2008
193,502370,2008
195,502370,2008
160,90272,2008
161,90272,2008
170,128934,2008
175,128934,2008
179,128934,2008
195,128934,2008
180,339989,2008
181,339989,2008
189,339989,2008
195,339989,2008
178,311983,2008
182,311983,2008
186,311983,2008
187,311983,2008
169,116670,2008
177,116670,2008
178,116670,2008
160,116652,2008
161,116652,2008
163,116652,2008
180,165058,2008
182,165058,2008
183,165058,2008
184,165058,2008
186,165058,2008
180,778048,2008
189,778048,2008
190,778048,2008
191,778048,2008
193,778048,2008
194,778048,2008
195,778048,2008
180,294787,2008
181,294787,2008
183,294787,2008
170,91091,2008
177,91091,2008
178,91091,2008
190,1447395,2008
191,1447395,2008
179,147254,2008
182,147254,2008
195,147254,2008
154,77454,2008
155,77454,2008
156,77454,2008
159,77454,2008
150,206407,2008
151,206407,2008
152,206407,2008
153,206407,2008
154,206407,2008
150,361589,2008
151,361589,2008
152,361589,2008
154,361589,2008
155,361589,2008
156,361589,2008
157,361589,2008
159,361589,2008
162,361589,2008
170,424583,2008
173,424583,2008
174,424583,2008
28,168058,2008
29,168058,2008
28,80478,2008
28,626150,2008
29,626150,2008
28,126264,2008
290,154071,2008
291,154071,2008
298,154071,2008
296,182825,2008
299,150415,2008
290,169327,2008
294,169327,2008
294,348046,2008
290,67031,2008
291,67031,2008
295,67031,2008
290,127133,2008
294,127133,2008
291,132800,2008
295,132800,2008
293,438119,2008
296,438119,2008
291,68549,2008
296,68549,2008
298,68549,2008
295,257380,2008
290,75913,2008
297,75913,2008
290,69681,2008
291,69681,2008
293,69681,2008
296,69681,2008
290,248518,2008
291,248518,2008
292,248518,2008
296,71274,2008
290,90336,2008
291,90336,2008
294,90336,2008
296,116915,2008
290,364001,2008
291,364001,2008
292,364001,2008
293,280738,2008
296,280738,2008
290,104148,2008
291,104148,2008
297,217448,2008
570,179180,2008
571,179180,2008
577,98533,2008
377,74169,2008
378,74169,2008
379,74169,2008
377,121511,2008
378,121511,2008
379,121511,2008
373,96472,2008
370,626144,2008
371,626144,2008
372,626144,2008
376,66911,2008
377,66911,2008
378,66911,2008
373,332848,2008
374,332848,2008
377,430019,2008
378,430019,2008
379,430019,2008
380,96376,2008
383,96376,2008
370,81938,2008
371,81938,2008
384,81938,2008
370,154756,2008
371,154756,2008
422,154756,2008
385,71160,2008
370,249270,2008
371,249270,2008
377,84835,2008
378,84835,2008
379,84835,2008
375,906825,2008
380,906825,2008
381,906825,2008
376,153900,2008
378,153900,2008
370,155474,2008
371,155474,2008
376,118639,2008
370,171452,2008
371,171452,2008
372,171452,2008
384,171452,2008
370,109803,2008
371,109803,2008
759,83038,2008
786,71776,2008
789,71776,2008
765,285084,2008
780,1622899,2008
781,1622899,2008
782,1622899,2008
755,92283,2008
774,301044,2008
775,301044,2008
778,175122,2008
785,392736,2008
750,762010,2008
751,762010,2008
752,762010,2008
753,762010,2008
754,762010,2008
780,109635,2008
781,109635,2008
782,109635,2008
786,109635,2008
765,72654,2008
766,72654,2008
750,2412827,2008
751,2412827,2008
752,2412827,2008
753,2412827,2008
760,2412827,2008
750,636557,2008
752,636557,2008
760,636557,2008
761,636557,2008
762,636557,2008
797,131941,2008
751,148186,2008
760,148186,2008
766,148186,2008
798,742062,2008
799,742062,2008
770,532141,2008
774,532141,2008
775,532141,2008
775,288239,2008
776,288239,2008
750,118804,2008
754,118804,2008
762,118804,2008
756,117528,2008
781,117172,2008
786,117172,2008
770,3984349,2008
772,3984349,2008
773,3984349,2008
774,3984349,2008
775,3984349,2008
781,149476,2008
786,149476,2008
787,149476,2008
751,78814,2008
757,78814,2008
758,78814,2008
785,726604,2008
751,82805,2008
754,82805,2008
776,243090,2008
777,243090,2008
760,153630,2008
751,100527,2008
754,100527,2008
773,75333,2008
775,75333,2008
793,264418,2008
794,264418,2008
765,230213,2008
766,230213,2008
767,230213,2008
797,129494,2008
773,429953,2008
774,429953,2008
778,429953,2008
783,322077,2008
784,322077,2008
776,83022,2008
760,111776,2008
761,111776,2008
764,111776,2008
790,120918,2008
791,120918,2008
790,114546,2008
791,114546,2008
750,77633,2008
751,77633,2008
783,68399,2008
751,201277,2008
756,201277,2008
757,201277,2008
750,1750091,2008
752,1750091,2008
760,1750091,2008
761,1750091,2008
762,1750091,2008
795,126791,2008
796,126791,2008
768,107864,2008
769,107864,2008
733,998543,2008
765,998543,2008
786,998543,2008
787,998543,2008
779,86755,2008
780,236941,2008
783,236941,2008
763,127321,2008
765,394193,2008
786,394193,2008
787,394193,2008
843,112616,2008
840,295332,2008
843,295332,2008
844,295332,2008
840,1022651,2008
841,1022651,2008
840,530837,2008
846,530837,2008
847,137589,2008
840,227487,2008
842,227487,2008
843,227487,2008
844,227487,2008
54,152782,2008
56,152782,2008
229,94075,2008
245,94075,2008
203,209969,2008
204,209969,2008
205,209969,2008
220,209969,2008
221,209969,2008
222,209969,2008
228,70634,2008
229,70634,2008
244,70634,2008
240,65805,2008
241,65805,2008
245,65805,2008
231,303469,2008
232,303469,2008
238,303469,2008
200,1015302,2008
201,1015302,2008
202,1015302,2008
220,1015302,2008
221,1015302,2008
222,1015302,2008
223,1015302,2008
201,66408,2008
224,66408,2008
225,66408,2008
226,66408,2008
227,66408,2008
226,73898,2008
225,99716,2008
230,99716,2008
231,99716,2008
230,292599,2008
231,292599,2008
232,292599,2008
201,289995,2008
220,289995,2008
240,89967,2008
241,89967,2008
243,89967,2008
201,364734,2008
220,364734,2008
221,364734,2008
240,90867,2008
241,90867,2008
228,74394,2008
244,74394,2008
224,120031,2008
225,120031,2008
229,120031,2008
230,120031,2008
231,120031,2008
221,121736,2008
224,121736,2008
225,121736,2008
227,121736,2008
222,143885,2008
223,143885,2008
233,220111,2008
234,220111,2008
237,220111,2008
236,145494,2008
245,73839,2008
236,179614,2008
234,234220,2008
235,234220,2008
233,100577,2008
237,100577,2008
231,202002,2008
232,202002,2008
240,92967,2008
241,92967,2008
233,82302,2008
234,82302,2008
233,433746,2008
234,433746,2008
989,163058,2008
993,163058,2008
988,71540,2008
983,71021,2008
986,424733,2008
985,101254,2008
986,101254,2008
993,72783,2008
988,84697,2008
991,84697,2008
993,84697,2008
985,71342,2008
982,81424,2008
980,1875519,2008
981,1875519,2008
982,1875519,2008
983,1875519,2008
984,1875519,2008
980,239769,2008
981,239769,2008
983,239769,2008
985,239769,2008
983,74132,2008
985,74132,2008
980,785639,2008
983,785639,2008
984,785639,2008
985,785639,2008
982,118000,2008
980,683655,2008
982,683655,2008
990,462677,2008
991,462677,2008
992,462677,2008
985,245181,2008
982,196529,2008
989,234564,2008
993,234564,2008
254,102044,2008
255,94631,2008
257,94631,2008
263,68853,2008
264,68853,2008
265,68853,2008
250,191018,2008
251,191018,2008
252,191018,2008
253,191018,2008
255,191018,2008
263,88221,2008
265,88221,2008
250,79357,2008
251,79357,2008
252,79357,2008
258,79357,2008
259,79357,2008
261,86204,2008
541,245018,2008
542,245018,2008
543,245018,2008
535,482705,2008
537,482705,2008
539,482705,2008
530,87912,2008
535,87912,2008
539,87912,2008
547,98286,2008
530,99453,2008
539,99453,2008
549,99453,2008
530,80792,2008
531,80792,2008
535,80792,2008
531,164465,2008
534,164465,2008
546,112627,2008
530,80641,2008
541,80641,2008
542,80641,2008
544,130962,2008
530,953328,2008
531,953328,2008
532,953328,2008
541,174993,2008
543,174993,2008
549,174993,2008
530,85874,2008
532,85874,2008
544,68744,2008
549,68744,2008
531,199510,2008
534,199510,2008
531,160213,2008
535,160213,2008
540,82487,2008
547,82487,2008
530,114561,2008
531,100749,2008
535,100749,2008
530,129477,2008
530,380629,2008
531,380629,2008
532,380629,2008
549,162111,2008
544,73756,2008
546,73756,2008
820,87542,2008
826,73129,2008
364,179878,2009
365,179878,2009
350,114081,2009
359,114081,2009
362,114081,2009
350,81778,2009
351,81778,2009
355,81778,2009
356,81778,2009
