ZIP_3_DIGIT,pct_lsHS,year
617,15.892053973,2006
626,15.892053973,2006
609,23.3,2006
618,23.3,2006
604,13.406703352,2006
605,13.406703352,2006
609,13.406703352,2006
601,18.572141787,2006
610,18.572141787,2006
611,18.572141787,2006
467,15.292353823,2006
468,15.292353823,2006
461,18,2006
472,18,2006
474,18,2006
471,22.061030515,2006
472,22.061030515,2006
460,12.993503248,2006
473,12.993503248,2006
465,24.262131066,2006
467,24.262131066,2006
471,12.656328164,2006
460,14.65,2006
469,14.65,2006
473,14.65,2006
460,9,2006
462,9,2006
460,11.6,2006
461,11.6,2006
462,11.6,2006
473,11.6,2006
479,11.6,2006
460,22.05,2006
469,22.05,2006
461,16.75837919,2006
462,16.75837919,2006
465,20.2,2006
467,20.2,2006
469,20.2,2006
463,18.990504748,2006
464,18.990504748,2006
463,21.939030485,2006
465,21.939030485,2006
460,20.729270729,2006
469,20.729270729,2006
473,20.729270729,2006
460,20.85,2006
461,20.85,2006
462,20.85,2006
461,6.2,2006
472,6.2,2006
474,6.2,2006
461,19.91991992,2006
474,19.91991992,2006
463,12.393803098,2006
464,12.393803098,2006
465,14.557278639,2006
466,14.557278639,2006
460,8.454227114,2006
469,8.454227114,2006
479,8.454227114,2006
476,14.892553723,2006
477,14.892553723,2006
478,16.35817909,2006
473,19.75,2006
506,12.793603198,2006
507,12.793603198,2006
520,12.443778111,2006
522,3.9,2006
523,3.9,2006
524,3.9,2006
527,3.9,2006
522,9.395302349,2006
523,9.395302349,2006
524,9.395302349,2006
500,11.794102949,2006
501,11.794102949,2006
502,11.794102949,2006
503,11.794102949,2006
509,11.794102949,2006
515,15.707853927,2006
527,15.334665335,2006
528,15.334665335,2006
500,4,2006
501,4,2006
502,4,2006
510,16.7,2006
511,16.7,2006
660,4.55,2006
664,4.55,2006
665,4.55,2006
660,7.796101949,2006
662,7.796101949,2006
660,15.05,2006
661,15.05,2006
670,15.042478761,2006
671,15.042478761,2006
672,15.042478761,2006
675,15.042478761,2006
660,12.393803098,2006
664,12.393803098,2006
665,12.393803098,2006
666,12.393803098,2006
660,23.75,2006
661,23.75,2006
662,23.75,2006
410,9.45,2006
452,9.45,2006
400,15.292353823,2006
401,15.292353823,2006
402,15.292353823,2006
410,16.65,2006
422,17,2006
423,17,2006
424,17,2006
423,14.564564565,2006
403,10.45,2006
405,10.45,2006
400,16.708354177,2006
401,16.708354177,2006
427,16.708354177,2006
400,16.55827914,2006
401,16.55827914,2006
402,16.55827914,2006
410,14.15,2006
459,14.15,2006
403,10.455227614,2006
404,10.455227614,2006
415,22.85,2006
416,22.85,2006
421,11.355677839,2006
422,11.355677839,2006
703,28.335832084,2006
704,28.335832084,2006
707,28.335832084,2006
710,16.908454227,2006
711,16.908454227,2006
710,22.611305653,2006
711,22.611305653,2006
706,22.061030515,2006
707,15.45,2006
708,15.45,2006
705,26.136931534,2006
700,20.660330165,2006
701,20.660330165,2006
703,20.660330165,2006
705,15.815815816,2006
700,30.484757621,2006
703,30.484757621,2006
704,27.986006997,2006
707,27.986006997,2006
700,16.35,2006
701,16.35,2006
712,19.820269596,2006
714,19.820269596,2006
706,23.126873127,2006
713,23.126873127,2006
714,23.126873127,2006
705,29.4,2006
707,29.4,2006
713,29.4,2006
704,16.44177911,2006
704,26.463231616,2006
703,30.6,2006
42,15.657828914,2006
44,14,2006
47,14,2006
40,12,2006
41,12,2006
42,12,2006
42,14.9,2006
43,14.9,2006
49,14.9,2006
44,10.944527736,2006
47,10.944527736,2006
49,10.944527736,2006
38,15.957978989,2006
39,15.957978989,2006
40,15.957978989,2006
215,13.25,2006
217,13.25,2006
207,13.05,2006
210,13.05,2006
211,13.05,2006
212,13.05,2006
214,13.05,2006
210,11.15,2006
211,11.15,2006
212,11.15,2006
206,9.595202399,2006
207,9.595202399,2006
210,11.255627814,2006
211,11.255627814,2006
217,11.255627814,2006
219,20.16008004,2006
206,10,2006
208,10.1,2006
217,10.1,2006
210,9.845077461,2006
211,9.845077461,2006
207,8.854427214,2006
208,8.854427214,2006
210,8.854427214,2006
211,8.854427214,2006
217,8.854427214,2006
200,10.655327664,2006
202,10.655327664,2006
207,10.655327664,2006
208,10.655327664,2006
209,10.655327664,2006
210,10.655327664,2006
217,10.655327664,2006
202,14.6,2006
203,14.6,2006
204,14.6,2006
205,14.6,2006
206,14.6,2006
207,14.6,2006
209,14.6,2006
206,14.435564436,2006
217,22.16108054,2006
218,13.556778389,2006
212,23.15,2006
23,12.6,2006
25,12.6,2006
26,12.6,2006
10,12.343828086,2006
12,12.343828086,2006
13,12.343828086,2006
20,17.791104448,2006
23,17.791104448,2006
27,17.791104448,2006
18,14.442778611,2006
19,14.442778611,2006
55,14.442778611,2006
10,10.6,2006
12,10.6,2006
13,10.6,2006
10,17.732267732,2006
11,17.732267732,2006
12,17.732267732,2006
15,17.732267732,2006
10,5.947026487,2006
12,5.947026487,2006
13,5.947026487,2006
14,8.854427214,2006
15,8.854427214,2006
17,8.854427214,2006
18,8.854427214,2006
20,8.854427214,2006
21,8.854427214,2006
22,8.854427214,2006
24,8.854427214,2006
15,8.7,2006
17,8.7,2006
20,8.7,2006
21,8.7,2006
22,8.7,2006
23,8.7,2006
24,8.7,2006
27,8.7,2006
20,13.35,2006
21,13.35,2006
23,13.35,2006
25,13.35,2006
27,13.35,2006
19,16.116116116,2006
20,16.116116116,2006
21,16.116116116,2006
22,16.116116116,2006
24,16.116116116,2006
10,12.643678161,2006
13,12.643678161,2006
14,12.643678161,2006
15,12.643678161,2006
16,12.643678161,2006
17,12.643678161,2006
490,15.95,2006
493,15.95,2006
494,15.95,2006
486,16.04197901,2006
487,16.04197901,2006
490,19,2006
491,19,2006
488,21.589205397,2006
490,21.589205397,2006
492,21.589205397,2006
488,9.295352324,2006
489,9.295352324,2006
488,11.138861139,2006
489,11.138861139,2006
490,11.138861139,2006
492,11.138861139,2006
484,17.791104448,2006
485,17.791104448,2006
487,17.791104448,2006
496,10.5,2006
488,8.295852074,2006
489,8.295852074,2006
492,8.295852074,2006
486,9.15,2006
488,9.15,2006
493,9.15,2006
481,18.859429715,2006
488,18.859429715,2006
492,18.859429715,2006
490,10.005002501,2006
488,14.657328664,2006
493,14.657328664,2006
494,14.657328664,2006
495,14.657328664,2006
480,13.15,2006
483,13.15,2006
484,13.15,2006
487,13.15,2006
481,16.95,2006
492,16.95,2006
481,10.905452726,2006
483,10.905452726,2006
484,10.905452726,2006
488,10.905452726,2006
492,10.905452726,2006
480,14.75,2006
482,14.75,2006
483,14.75,2006
486,11.255627814,2006
488,11.255627814,2006
481,15.1,2006
492,15.1,2006
493,18.709354677,2006
494,18.709354677,2006
480,10.755377689,2006
481,10.755377689,2006
482,10.755377689,2006
483,10.755377689,2006
484,10.755377689,2006
493,10,2006
494,10,2006
495,10,2006
484,19.65,2006
486,19.65,2006
487,19.65,2006
488,19.65,2006
480,14.264264264,2006
484,14.264264264,2006
484,11.794102949,2006
486,11.794102949,2006
488,11.794102949,2006
490,22.588705647,2006
481,6.553276638,2006
492,6.553276638,2006
480,20.860430215,2006
481,20.860430215,2006
482,20.860430215,2006
483,20.860430215,2006
550,12.63105342,2006
551,12.63105342,2006
553,12.63105342,2006
554,12.63105342,2006
553,7.4,2006
555,7.4,2006
560,7.4,2006
550,8.795602199,2006
551,8.795602199,2006
553,8.795602199,2006
551,10.355177589,2006
553,10.355177589,2006
554,10.355177589,2006
559,9.504752376,2006
551,12.05,2006
554,12.05,2006
556,9.045477261,2006
557,9.045477261,2006
558,9.045477261,2006
566,9.045477261,2006
550,12.05,2006
553,12.05,2006
560,12.05,2006
553,12.256128064,2006
563,12.256128064,2006
553,8.191808192,2006
563,8.191808192,2006
550,11.605802901,2006
551,11.605802901,2006
553,9.754877439,2006
386,24.312156078,2006
394,12.743628186,2006
395,12.743628186,2006
395,19.25,2006
390,16.658329165,2006
391,16.658329165,2006
392,16.658329165,2006
394,21.03948026,2006
395,21.03948026,2006
391,23.75,2006
394,23.75,2006
393,19.75,2006
388,27.2,2006
390,17.908954477,2006
391,17.908954477,2006
392,17.908954477,2006
390,19.8,2006
391,19.8,2006
392,19.8,2006
650,6.95,2006
652,6.95,2006
644,17.15,2006
645,17.15,2006
637,11.4,2006
640,11.105552776,2006
641,11.105552776,2006
647,11.105552776,2006
656,10.9,2006
657,10.9,2006
640,12,2006
641,12,2006
644,12,2006
650,13.35,2006
651,13.35,2006
630,19.940029985,2006
654,19.940029985,2006
656,12.156078039,2006
657,12.156078039,2006
658,12.156078039,2006
640,16.316316316,2006
641,16.316316316,2006
649,16.316316316,2006
647,22.05,2006
648,22.05,2006
630,20.85,2006
636,20.85,2006
640,9.254627314,2006
641,9.254627314,2006
644,9.254627314,2006
633,12.337662338,2006
630,12.787212787,2006
631,12.787212787,2006
631,21.921921922,2006
594,12.4,2006
598,14.05,2006
599,14.05,2006
590,5.6,2006
597,5.6,2006
598,8.145927036,2006
590,14.9,2006
591,14.9,2006
680,15.142428786,2006
681,15.142428786,2006
680,5.802901451,2006
683,5.802901451,2006
684,5.802901451,2006
685,5.802901451,2006
680,9.8,2006
681,9.8,2006
890,20.010005003,2006
891,20.010005003,2006
894,16.55,2006
895,16.55,2006
897,16.55,2006
32,12.1,2006
34,12.1,2006
36,12.1,2006
32,7.996001999,2006
35,7.996001999,2006
37,7.996001999,2006
30,13.9,2006
31,13.9,2006
32,13.9,2006
34,13.9,2006
30,11.5,2006
31,11.5,2006
32,11.5,2006
33,11.5,2006
30,11.644177911,2006
31,11.644177911,2006
32,11.644177911,2006
38,11.644177911,2006
30,11.9,2006
32,11.9,2006
38,11.9,2006
80,13.55,2006
82,13.55,2006
83,13.55,2006
84,13.55,2006
70,8.741258741,2006
74,8.741258741,2006
75,8.741258741,2006
76,8.741258741,2006
80,12.756378189,2006
81,12.756378189,2006
82,12.756378189,2006
85,12.756378189,2006
86,12.756378189,2006
80,17.15,2006
81,17.15,2006
82,19.55,2006
83,19.55,2006
82,29.020979021,2006
83,29.020979021,2006
70,20.3,2006
71,20.3,2006
72,20.3,2006
74,20.3,2006
80,9.895052474,2006
83,9.895052474,2006
70,19.3,2006
73,19.3,2006
78,13.4,2006
79,13.4,2006
85,13.4,2006
88,13.4,2006
85,13.906953477,2006
86,13.906953477,2006
70,13.143428286,2006
77,13.143428286,2006
85,13.143428286,2006
88,13.143428286,2006
89,13.143428286,2006
77,11.5,2006
85,11.5,2006
86,11.5,2006
87,11.5,2006
70,8.75,2006
74,8.75,2006
78,8.75,2006
79,8.75,2006
77,14.15,2006
80,14.15,2006
85,14.15,2006
87,14.15,2006
70,18.940529735,2006
71,18.940529735,2006
74,18.940529735,2006
75,18.940529735,2006
80,14.257128564,2006
83,14.257128564,2006
70,11.55,2006
79,11.55,2006
85,11.55,2006
88,11.55,2006
74,10.244877561,2006
78,10.244877561,2006
70,18.35,2006
71,18.35,2006
72,18.35,2006
79,18.35,2006
88,18.35,2006
78,12.9,2006
88,12.9,2006
870,16.95847924,2006
871,16.95847924,2006
879,24.587706147,2006
880,24.587706147,2006
870,30.484757621,2006
873,30.484757621,2006
870,14.65,2006
871,14.65,2006
875,14.65,2006
870,28.135932034,2006
873,28.135932034,2006
874,28.135932034,2006
870,18.6,2006
875,18.6,2006
870,28.75,2006
871,28.75,2006
120,8.75,2006
121,8.75,2006
122,8.75,2006
123,8.75,2006
124,8.75,2006
104,31.284357821,2006
105,31.284357821,2006
107,31.284357821,2006
108,31.284357821,2006
137,12.506253127,2006
138,12.506253127,2006
139,12.506253127,2006
140,12.193903048,2006
141,12.193903048,2006
147,12.193903048,2006
130,22.627372627,2006
131,22.627372627,2006
148,22.627372627,2006
140,14.935064935,2006
141,14.935064935,2006
147,14.935064935,2006
148,13.006503252,2006
149,13.006503252,2006
129,11.95,2006
105,14.4,2006
125,14.4,2006
126,14.4,2006
140,12.106053027,2006
141,12.106053027,2006
142,12.106053027,2006
130,14.957478739,2006
131,14.957478739,2006
136,14.957478739,2006
112,22.35,2006
114,22.35,2006
130,9.15,2006
131,9.15,2006
133,9.15,2006
134,9.15,2006
144,12.3,2006
145,12.3,2006
146,12.3,2006
110,10.25,2006
115,10.25,2006
116,10.25,2006
117,10.25,2006
118,10.25,2006
100,16.45,2006
101,16.45,2006
102,16.45,2006
104,16.45,2006
140,14.092953523,2006
141,14.092953523,2006
143,14.092953523,2006
130,15.107553777,2006
131,15.107553777,2006
133,15.107553777,2006
134,15.107553777,2006
135,15.107553777,2006
130,12.25,2006
131,12.25,2006
132,12.25,2006
131,10.694652674,2006
144,10.694652674,2006
145,10.694652674,2006
109,14.85,2006
125,14.85,2006
127,14.85,2006
130,13.529705442,2006
131,13.529705442,2006
133,13.529705442,2006
134,13.529705442,2006
136,13.529705442,2006
105,14.05,2006
125,14.05,2006
110,19.8,2006
111,19.8,2006
113,19.8,2006
114,19.8,2006
115,19.8,2006
116,19.8,2006
120,14.142928536,2006
121,14.142928536,2006
103,14.3,2006
109,13.443278361,2006
129,12.45,2006
136,12.45,2006
120,10.894552724,2006
121,10.894552724,2006
123,10.894552724,2006
128,10.894552724,2006
120,12.493753123,2006
121,12.493753123,2006
123,12.493753123,2006
144,15.192403798,2006
145,15.192403798,2006
148,15.192403798,2006
5,11.75,2006
63,11.75,2006
117,11.75,2006
119,11.75,2006
109,20.05,2006
124,20.05,2006
125,20.05,2006
127,20.05,2006
130,4.752376188,2006
131,4.752376188,2006
137,4.752376188,2006
138,4.752376188,2006
148,4.752376188,2006
124,12.643678161,2006
125,12.643678161,2006
127,12.643678161,2006
128,16.75837919,2006
131,18.25,2006
144,18.25,2006
145,18.25,2006
104,12.1,2006
105,12.1,2006
106,12.1,2006
107,12.1,2006
108,12.1,2006
272,21.43928036,2006
273,21.43928036,2006
284,26.536731634,2006
287,15.05,2006
288,15.05,2006
280,27.563781891,2006
281,27.563781891,2006
286,27.563781891,2006
287,27.563781891,2006
280,18.290854573,2006
281,18.290854573,2006
282,18.290854573,2006
286,31.934032984,2006
280,22.088955522,2006
281,22.088955522,2006
286,22.088955522,2006
280,25.362681341,2006
281,25.362681341,2006
286,25.362681341,2006
285,13.1,2006
283,12.05,2006
270,19.4,2006
271,19.4,2006
272,19.4,2006
273,19.4,2006
281,19.4,2006
272,16.95,2006
275,16.95,2006
276,16.95,2006
277,16.95,2006
270,17.632367632,2006
271,17.632367632,2006
272,17.632367632,2006
273,17.632367632,2006
280,23.83808096,2006
281,23.83808096,2006
272,14.342828586,2006
273,14.342828586,2006
274,14.342828586,2006
273,20.889555222,2006
275,20.889555222,2006
283,20.889555222,2006
287,21.121121121,2006
270,15.35,2006
280,15.35,2006
281,15.35,2006
286,15.35,2006
275,24.212106053,2006
276,24.212106053,2006
278,24.212106053,2006
283,24.212106053,2006
280,24.025974026,2006
281,24.025974026,2006
286,24.025974026,2006
280,14.25,2006
281,14.25,2006
282,14.25,2006
272,13.3,2006
273,13.3,2006
283,13.3,2006
275,18.75937969,2006
278,18.75937969,2006
284,11.85,2006
284,8.4,2006
285,8.4,2006
272,7.5,2006
273,7.5,2006
275,7.5,2006
277,7.5,2006
278,13.293353323,2006
285,13.293353323,2006
272,21.25,2006
273,21.25,2006
283,33.616808404,2006
270,25.912956478,2006
272,25.912956478,2006
273,25.912956478,2006
270,21.871871872,2006
280,21.871871872,2006
281,21.871871872,2006
286,21.871871872,2006
270,25.512756378,2006
286,25.512756378,2006
280,16.75837919,2006
281,16.75837919,2006
282,16.75837919,2006
275,11.605802901,2006
276,11.605802901,2006
277,11.605802901,2006
275,18.618618619,2006
278,18.618618619,2006
283,18.618618619,2006
285,18.618618619,2006
270,26.863431716,2006
286,26.863431716,2006
275,24.25,2006
278,24.25,2006
584,8.354177089,2006
585,8.354177089,2006
580,4.75,2006
581,4.75,2006
582,7.45,2006
458,14.407203602,2006
440,20.5,2006
444,20.5,2006
437,13.643178411,2006
439,13.643178411,2006
450,11.05,2006
452,11.05,2006
453,11.05,2006
430,15.842078961,2006
431,15.842078961,2006
453,15.842078961,2006
455,15.842078961,2006
451,18.9,2006
452,18.9,2006
439,18.1,2006
444,18.1,2006
446,18.1,2006
440,16.966966967,2006
441,16.966966967,2006
442,16.966966967,2006
430,8.754377189,2006
432,8.754377189,2006
433,8.754377189,2006
434,14.114114114,2006
440,14.114114114,2006
448,14.114114114,2006
430,12.962962963,2006
431,12.962962963,2006
430,13.356678339,2006
431,13.356678339,2006
432,13.356678339,2006
440,22.111055528,2006
442,22.111055528,2006
444,22.111055528,2006
431,9.704852426,2006
450,9.704852426,2006
451,9.704852426,2006
453,9.704852426,2006
454,9.704852426,2006
450,15.292353823,2006
451,15.292353823,2006
452,15.292353823,2006
433,8.554277139,2006
435,8.554277139,2006
448,8.554277139,2006
458,8.554277139,2006
439,10.744627686,2006
440,10.455227614,2006
441,10.455227614,2006
430,15.5,2006
431,15.5,2006
437,15.5,2006
438,15.5,2006
440,15.4,2006
442,15.4,2006
