ZIP_3_DIGIT,pct_nhwhite,year
920,50.325790016,2006
921,50.325790016,2006
925,50.325790016,2006
926,50.325790016,2006
940,43.26040459,2006
941,43.26040459,2006
952,38.595367069,2006
953,38.595367069,2006
956,38.595367069,2006
934,71.947662305,2006
940,45.265714001,2006
941,45.265714001,2006
943,45.265714001,2006
944,45.265714001,2006
930,52.0896637,2006
931,52.0896637,2006
932,52.0896637,2006
934,52.0896637,2006
940,37.933134336,2006
943,37.933134336,2006
945,37.933134336,2006
950,37.933134336,2006
951,37.933134336,2006
940,62.155196651,2006
950,62.155196651,2006
960,81.639291292,2006
945,42.415991858,2006
956,42.415991858,2006
945,67.730261022,2006
949,67.730261022,2006
954,67.730261022,2006
952,49.368886507,2006
953,49.368886507,2006
956,53.573548743,2006
958,53.573548743,2006
959,53.573548743,2006
932,36.851391697,2006
936,36.851391697,2006
902,51.696343095,2006
913,51.696343095,2006
930,51.696343095,2006
932,51.696343095,2006
956,52.851699183,2006
957,52.851699183,2006
959,52.851699183,2006
956,58.415974992,2006
959,58.415974992,2006
800,55.631250595,2006
801,55.631250595,2006
802,55.631250595,2006
806,55.631250595,2006
807,55.631250595,2006
800,65.284485698,2006
801,65.284485698,2006
802,65.284485698,2006
800,78.926219054,2006
803,78.926219054,2006
804,78.926219054,2006
805,78.926219054,2006
800,48.893503628,2006
801,48.893503628,2006
802,48.893503628,2006
800,85.029351648,2006
801,85.029351648,2006
804,85.029351648,2006
801,72.375844746,2006
808,72.375844746,2006
809,72.375844746,2006
810,72.375844746,2006
800,80.188023462,2006
801,80.188023462,2006
802,80.188023462,2006
803,80.188023462,2006
804,80.188023462,2006
805,84.187671575,2006
806,84.187671575,2006
815,84.263238427,2006
816,84.263238427,2006
808,56.328336994,2006
810,56.328336994,2006
812,56.328336994,2006
805,68.483325108,2006
806,68.483325108,2006
807,68.483325108,2006
64,69.121160795,2006
66,69.121160795,2006
67,69.121160795,2006
68,69.121160795,2006
69,69.121160795,2006
60,68.939146827,2006
61,68.939146827,2006
64,68.939146827,2006
67,68.939146827,2006
60,69.965320971,2006
64,69.965320971,2006
65,69.965320971,2006
67,69.965320971,2006
62,80.626464422,2006
63,80.626464422,2006
64,80.626464422,2006
199,68.061130693,2006
197,64.646329439,2006
198,64.646329439,2006
199,64.646329439,2006
200,31.140912037,2006
202,31.140912037,2006
203,31.140912037,2006
204,31.140912037,2006
205,31.140912037,2006
320,65.950881694,2006
326,65.950881694,2006
324,79.169052732,2006
327,79.478878581,2006
328,79.478878581,2006
329,79.478878581,2006
330,47.584189108,2006
331,47.584189108,2006
333,47.584189108,2006
334,47.584189108,2006
320,78.74830096,2006
321,78.74830096,2006
322,78.74830096,2006
326,78.74830096,2006
341,66.805216283,2006
320,58.437861682,2006
322,58.437861682,2006
325,66.527917749,2006
335,84.097322493,2006
344,84.097322493,2006
346,84.097322493,2006
335,56.970785612,2006
336,56.970785612,2006
338,56.970785612,2006
321,77.815813928,2006
327,77.815813928,2006
347,77.815813928,2006
339,73.901207923,2006
341,73.901207923,2006
323,60.926881324,2006
335,75.889681691,2006
338,75.889681691,2006
342,75.889681691,2006
321,76.94899712,2006
326,76.94899712,2006
327,76.94899712,2006
344,76.94899712,2006
330,17.886701141,2006
331,17.886701141,2006
332,17.886701141,2006
327,49.019190854,2006
328,49.019190854,2006
347,49.019190854,2006
328,46.232426377,2006
338,46.232426377,2006
347,46.232426377,2006
349,46.232426377,2006
334,63.400850057,2006
335,83.23890255,2006
346,83.23890255,2006
336,77.894908595,2006
337,77.894908595,2006
346,77.894908595,2006
335,67.79140727,2006
338,67.79140727,2006
347,67.79140727,2006
349,65.937957077,2006
342,86.13098869,2006
327,68.557834417,2006
321,77.066244611,2006
327,77.066244611,2006
300,59.711273445,2006
301,59.711273445,2006
303,59.711273445,2006
311,59.711273445,2006
300,30.22309506,2006
302,30.22309506,2006
303,30.22309506,2006
311,30.22309506,2006
399,30.22309506,2006
301,57.713334327,2006
300,43.736913603,2006
302,43.736913603,2006
303,43.736913603,2006
311,43.736913603,2006
300,51.697595579,2006
303,51.697595579,2006
305,51.697595579,2006
306,51.697595579,2006
311,51.697595579,2006
318,45.528878162,2006
319,45.528878162,2006
308,40.352109828,2006
309,40.352109828,2006
967,27.831141202,2006
967,17.756245655,2006
968,17.756245655,2006
967,29.093341935,2006
836,87.108829311,2006
837,87.108829311,2006
832,87.47734139,2006
836,74.763489341,2006
609,73.58212685,2006
618,73.58212685,2006
619,73.58212685,2006
600,44.380677729,2006
601,44.380677729,2006
602,44.380677729,2006
603,44.380677729,2006
604,44.380677729,2006
605,44.380677729,2006
606,44.380677729,2006
607,44.380677729,2006
608,44.380677729,2006
600,72.069926242,2006
601,72.069926242,2006
604,72.069926242,2006
605,72.069926242,2006
600,62.261535773,2006
601,62.261535773,2006
605,62.261535773,2006
600,66.951586282,2006
620,87.082988078,2006
622,87.082988078,2006
612,77.650969085,2006
620,64.329489192,2006
622,64.329489192,2006
604,69.776601564,2006
605,69.776601564,2006
609,69.776601564,2006
601,74.739528388,2006
610,74.739528388,2006
611,74.739528388,2006
467,77.813446568,2006
468,77.813446568,2006
463,57.477927263,2006
464,57.477927263,2006
460,63.316058758,2006
461,63.316058758,2006
462,63.316058758,2006
461,86.486681701,2006
472,86.486681701,2006
474,86.486681701,2006
465,76.830846613,2006
466,76.830846613,2006
500,82.43083511,2006
501,82.43083511,2006
502,82.43083511,2006
503,82.43083511,2006
509,82.43083511,2006
660,83.679957585,2006
662,83.679957585,2006
660,80.898087822,2006
661,80.898087822,2006
670,71.817753747,2006
671,71.817753747,2006
672,71.817753747,2006
675,71.817753747,2006
660,76.868568436,2006
664,76.868568436,2006
665,76.868568436,2006
666,76.868568436,2006
660,46.492858448,2006
661,46.492858448,2006
662,46.492858448,2006
422,68.204117389,2006
423,68.204117389,2006
424,68.204117389,2006
400,73.118084247,2006
401,73.118084247,2006
402,73.118084247,2006
707,48.20584029,2006
708,48.20584029,2006
700,60.076653047,2006
701,60.076653047,2006
703,60.076653047,2006
704,81.627179258,2006
207,74.899780536,2006
210,74.899780536,2006
211,74.899780536,2006
212,74.899780536,2006
214,74.899780536,2006
210,66.4612686,2006
211,66.4612686,2006
212,66.4612686,2006
210,80.368025777,2006
211,80.368025777,2006
207,63.980307454,2006
208,63.980307454,2006
210,63.980307454,2006
211,63.980307454,2006
217,63.980307454,2006
200,54.031730075,2006
202,54.031730075,2006
207,54.031730075,2006
208,54.031730075,2006
209,54.031730075,2006
210,54.031730075,2006
217,54.031730075,2006
202,17.672110861,2006
203,17.672110861,2006
204,17.672110861,2006
205,17.672110861,2006
206,17.672110861,2006
207,17.672110861,2006
209,17.672110861,2006
212,29.431671705,2006
20,85.453896477,2006
23,85.453896477,2006
27,85.453896477,2006
18,78.73979683,2006
19,78.73979683,2006
55,78.73979683,2006
10,70.760837606,2006
11,70.760837606,2006
12,70.760837606,2006
15,70.760837606,2006
14,79.245426609,2006
15,79.245426609,2006
17,79.245426609,2006
18,79.245426609,2006
20,79.245426609,2006
21,79.245426609,2006
22,79.245426609,2006
24,79.245426609,2006
15,82.946740138,2006
17,82.946740138,2006
20,82.946740138,2006
21,82.946740138,2006
22,82.946740138,2006
23,82.946740138,2006
24,82.946740138,2006
27,82.946740138,2006
20,84.807916065,2006
21,84.807916065,2006
23,84.807916065,2006
25,84.807916065,2006
27,84.807916065,2006
19,50.842121742,2006
20,50.842121742,2006
21,50.842121742,2006
22,50.842121742,2006
24,50.842121742,2006
10,82.737153826,2006
13,82.737153826,2006
14,82.737153826,2006
15,82.737153826,2006
16,82.737153826,2006
17,82.737153826,2006
488,80.631610478,2006
490,80.631610478,2006
492,80.631610478,2006
484,73.352217647,2006
485,73.352217647,2006
487,73.352217647,2006
488,73.806998192,2006
489,73.806998192,2006
492,73.806998192,2006
486,86.96820421,2006
488,86.96820421,2006
493,86.96820421,2006
481,85.338571703,2006
488,85.338571703,2006
492,85.338571703,2006
490,80.715991039,2006
488,76.469960762,2006
493,76.469960762,2006
494,76.469960762,2006
495,76.469960762,2006
481,86.953972724,2006
492,86.953972724,2006
480,85.807621903,2006
482,85.807621903,2006
483,85.807621903,2006
493,77.923785971,2006
494,77.923785971,2006
480,77.057568325,2006
481,77.057568325,2006
482,77.057568325,2006
483,77.057568325,2006
484,77.057568325,2006
493,85.967703688,2006
494,85.967703688,2006
495,85.967703688,2006
484,70.315906998,2006
486,70.315906998,2006
487,70.315906998,2006
488,70.315906998,2006
480,91.846999179,2006
484,91.846999179,2006
481,72.219252553,2006
492,72.219252553,2006
480,49.048639769,2006
481,49.048639769,2006
482,49.048639769,2006
483,49.048639769,2006
550,86.040146807,2006
551,86.040146807,2006
553,86.040146807,2006
554,86.040146807,2006
550,84.457835301,2006
551,84.457835301,2006
553,84.457835301,2006
551,73.533337172,2006
553,73.533337172,2006
554,73.533337172,2006
551,71.425786999,2006
554,71.425786999,2006
550,86.518469802,2006
551,86.518469802,2006
640,65.085126635,2006
641,65.085126635,2006
649,65.085126635,2006
633,90.128172159,2006
630,71.118786234,2006
631,71.118786234,2006
590,87.217975611,2006
591,87.217975611,2006
680,73.311440914,2006
681,73.311440914,2006
680,85.993543228,2006
683,85.993543228,2006
684,85.993543228,2006
685,85.993543228,2006
680,84.640330189,2006
681,84.640330189,2006
890,51.772685092,2006
891,51.772685092,2006
894,67.268080807,2006
895,67.268080807,2006
897,67.268080807,2006
30,88.975580424,2006
31,88.975580424,2006
32,88.975580424,2006
34,88.975580424,2006
80,60.929780071,2006
82,60.929780071,2006
83,60.929780071,2006
84,60.929780071,2006
70,65.01840819,2006
74,65.01840819,2006
75,65.01840819,2006
76,65.01840819,2006
80,71.13821581,2006
81,71.13821581,2006
82,71.13821581,2006
85,71.13821581,2006
86,71.13821581,2006
80,62.808360025,2006
81,62.808360025,2006
82,53.723992104,2006
83,53.723992104,2006
70,35.19835912,2006
71,35.19835912,2006
72,35.19835912,2006
74,35.19835912,2006
80,82.014028932,2006
83,82.014028932,2006
70,33.541585965,2006
73,33.541585965,2006
85,58.093880828,2006
86,58.093880828,2006
70,53.5436906,2006
77,53.5436906,2006
85,53.5436906,2006
88,53.5436906,2006
89,53.5436906,2006
77,77.609294291,2006
85,77.609294291,2006
86,77.609294291,2006
87,77.609294291,2006
70,76.813546199,2006
74,76.813546199,2006
78,76.813546199,2006
79,76.813546199,2006
77,87.010024209,2006
80,87.010024209,2006
85,87.010024209,2006
87,87.010024209,2006
70,47.926186221,2006
71,47.926186221,2006
74,47.926186221,2006
75,47.926186221,2006
70,65.975036423,2006
79,65.975036423,2006
85,65.975036423,2006
88,65.975036423,2006
70,47.927016024,2006
71,47.927016024,2006
72,47.927016024,2006
79,47.927016024,2006
88,47.927016024,2006
870,43.78064311,2006
871,43.78064311,2006
879,30.299178374,2006
880,30.299178374,2006
870,49.299191375,2006
871,49.299191375,2006
875,49.299191375,2006
870,42.490252916,2006
873,42.490252916,2006
874,42.490252916,2006
870,44.465309075,2006
875,44.465309075,2006
120,78.123297862,2006
121,78.123297862,2006
122,78.123297862,2006
123,78.123297862,2006
124,78.123297862,2006
104,12.762501957,2006
105,12.762501957,2006
107,12.762501957,2006
108,12.762501957,2006
130,91.037821924,2006
131,91.037821924,2006
148,91.037821924,2006
148,86.759941575,2006
149,86.759941575,2006
105,75.255074253,2006
125,75.255074253,2006
126,75.255074253,2006
140,79.05292563,2006
141,79.05292563,2006
142,79.05292563,2006
112,35.457501821,2006
114,35.457501821,2006
144,74.947137874,2006
145,74.947137874,2006
146,74.947137874,2006
110,68.646408426,2006
115,68.646408426,2006
116,68.646408426,2006
117,68.646408426,2006
118,68.646408426,2006
100,47.219115473,2006
101,47.219115473,2006
102,47.219115473,2006
104,47.219115473,2006
130,86.41264427,2006
131,86.41264427,2006
133,86.41264427,2006
134,86.41264427,2006
135,86.41264427,2006
130,80.383361921,2006
131,80.383361921,2006
132,80.383361921,2006
109,69.950316854,2006
125,69.950316854,2006
127,69.950316854,2006
110,30.351797442,2006
111,30.351797442,2006
113,30.351797442,2006
114,30.351797442,2006
115,30.351797442,2006
116,30.351797442,2006
120,85.843277171,2006
121,85.843277171,2006
103,66.210066508,2006
109,68.031159668,2006
129,92.437753329,2006
136,92.437753329,2006
120,92.619503923,2006
121,92.619503923,2006
123,92.619503923,2006
128,92.619503923,2006
120,79.734567535,2006
121,79.734567535,2006
123,79.734567535,2006
5,74.561929136,2006
63,74.561929136,2006
117,74.561929136,2006
119,74.561929136,2006
124,82.665479851,2006
125,82.665479851,2006
127,82.665479851,2006
104,60.140871204,2006
105,60.140871204,2006
106,60.140871204,2006
107,60.140871204,2006
108,60.140871204,2006
283,49.857242746,2006
272,44.756980187,2006
275,44.756980187,2006
276,44.756980187,2006
277,44.756980187,2006
270,61.753169998,2006
271,61.753169998,2006
272,61.753169998,2006
273,61.753169998,2006
272,58.260989329,2006
273,58.260989329,2006
274,58.260989329,2006
280,54.838899109,2006
281,54.838899109,2006
282,54.838899109,2006
284,77.467912394,2006
284,69.223744292,2006
285,69.223744292,2006
272,72.1351548,2006
273,72.1351548,2006
275,72.1351548,2006
277,72.1351548,2006
280,75.971090492,2006
281,75.971090492,2006
282,75.971090492,2006
275,64.646805585,2006
276,64.646805585,2006
277,64.646805585,2006
430,85.226125092,2006
431,85.226125092,2006
453,85.226125092,2006
455,85.226125092,2006
440,62.977068516,2006
441,62.977068516,2006
442,62.977068516,2006
430,69.612951297,2006
431,69.612951297,2006
432,69.612951297,2006
450,68.906439521,2006
451,68.906439521,2006
452,68.906439521,2006
440,80.689145839,2006
442,80.689145839,2006
448,80.689145839,2006
434,72.986690328,2006
435,72.986690328,2006
436,72.986690328,2006
444,78.223244476,2006
445,78.223244476,2006
446,78.223244476,2006
450,73.57165081,2006
453,73.57165081,2006
454,73.57165081,2006
440,80.52700545,2006
441,80.52700545,2006
442,80.52700545,2006
443,80.52700545,2006
446,80.52700545,2006
447,80.52700545,2006
434,91.582766658,2006
435,91.582766658,2006
436,91.582766658,2006
448,91.582766658,2006
458,91.582766658,2006
730,75.668550064,2006
731,75.668550064,2006
748,75.668550064,2006
730,59.023763648,2006
735,59.023763648,2006
730,60.936865913,2006
731,60.936865913,2006
748,60.936865913,2006
730,72.566335163,2006
748,72.566335163,2006
740,66.082521975,2006
741,66.082521975,2006
970,83.945640548,2006
971,83.945640548,2006
972,83.945640548,2006
973,83.945640548,2006
974,84.564363449,2006
975,84.564363449,2006
973,84.695265998,2006
974,84.695265998,2006
970,70.803926136,2006
971,70.803926136,2006
973,70.803926136,2006
970,72.494601731,2006
971,72.494601731,2006
972,72.494601731,2006
971,80.894694008,2006
973,80.894694008,2006
970,70.837525199,2006
971,70.837525199,2006
972,70.837525199,2006
150,80.885321275,2006
151,80.885321275,2006
152,80.885321275,2006
153,80.885321275,2006
156,80.885321275,2006
160,80.885321275,2006
170,80.437820445,2006
175,80.437820445,2006
180,80.437820445,2006
194,80.437820445,2006
195,80.437820445,2006
196,80.437820445,2006
180,88.421664213,2006
189,88.421664213,2006
190,88.421664213,2006
191,88.421664213,2006
194,88.421664213,2006
175,84.445926118,2006
190,84.445926118,2006
193,84.445926118,2006
194,84.445926118,2006
195,84.445926118,2006
170,72.397176098,2006
171,72.397176098,2006
179,72.397176098,2006
190,73.684163695,2006
191,73.684163695,2006
193,73.684163695,2006
164,87.57105925,2006
165,87.57105925,2006
184,92.967746202,2006
185,92.967746202,2006
186,92.967746202,2006
170,86.79124654,2006
173,86.79124654,2006
175,86.79124654,2006
176,86.79124654,2006
193,86.79124654,2006
195,86.79124654,2006
180,76.550820797,2006
181,76.550820797,2006
189,76.550820797,2006
195,76.550820797,2006
178,92.309011676,2006
182,92.309011676,2006
186,92.309011676,2006
187,92.309011676,2006
180,81.280056846,2006
189,81.280056846,2006
190,81.280056846,2006
191,81.280056846,2006
193,81.280056846,2006
194,81.280056846,2006
195,81.280056846,2006
180,83.546823376,2006
181,83.546823376,2006
183,83.546823376,2006
190,38.339754888,2006
191,38.339754888,2006
170,88.568069978,2006
173,88.568069978,2006
174,88.568069978,2006
28,68.400892628,2006
29,68.400892628,2006
28,91.631330568,2006
294,61.270286277,2006
293,71.686155685,2006
296,71.686155685,2006
290,45.635969104,2006
291,45.635969104,2006
292,45.635969104,2006
570,88.082347396,2006
571,88.082347396,2006
370,60.231044287,2006
371,60.231044287,2006
372,60.231044287,2006
377,84.897920107,2006
378,84.897920107,2006
379,84.897920107,2006
370,69.288222023,2006
371,69.288222023,2006
422,69.288222023,2006
370,78.104208295,2006
371,78.104208295,2006
375,41.048787391,2006
380,41.048787391,2006
381,41.048787391,2006
765,52.617533264,2006
780,32.21177638,2006
781,32.21177638,2006
782,32.21177638,2006
774,57.982964718,2006
775,57.982964718,2006
778,61.441102056,2006
750,66.9320117,2006
751,66.9320117,2006
752,66.9320117,2006
753,66.9320117,2006
754,66.9320117,2006
750,35.609418429,2006
751,35.609418429,2006
752,35.609418429,2006
753,35.609418429,2006
760,35.609418429,2006
750,67.742823985,2006
752,67.742823985,2006
760,67.742823985,2006
761,67.742823985,2006
762,67.742823985,2006
797,44.949095198,2006
798,14.030287184,2006
799,14.030287184,2006
770,39.163941522,2006
774,39.163941522,2006
775,39.163941522,2006
775,60.423189824,2006
776,60.423189824,2006
770,36.451651204,2006
772,36.451651204,2006
773,36.451651204,2006
774,36.451651204,2006
775,36.451651204,2006
781,61.553624159,2006
786,61.553624159,2006
787,61.553624159,2006
785,8.790114464,2006
776,47.888035941,2006
777,47.888035941,2006
760,77.945174595,2006
793,59.174520511,2006
794,59.174520511,2006
765,60.852706401,2006
766,60.852706401,2006
767,60.852706401,2006
773,75.592957546,2006
774,75.592957546,2006
778,75.592957546,2006
783,34.129485079,2006
784,34.129485079,2006
790,52.711413558,2006
791,52.711413558,2006
750,54.746830769,2006
752,54.746830769,2006
760,54.746830769,2006
761,54.746830769,2006
762,54.746830769,2006
795,68.324706476,2006
796,68.324706476,2006
768,59.269746219,2006
769,59.269746219,2006
733,51.330704992,2006
765,51.330704992,2006
786,51.330704992,2006
787,51.330704992,2006
779,49.936036551,2006
763,69.729147672,2006
765,66.589285368,2006
786,66.589285368,2006
787,66.589285368,2006
840,86.734429143,2006
843,86.734429143,2006
844,86.734429143,2006
840,76.1101203,2006
841,76.1101203,2006
840,85.536013098,2006
846,85.536013098,2006
847,87.551058589,2006
203,64.028150764,2006
204,64.028150764,2006
205,64.028150764,2006
220,64.028150764,2006
221,64.028150764,2006
222,64.028150764,2006
231,68.777348435,2006
232,68.777348435,2006
238,68.777348435,2006
200,58.963287774,2006
201,58.963287774,2006
202,58.963287774,2006
220,58.963287774,2006
221,58.963287774,2006
222,58.963287774,2006
223,58.963287774,2006
230,61.62237111,2006
231,61.62237111,2006
232,61.62237111,2006
201,66.559380863,2006
220,66.559380863,2006
201,51.072576589,2006
220,51.072576589,2006
221,51.072576589,2006
233,61.579459507,2006
234,61.579459507,2006
237,61.579459507,2006
236,46.838267305,2006
234,44.959566651,2006
235,44.959566651,2006
231,37.878166131,2006
232,37.878166131,2006
233,65.151849647,2006
234,65.151849647,2006
989,77.634106145,2006
993,77.634106145,2006
986,82.253704846,2006
980,67.272151926,2006
981,67.272151926,2006
982,67.272151926,2006
983,67.272151926,2006
984,67.272151926,2006
980,79.222088836,2006
981,79.222088836,2006
983,79.222088836,2006
985,79.222088836,2006
980,71.500923061,2006
983,71.500923061,2006
984,71.500923061,2006
985,71.500923061,2006
980,77.02240608,2006
982,77.02240608,2006
990,86.441594107,2006
991,86.441594107,2006
992,86.441594107,2006
985,79.889973514,2006
982,83.275377507,2006
989,52.03319046,2006
993,52.03319046,2006
541,86.370709118,2006
542,86.370709118,2006
543,86.370709118,2006
535,83.064122528,2006
537,83.064122528,2006
539,83.064122528,2006
531,80.503572644,2006
534,80.503572644,2006
530,56.790620815,2006
531,56.790620815,2006
532,56.790620815,2006
531,76.858296812,2006
534,76.858296812,2006
530,91.595126582,2006
531,91.595126582,2006
532,91.595126582,2006
549,92.18751935,2006
350,53.34551722,2007
351,53.34551722,2007
352,53.34551722,2007
354,53.34551722,2007
357,67.219872919,2007
358,67.219872919,2007
365,59.887554644,2007
366,59.887554644,2007
995,61.384272686,2007
997,70.476153176,2007
996,80.059421387,2007
856,57.337596258,2007
859,55.546385709,2007
860,55.546385709,2007
863,55.546385709,2007
864,55.546385709,2007
850,58.621771906,2007
851,58.621771906,2007
852,58.621771906,2007
853,58.621771906,2007
855,58.621771906,2007
853,78.482278582,2007
860,78.482278582,2007
864,78.482278582,2007
853,56.606267611,2007
856,56.606267611,2007
857,56.606267611,2007
851,58.199107252,2007
852,58.199107252,2007
855,58.199107252,2007
856,58.199107252,2007
857,58.199107252,2007
853,81.269609159,2007
860,81.269609159,2007
863,81.269609159,2007
853,39.084561837,2007
727,77.384371404,2007
720,57.270820161,2007
721,57.270820161,2007
722,57.270820161,2007
727,76.219358355,2007
729,76.219358355,2007
945,35.99841694,2007
946,35.99841694,2007
947,35.99841694,2007
950,35.99841694,2007
953,35.99841694,2007
959,74.692653276,2007
945,49.385096399,2007
946,49.385096399,2007
947,49.385096399,2007
948,49.385096399,2007
956,79.388249512,2007
957,79.388249512,2007
961,79.388249512,2007
932,35.118408271,2007
936,35.118408271,2007
937,35.118408271,2007
938,35.118408271,2007
955,76.744671804,2007
922,16.575857382,2007
932,40.87004545,2007
933,40.87004545,2007
934,40.87004545,2007
935,40.87004545,2007
932,37.574394921,2007
936,37.574394921,2007
900,28.408065641,2007
902,28.408065641,2007
903,28.408065641,2007
904,28.408065641,2007
905,28.408065641,2007
906,28.408065641,2007
907,28.408065641,2007
908,28.408065641,2007
910,28.408065641,2007
911,28.408065641,2007
912,28.408065641,2007
913,28.408065641,2007
914,28.408065641,2007
915,28.408065641,2007
916,28.408065641,2007
917,28.408065641,2007
918,28.408065641,2007
930,28.408065641,2007
932,28.408065641,2007
935,28.408065641,2007
936,40.214765823,2007
949,73.307352785,2007
936,34.332639,2007
953,34.332639,2007
934,34.413920291,2007
939,34.413920291,2007
950,34.413920291,2007
945,59.213401311,2007
954,59.213401311,2007
906,45.863188197,2007
907,45.863188197,2007
908,45.863188197,2007
926,45.863188197,2007
927,45.863188197,2007
928,45.863188197,2007
956,76.19891503,2007
957,76.19891503,2007
959,76.19891503,2007
961,76.19891503,2007
917,41.947854213,2007
920,41.947854213,2007
922,41.947854213,2007
923,41.947854213,2007
925,41.947854213,2007
928,41.947854213,2007
945,50.685886158,2007
956,50.685886158,2007
957,50.685886158,2007
958,50.685886158,2007
917,35.517465955,2007
922,35.517465955,2007
923,35.517465955,2007
924,35.517465955,2007
925,35.517465955,2007
928,35.517465955,2007
935,35.517465955,2007
919,49.813048265,2007
920,49.813048265,2007
921,49.813048265,2007
925,49.813048265,2007
926,49.813048265,2007
940,43.98635215,2007
941,43.98635215,2007
952,38.217105502,2007
953,38.217105502,2007
956,38.217105502,2007
934,71.806042521,2007
940,44.428613005,2007
941,44.428613005,2007
943,44.428613005,2007
944,44.428613005,2007
930,51.424356965,2007
931,51.424356965,2007
932,51.424356965,2007
934,51.424356965,2007
940,37.473101804,2007
943,37.473101804,2007
945,37.473101804,2007
950,37.473101804,2007
951,37.473101804,2007
940,60.681473828,2007
950,60.681473828,2007
945,42.525855371,2007
956,42.525855371,2007
945,66.898300074,2007
949,66.898300074,2007
954,66.898300074,2007
952,49.076381215,2007
953,49.076381215,2007
956,52.419574557,2007
958,52.419574557,2007
959,52.419574557,2007
932,36.139304462,2007
936,36.139304462,2007
902,51.010524298,2007
913,51.010524298,2007
930,51.010524298,2007
932,51.010524298,2007
956,52.186132733,2007
957,52.186132733,2007
959,52.186132733,2007
956,58.269347476,2007
959,58.269347476,2007
800,55.536324512,2007
801,55.536324512,2007
802,55.536324512,2007
806,55.536324512,2007
807,55.536324512,2007
800,65.055733301,2007
801,65.055733301,2007
802,65.055733301,2007
800,78.40453916,2007
803,78.40453916,2007
804,78.40453916,2007
805,78.40453916,2007
800,49.794011203,2007
801,49.794011203,2007
802,49.794011203,2007
800,84.438555717,2007
801,84.438555717,2007
804,84.438555717,2007
801,71.466139938,2007
808,71.466139938,2007
809,71.466139938,2007
810,71.466139938,2007
800,79.364960944,2007
801,79.364960944,2007
802,79.364960944,2007
803,79.364960944,2007
804,79.364960944,2007
805,83.996944557,2007
806,83.996944557,2007
815,83.810638298,2007
816,83.810638298,2007
808,55.795635161,2007
810,55.795635161,2007
812,55.795635161,2007
805,68.106853063,2007
806,68.106853063,2007
807,68.106853063,2007
64,68.786195105,2007
66,68.786195105,2007
67,68.786195105,2007
68,68.786195105,2007
69,68.786195105,2007
60,68.453590634,2007
61,68.453590634,2007
64,68.453590634,2007
67,68.453590634,2007
60,69.362202618,2007
64,69.362202618,2007
65,69.362202618,2007
67,69.362202618,2007
62,79.02951945,2007
63,79.02951945,2007
64,79.02951945,2007
60,87.719613361,2007
62,87.719613361,2007
64,87.719613361,2007
199,67.649707339,2007
197,64.094118961,2007
198,64.094118961,2007
199,64.094118961,2007
200,31.888842709,2007
202,31.888842709,2007
203,31.888842709,2007
204,31.888842709,2007
205,31.888842709,2007
320,65.366901305,2007
