Units,1046,1048,1049,1050,1052,1481,1482,1483,1487
CF,0,0,0,0,0,0,0,0,0
CT,0,0,0,0,698,0,3,253,5
EXP,0,0,0,0,0,0,0,0,0
FT,0,0,0,0,0,0,0,0,0
LI,0,0,0,0,0,0,0,0,0
ML,0,0,0,0,0,0,0,0,0
OZ,1140,0,1561,1,0,67,2165,0,14766
PO,0,0,0,0,0,0,0,0,0
QT,0,100,0,3787,0,0,0,0,0
SQ FT,0,0,0,0,0,0,0,0,0
YD,0,0,0,0,0,0,0,0,0
