store_code_uc,store_zip3,year_2006,year_2007,year_2008,year_2009,year_2010,year_2011,year_2012,year_2013,year_2014,year_2015,years_drink
3798882,286,1,1,1,1,1,1,1,1,1,1,10
3799000,412,1,1,1,1,1,1,1,1,1,1,10
3799036,799,1,1,1,1,1,1,1,1,1,1,10
3799403,415,1,1,1,1,1,1,1,1,1,1,10
3799842,333,1,1,1,1,1,1,1,1,1,1,10
3800612,42,1,1,1,1,1,1,1,1,1,1,10
3800648,339,1,1,1,1,1,1,1,1,1,1,10
3800703,507,1,1,1,1,1,1,1,1,1,1,10
3800762,813,0,1,1,1,1,1,1,1,1,1,9
3801051,341,1,1,1,1,1,1,1,1,1,1,10
3801329,195,0,0,0,0,0,1,1,1,1,1,5
3801454,468,1,1,1,1,1,1,1,1,1,1,10
3801617,990,0,1,1,1,1,1,1,1,1,1,9
3801821,700,1,1,1,1,1,1,1,1,1,1,10
3802224,701,1,1,1,1,1,1,1,1,1,1,10
3802260,770,1,1,1,1,1,1,1,1,1,1,10
3802595,67,1,1,1,1,1,1,1,1,1,1,10
3802777,805,1,1,1,1,1,1,1,1,1,1,10
3802835,463,1,1,1,1,1,1,1,1,1,1,10
3803030,703,1,1,1,1,1,1,1,1,1,1,10
3803433,703,1,1,1,1,1,1,1,1,1,1,10
3803986,802,1,1,1,1,1,1,1,1,1,1,10
3804225,751,1,1,1,1,1,1,1,1,1,1,10
3804239,714,1,1,1,1,1,1,1,1,1,1,10
3804275,462,1,1,1,1,1,1,1,1,1,1,10
3804678,462,1,1,1,1,1,1,1,1,1,1,10
3805031,601,1,1,1,1,1,1,1,1,1,1,10
3805040,492,1,1,1,1,1,1,1,1,1,1,10
3805045,18,1,1,1,1,1,1,1,1,1,1,10
3805072,857,1,1,1,1,1,1,1,1,1,1,10
3805081,462,1,1,1,1,1,1,1,1,1,1,10
3805830,782,0,0,0,0,0,1,1,1,1,1,5
3805887,462,1,1,1,1,1,1,1,1,1,1,10
3805896,524,1,1,1,1,1,1,1,1,1,1,10
3806001,804,1,1,1,1,1,1,1,1,1,1,10
3806254,21,1,1,1,1,1,1,1,1,1,1,10
3806494,480,1,1,1,1,1,1,1,1,1,1,10
3806539,130,1,1,1,1,1,1,1,1,1,1,10
3806589,223,1,1,1,1,1,1,1,1,1,1,10
3806693,660,1,1,1,1,1,1,1,1,1,1,10
3806942,130,1,1,1,1,1,1,1,1,1,1,10
3807210,64,0,1,1,1,1,1,1,1,1,1,9
3807431,66,0,0,1,1,1,1,1,1,1,1,8
3807459,130,1,1,1,1,1,1,1,1,1,1,10
3807528,761,0,0,0,0,0,1,1,1,1,1,5
3808133,622,1,1,1,1,1,1,1,1,1,1,10
3808151,130,1,1,1,1,1,1,1,1,1,1,10
3808554,140,1,1,1,1,1,1,1,1,1,1,10
3809111,301,1,1,1,1,1,1,1,1,1,1,10
3809156,80,1,1,1,1,1,1,1,1,1,1,10
3809224,820,1,1,1,1,1,1,1,1,1,1,10
3809514,301,1,1,1,1,1,1,1,1,1,1,10
3809935,674,1,1,1,1,1,1,1,1,1,1,10
3810031,342,1,1,1,1,1,1,1,1,1,1,10
3810569,140,1,1,1,1,1,1,1,1,1,1,10
3810732,501,1,1,1,1,1,1,1,1,1,1,10
3810972,140,1,1,1,1,1,1,1,1,1,1,10
3811013,117,1,1,1,1,1,1,1,1,1,1,10
3811135,523,1,1,1,1,1,1,1,1,1,1,10
3811538,501,1,1,1,1,1,1,1,1,1,1,10
3811565,853,1,1,1,1,1,1,1,1,1,1,10
3811643,326,1,1,1,1,1,1,1,1,1,1,10
3812209,80,1,1,1,1,1,1,1,1,1,1,10
3812344,526,1,1,1,1,1,1,1,1,1,1,10
3813141,660,1,1,1,1,1,1,1,1,1,1,10
3813255,324,0,1,1,1,1,1,1,1,1,1,9
3813658,323,1,1,1,1,1,1,1,1,1,1,10
3813992,80,1,1,1,1,1,1,1,1,1,1,10
3814350,666,1,1,1,1,1,1,1,1,1,1,10
3814464,121,1,1,1,1,1,1,1,1,1,1,10
3814848,100,1,1,1,1,1,1,1,1,1,1,10
3814935,23,0,1,1,1,1,1,1,1,1,1,9
3815156,537,1,1,1,1,1,1,1,1,1,1,10
3815201,80,1,1,1,1,1,1,1,1,1,1,10
3815405,125,1,1,1,1,1,1,1,1,1,1,10
3815673,326,1,1,1,1,1,1,1,1,1,1,10
3815741,238,1,1,1,1,1,1,1,1,1,1,10
3815808,133,1,1,1,1,1,1,1,1,1,1,10
3816365,21,1,1,1,1,1,1,1,1,1,1,10
3816479,347,1,1,1,1,1,1,1,1,1,1,10
3816882,38,1,1,1,1,1,1,1,1,1,1,10
3817285,344,1,1,1,1,1,1,1,1,1,1,10
3817688,303,0,1,1,1,1,1,1,1,1,1,9
3818091,305,0,1,1,1,1,1,1,1,1,1,9
3818494,316,1,1,1,1,1,1,1,1,1,1,10
3818715,109,0,0,0,0,0,1,1,1,1,1,5
3818865,440,1,1,1,1,1,1,1,1,1,1,10
3819186,21,1,1,1,1,1,1,1,1,1,1,10
3819589,23,1,1,1,1,1,1,1,1,1,1,10
3819666,933,1,1,1,1,1,1,1,1,1,1,10
3819703,301,0,1,1,1,1,1,1,1,1,1,9
3819992,17,1,1,1,1,1,1,1,1,1,1,10
3820106,302,0,0,1,1,1,1,1,1,1,1,8
3820441,347,1,1,1,1,1,1,1,1,1,1,10
3820509,301,1,1,1,1,1,1,1,1,1,1,10
3820798,21,1,1,1,1,1,1,1,1,1,1,10
3821201,28,1,1,1,1,1,1,1,1,1,1,10
3821604,21,1,1,1,1,1,1,1,1,1,1,10
3821640,853,1,1,1,1,1,1,1,1,1,1,10
3821939,234,1,1,1,1,1,1,1,1,1,1,10
3822121,301,0,1,1,1,1,1,1,1,1,1,9
3822302,641,1,1,1,1,1,1,1,1,1,1,10
3822524,500,1,1,1,1,1,1,1,1,1,1,10
3822601,740,0,1,1,1,1,1,1,1,1,1,9
3822927,526,0,1,1,1,1,1,1,1,1,1,9
3823090,195,1,1,1,1,1,1,1,1,1,1,10
3823216,381,1,1,1,1,1,1,1,1,1,1,10
3823330,834,1,1,1,1,1,1,1,1,1,1,10
3823398,64,0,1,1,1,1,1,1,1,1,1,9
3823407,741,0,1,1,1,1,1,1,1,1,1,9
3823733,838,0,0,0,1,1,1,1,1,1,1,7
3824022,381,1,1,1,1,1,1,1,1,1,1,10
3824063,581,1,1,1,1,1,1,1,1,1,1,10
3824136,836,1,1,1,1,1,1,1,1,1,1,10
3824539,605,0,1,1,1,1,1,1,1,1,1,9
3825345,604,1,1,1,1,1,1,1,1,1,1,10
3825634,494,1,1,1,1,1,1,1,1,1,1,10
3825670,853,1,1,1,1,1,1,1,1,1,1,10
3825748,601,1,1,1,1,1,1,1,1,1,1,10
3826037,494,1,1,1,1,1,1,1,1,1,1,10
3826151,600,0,0,1,1,1,1,1,1,1,1,8
3826178,65,1,1,1,1,1,1,1,1,1,1,10
3826735,276,1,1,1,1,1,1,1,1,1,1,10
3826843,532,1,1,1,1,1,1,1,1,1,1,10
3826957,622,0,1,1,1,1,1,1,1,1,1,9
3827246,543,1,1,1,1,1,1,1,1,1,1,10
3827282,853,1,1,1,1,1,1,1,1,1,1,10
3827360,620,1,1,1,1,1,1,1,1,1,1,10
3827649,542,1,1,1,1,1,1,1,1,1,1,10
3827908,900,0,1,1,1,1,1,1,1,1,1,9
3828052,534,1,1,1,1,1,1,1,1,1,1,10
3828319,759,1,1,1,1,1,1,1,1,1,1,10
3828455,534,1,1,1,1,1,1,1,1,1,1,10
3828569,460,1,1,1,1,1,1,1,1,1,1,10
3828972,460,1,1,1,1,1,1,1,1,1,1,10
3829039,551,1,1,1,1,1,1,1,1,1,1,10
3829261,548,1,1,1,1,1,1,1,1,1,1,10
3829624,235,1,1,1,1,1,1,1,1,1,1,10
3829664,554,1,1,1,1,1,1,1,1,1,1,10
3829778,461,1,1,1,1,1,1,1,1,1,1,10
3829913,300,1,1,1,1,1,1,1,1,1,1,10
3830067,801,1,1,1,1,1,1,1,1,1,1,10
3830181,662,1,1,1,1,1,1,1,1,1,1,10
3830470,875,1,1,1,1,1,1,1,1,1,1,10
3830987,704,0,1,1,1,1,1,1,1,1,1,9
3831390,705,1,1,1,1,1,1,1,1,1,1,10
3831571,662,1,1,1,1,1,1,1,1,1,1,10
3831643,217,1,1,1,1,1,1,1,1,1,1,10
3831793,706,0,1,1,1,1,1,1,1,1,1,9
3831803,553,0,0,0,0,1,1,1,1,1,1,6
3831919,473,0,0,1,1,1,1,1,1,1,1,8
3832264,88,0,1,1,1,1,1,1,1,1,1,9
3832599,744,1,1,1,1,1,1,1,1,1,1,10
3833291,327,1,1,1,1,1,1,1,1,1,1,10
3833405,712,1,1,1,1,1,1,1,1,1,1,10
3833658,486,1,1,1,1,1,1,1,1,1,1,10
3833694,329,1,1,1,1,1,1,1,1,1,1,10
3833999,132,0,0,0,1,1,1,1,1,1,1,7
3834179,412,1,1,1,1,1,1,1,1,1,1,10
3834464,487,1,1,1,1,1,1,1,1,1,1,10
3834510,658,0,0,0,1,1,1,1,1,1,1,7
3834614,27,1,1,1,1,1,1,1,1,1,1,10
3834867,488,1,1,1,1,1,1,1,1,1,1,10
3834903,850,1,1,1,1,1,1,1,1,1,1,10
3835017,218,0,1,1,1,1,1,1,1,1,1,9
3835095,196,0,0,0,0,0,1,1,1,1,1,5
3835270,490,1,1,1,1,1,1,1,1,1,1,10
3835306,852,1,1,1,1,1,1,1,1,1,1,10
3835709,853,1,1,1,1,1,1,1,1,1,1,10
3836004,945,1,1,1,1,1,1,1,1,1,1,10
3836112,853,1,1,1,1,1,1,1,1,1,1,10
3836515,853,1,1,1,1,1,1,1,1,1,1,10
3836810,275,1,1,1,1,1,1,1,1,1,1,10
3836918,613,1,1,1,1,1,1,1,1,1,1,10
3837570,302,1,1,1,1,1,1,1,1,1,1,10
3838019,852,1,1,1,1,1,1,1,1,1,1,10
3838308,209,1,1,1,1,1,1,1,1,1,1,10
3838575,80,1,1,1,1,1,1,1,1,1,1,10
3838644,554,1,1,1,1,1,1,1,1,1,1,10
3838779,330,0,1,1,1,1,1,1,1,1,1,9
3839631,925,1,1,1,1,1,1,1,1,1,1,10
3839739,613,1,1,1,1,1,1,1,1,1,1,10
3841265,604,1,1,1,1,1,1,1,1,1,1,10
3841329,300,1,1,1,1,1,1,1,1,1,1,10
3841533,130,0,1,1,1,1,1,1,1,1,1,9
3841600,294,1,1,1,1,1,1,1,1,1,1,10
3841656,983,0,0,0,1,1,1,1,1,1,1,7
3842272,482,0,0,0,0,0,1,1,1,1,1,5
3842596,853,1,1,1,1,1,1,1,1,1,1,10
3843239,19,1,1,1,1,1,1,1,1,1,1,10
3843615,277,1,1,1,1,1,1,1,1,1,1,10
3843855,931,1,1,1,1,1,1,1,1,1,1,10
3844074,785,0,0,0,1,1,1,1,1,1,1,7
3845268,40,1,1,1,1,1,1,1,1,1,1,10
3846033,281,1,1,1,1,1,1,1,1,1,1,10
3846282,768,1,1,1,1,1,1,1,1,1,1,10
3846704,657,1,1,1,1,1,1,1,1,1,1,10
3847002,483,1,1,1,1,1,1,1,1,1,1,10
3847094,80,0,1,1,1,1,1,1,1,1,1,9
3847396,781,1,1,1,1,1,1,1,1,1,1,10
3847510,635,1,1,1,1,1,1,1,1,1,1,10
3847632,300,0,1,1,1,1,1,1,1,1,1,9
3848104,786,0,0,0,1,1,1,1,1,1,1,7
3848207,405,1,1,1,1,1,1,1,1,1,1,10
3848317,361,0,0,0,0,0,1,1,1,1,1,5
3848569,473,1,1,1,1,1,1,1,1,1,1,10
3848746,554,0,1,1,1,1,1,1,1,1,1,9
3849008,782,1,1,1,1,1,1,1,1,1,1,10
3849928,630,1,1,1,1,1,1,1,1,1,1,10
3850436,283,0,0,0,1,1,1,1,1,1,1,7
3850494,128,1,1,1,1,1,1,1,1,1,1,10
3850507,445,1,1,1,1,1,1,1,1,1,1,10
3850607,231,0,0,0,0,0,1,1,1,1,1,5
3850620,782,1,1,1,1,1,1,1,1,1,1,10
3851648,780,0,0,1,1,1,1,1,1,1,1,8
3852232,630,1,1,1,1,1,1,1,1,1,1,10
3852414,950,0,1,1,1,1,1,1,1,1,1,9
3852635,740,1,1,1,1,1,1,1,1,1,1,10
3853220,150,0,1,1,1,1,1,1,1,1,1,9
3853441,651,1,1,1,1,1,1,1,1,1,1,10
3854650,741,1,1,1,1,1,1,1,1,1,1,10
3856421,65,1,1,1,1,1,1,1,1,1,1,10
3856665,741,1,1,1,1,1,1,1,1,1,1,10
3856779,393,0,1,1,1,1,1,1,1,1,1,9
3857068,741,1,1,1,1,1,1,1,1,1,1,10
3857471,741,1,1,1,1,1,1,1,1,1,1,10
3857720,305,1,1,1,1,1,1,1,1,1,1,10
3857874,741,1,1,1,1,1,1,1,1,1,1,10
3858277,741,1,1,1,1,1,1,1,1,1,1,10
3858839,436,1,1,1,1,1,1,1,1,1,1,10
3859265,170,0,1,1,1,1,1,1,1,1,1,9
3859486,337,1,1,1,1,1,1,1,1,1,1,10
3859889,337,1,1,1,1,1,1,1,1,1,1,10
3860695,74,1,1,1,1,1,1,1,1,1,1,10
3861411,188,0,0,0,0,1,1,1,1,1,1,6
3862823,105,1,1,1,1,1,1,1,1,1,1,10
3864494,285,1,1,1,1,1,1,1,1,1,1,10
3865242,30,1,1,1,1,1,1,1,1,1,1,10
3865406,338,0,0,0,0,0,1,1,1,1,1,5
3866799,620,1,1,1,1,1,1,1,1,1,1,10
3866941,891,0,0,0,0,1,1,1,1,1,1,6
3867555,607,1,1,1,1,1,1,1,1,1,1,10
3867673,64,1,1,1,1,1,1,1,1,1,1,10
3867845,365,1,1,1,1,1,1,1,1,1,1,10
3868312,945,0,0,1,1,1,1,1,1,1,1,8
3868783,394,1,1,1,1,1,1,1,1,1,1,10
3868805,76,1,1,1,1,1,1,1,1,1,1,10
3869589,473,1,1,1,1,1,1,1,1,1,1,10
3869992,681,1,1,1,1,1,1,1,1,1,1,10
3871065,285,1,1,1,1,1,1,1,1,1,1,10
3871576,302,1,1,1,1,1,1,1,1,1,1,10
3871871,158,1,1,1,1,1,1,1,1,1,1,10
3872382,357,1,1,1,1,1,1,1,1,1,1,10
3872515,882,0,0,0,0,1,1,1,1,1,1,6
3873483,166,1,1,1,1,1,1,1,1,1,1,10
3874116,360,1,1,1,1,1,1,1,1,1,1,10
3874474,442,0,1,1,1,1,1,1,1,1,1,9
3875203,407,1,1,1,1,1,1,1,1,1,1,10
3875538,322,1,1,1,1,1,1,1,1,1,1,10
3875652,650,1,1,1,1,1,1,1,1,1,1,10
3876036,524,1,1,1,1,1,1,1,1,1,1,10
3876690,140,0,0,0,0,1,1,1,1,1,1,6
3877254,855,1,1,1,1,1,1,1,1,1,1,10
3877313,278,1,1,1,1,1,1,1,1,1,1,10
3877332,31,0,1,1,1,1,1,1,1,1,1,9
3877599,601,1,1,1,1,1,1,1,1,1,1,10
3877754,871,0,0,0,1,1,1,1,1,1,1,7
3877988,630,1,1,1,1,1,1,1,1,1,1,10
3879999,577,1,1,1,1,1,1,1,1,1,1,10
3880392,627,1,1,1,1,1,1,1,1,1,1,10
3880641,689,0,1,1,1,1,1,1,1,1,1,9
3880828,80,0,0,1,1,1,1,1,1,1,1,8
3881094,305,1,1,1,1,1,1,1,1,1,1,10
3881212,631,1,1,1,1,1,1,1,1,1,1,10
3881611,891,0,0,0,1,1,1,1,1,1,1,7
3881629,604,1,1,1,1,1,1,1,1,1,1,10
3881696,80,1,1,1,1,1,1,1,1,1,1,10
3881950,339,1,1,1,1,1,1,1,1,1,1,10
3881977,850,1,1,1,1,1,1,1,1,1,1,10
3882018,641,1,1,1,1,1,1,1,1,1,1,10
3882332,221,0,0,0,0,0,1,1,1,1,1,5
3882735,331,0,0,0,0,0,1,1,1,1,1,5
3882838,730,1,1,1,1,1,1,1,1,1,1,10
3883159,631,1,1,1,1,1,1,1,1,1,1,10
3883227,389,1,1,1,1,1,1,1,1,1,1,10
3883562,631,1,1,1,1,1,1,1,1,1,1,10
3883630,390,1,1,1,1,1,1,1,1,1,1,10
3884033,392,1,1,1,1,1,1,1,1,1,1,10
3884047,750,1,1,1,1,1,1,1,1,1,1,10
3884436,394,1,1,1,1,1,1,1,1,1,1,10
3884798,21,1,1,1,1,1,1,1,1,1,1,10
3884839,394,1,1,1,1,1,1,1,1,1,1,10
3884853,860,1,1,1,1,1,1,1,1,1,1,10
3884902,373,1,1,1,1,1,1,1,1,1,1,10
3885065,980,1,1,1,1,1,1,1,1,1,1,10
3885201,27,1,1,1,1,1,1,1,1,1,1,10
3885278,180,1,1,1,1,1,1,1,1,1,1,10
3885392,87,1,1,1,1,1,1,1,1,1,1,10
3885582,37,1,1,1,1,1,1,1,1,1,1,10
3885690,114,1,1,1,1,1,1,1,1,1,1,10
3886016,320,1,1,1,1,1,1,1,1,1,1,10
3886084,853,1,1,1,1,1,1,1,1,1,1,10
3886093,113,1,1,1,1,1,1,1,1,1,1,10
3886166,242,1,1,1,1,1,1,1,1,1,1,10
3886362,79,0,0,0,0,0,1,1,1,1,1,5
3886487,932,1,1,1,1,1,1,1,1,1,1,10
3887148,565,0,1,1,1,1,1,1,1,1,1,9
3887257,374,1,1,1,1,1,1,1,1,1,1,10
3887271,681,1,1,1,1,1,1,1,1,1,1,10
3887293,955,1,1,1,1,1,1,1,1,1,1,10
3887426,32,0,0,0,1,1,1,1,1,1,1,7
3887592,951,1,1,1,1,1,1,1,1,1,1,10
3887696,170,1,1,1,1,1,1,1,1,1,1,10
3888004,816,0,1,1,1,1,1,1,1,1,1,9
3888348,760,1,1,1,1,1,1,1,1,1,1,10
3888398,600,1,1,1,1,1,1,1,1,1,1,10
3888435,30,0,0,1,1,1,1,1,1,1,1,8
3888643,505,1,1,1,1,1,1,1,1,1,1,10
3888780,959,0,0,0,0,1,1,1,1,1,1,6
3888982,276,1,1,1,1,1,1,1,1,1,1,10
3889761,535,0,1,1,1,1,1,1,1,1,1,9
3890413,336,1,1,1,1,1,1,1,1,1,1,10
3890599,974,1,1,1,1,1,1,1,1,1,1,10
3891215,277,1,1,1,1,1,1,1,1,1,1,10
3891219,11,1,1,1,1,1,1,1,1,1,1,10
3891622,770,1,1,1,1,1,1,1,1,1,1,10
3891685,494,1,1,1,1,1,1,1,1,1,1,10
3891704,231,1,1,1,1,1,1,1,1,1,1,10
3891975,282,1,1,1,1,1,1,1,1,1,1,10
3892428,81,1,1,1,1,1,1,1,1,1,1,10
3892532,478,1,1,1,1,1,1,1,1,1,1,10
3892665,276,0,0,0,1,1,1,1,1,1,1,7
3892822,305,1,1,1,1,1,1,1,1,1,1,10
3893234,852,1,1,1,1,1,1,1,1,1,1,10
3893261,853,1,1,1,1,1,1,1,1,1,1,10
3893497,252,1,1,1,1,1,1,1,1,1,1,10
3893990,286,1,1,1,1,1,1,1,1,1,1,10
3894040,852,1,1,1,1,1,1,1,1,1,1,10
3894067,857,1,1,1,1,1,1,1,1,1,1,10
3894144,601,1,1,1,1,1,1,1,1,1,1,10
3894239,272,1,1,1,1,1,1,1,1,1,1,10
3894479,328,1,1,1,1,1,1,1,1,1,1,10
3894511,270,1,1,1,1,1,1,1,1,1,1,10
3894950,456,1,1,1,1,1,1,1,1,1,1,10
3895199,276,1,1,1,1,1,1,1,1,1,1,10
3895249,787,1,1,1,1,1,1,1,1,1,1,10
3895399,131,1,1,1,1,1,1,1,1,1,1,10
3895631,105,0,0,0,0,0,1,1,1,1,1,5
3895734,847,1,1,1,1,1,1,1,1,1,1,10
3895897,38,1,1,1,1,1,1,1,1,1,1,10
3896055,604,1,1,1,1,1,1,1,1,1,1,10
3896064,816,0,1,1,1,1,1,1,1,1,1,9
3896458,633,1,1,1,1,1,1,1,1,1,1,10
3896752,124,1,1,1,1,1,1,1,1,1,1,10
3897137,245,1,1,1,1,1,1,1,1,1,1,10
3897260,800,1,1,1,1,1,1,1,1,1,1,10
3897617,295,1,1,1,1,1,1,1,1,1,1,10
3897667,232,1,1,1,1,1,1,1,1,1,1,10
3897703,346,0,0,0,1,1,1,1,1,1,1,7
3897816,80,1,1,1,1,1,1,1,1,1,1,10
3898070,463,1,1,1,1,1,1,1,1,1,1,10
3898183,342,1,1,1,1,1,1,1,1,1,1,10
3899275,278,1,1,1,1,1,1,1,1,1,1,10
3899279,190,1,1,1,1,1,1,1,1,1,1,10
3900081,153,1,1,1,1,1,1,1,1,1,1,10
3900438,370,1,1,1,1,1,1,1,1,1,1,10
3900628,856,1,1,1,1,1,1,1,1,1,1,10
3900774,191,0,1,1,1,1,1,1,1,1,1,9
3901915,926,1,1,1,1,1,1,1,1,1,1,10
3902050,305,1,1,1,1,1,1,1,1,1,1,10
3902100,330,1,1,1,1,1,1,1,1,1,1,10
3902213,531,0,1,1,1,1,1,1,1,1,1,9
3902906,530,1,1,1,1,1,1,1,1,1,1,10
3903309,38,1,1,1,1,1,1,1,1,1,1,10
3903413,282,1,1,1,1,1,1,1,1,1,1,10
3904468,373,1,1,1,1,1,1,1,1,1,1,10
3904921,600,1,1,1,1,1,1,1,1,1,1,10
3905397,804,0,1,1,1,1,1,1,1,1,1,9
3905727,331,1,1,1,1,1,1,1,1,1,1,10
3905878,797,0,0,0,0,1,1,1,1,1,1,6
3906013,201,0,1,1,1,1,1,1,1,1,1,9
3906130,328,1,1,1,1,1,1,1,1,1,1,10
3906166,333,1,1,1,1,1,1,1,1,1,1,10
3906533,468,1,1,1,1,1,1,1,1,1,1,10
3906615,754,1,1,1,1,1,1,1,1,1,1,10
3906637,670,1,1,1,1,1,1,1,1,1,1,10
3907339,631,1,1,1,1,1,1,1,1,1,1,10
3907407,296,1,1,1,1,1,1,1,1,1,1,10
3907742,331,1,1,1,1,1,1,1,1,1,1,10
3908095,320,1,1,1,1,1,1,1,1,1,1,10
3908145,954,1,1,1,1,1,1,1,1,1,1,10
3908181,334,1,1,1,1,1,1,1,1,1,1,10
3908412,67,1,1,1,1,1,1,1,1,1,1,10
3909120,285,0,0,0,1,1,1,1,1,1,1,7
3909354,944,1,1,1,1,1,1,1,1,1,1,10
3910051,727,1,1,1,1,1,1,1,1,1,1,10
3910160,330,1,1,1,1,1,1,1,1,1,1,10
3910563,331,1,1,1,1,1,1,1,1,1,1,10
3910645,494,1,1,1,1,1,1,1,1,1,1,10
3911147,662,1,1,1,1,1,1,1,1,1,1,10
3911252,620,0,1,1,1,1,1,1,1,1,1,9
3911329,56,0,0,0,0,1,1,1,1,1,1,6
3911442,820,0,0,1,1,1,1,1,1,1,1,8
3911772,850,1,1,1,1,1,1,1,1,1,1,10
3911836,620,1,1,1,1,1,1,1,1,1,1,10
3912175,946,1,1,1,1,1,1,1,1,1,1,10
3912279,984,1,1,1,1,1,1,1,1,1,1,10
3912406,381,1,1,1,1,1,1,1,1,1,1,10
3912614,328,1,1,1,1,1,1,1,1,1,1,10
3912691,925,1,1,1,1,1,1,1,1,1,1,10
3912832,76,1,1,1,1,1,1,1,1,1,1,10
3912864,809,0,1,1,1,1,1,1,1,1,1,9
3912881,691,0,1,1,1,1,1,1,1,1,1,9
3912981,331,1,1,1,1,1,1,1,1,1,1,10
3913045,925,1,1,1,1,1,1,1,1,1,1,10
3913375,234,1,1,1,1,1,1,1,1,1,1,10
3913488,430,1,1,1,1,1,1,1,1,1,1,10
3913670,443,0,1,1,1,1,1,1,1,1,1,9
3914090,691,1,1,1,1,1,1,1,1,1,1,10
3914095,850,1,1,1,1,1,1,1,1,1,1,10
3914363,327,0,0,1,1,1,1,1,1,1,1,8
3914498,322,1,1,1,1,1,1,1,1,1,1,10
3914593,857,1,1,1,1,1,1,1,1,1,1,10
3914897,290,1,1,1,1,1,1,1,1,1,1,10
3914901,600,1,1,1,1,1,1,1,1,1,1,10
3915145,81,1,1,1,1,1,1,1,1,1,1,10
3915282,206,0,1,1,1,1,1,1,1,1,1,9
3915304,601,1,1,1,1,1,1,1,1,1,1,10
3915481,982,1,1,1,1,1,1,1,1,1,1,10
3915707,617,1,1,1,1,1,1,1,1,1,1,10
3916110,627,1,1,1,1,1,1,1,1,1,1,10
3916205,852,1,1,1,1,1,1,1,1,1,1,10
3916241,334,1,1,1,1,1,1,1,1,1,1,10
3916508,691,1,1,1,1,1,1,1,1,1,1,10
3916513,553,1,1,1,1,1,1,1,1,1,1,10
3917319,370,1,1,1,1,1,1,1,1,1,1,10
3917718,292,1,1,1,1,1,1,1,1,1,1,10
3917722,304,1,1,1,1,1,1,1,1,1,1,10
3918125,712,1,1,1,1,1,1,1,1,1,1,10
3918506,278,0,1,1,1,1,1,1,1,1,1,9
3918528,170,1,1,1,1,1,1,1,1,1,1,10
3918687,212,0,1,1,1,1,1,1,1,1,1,9
3918705,283,1,1,1,1,1,1,1,1,1,1,10
3918931,80,1,1,1,1,1,1,1,1,1,1,10
3919094,276,1,1,1,1,1,1,1,1,1,1,10
3919733,863,1,1,1,1,1,1,1,1,1,1,10
3920271,317,1,1,1,1,1,1,1,1,1,1,10
3920376,435,0,0,1,1,1,1,1,1,1,1,8
3920529,245,1,1,1,1,1,1,1,1,1,1,10
3920903,805,0,0,1,1,1,1,1,1,1,1,8
3920960,380,1,1,1,1,1,1,1,1,1,1,10
3921041,750,1,1,1,1,1,1,1,1,1,1,10
3921105,302,0,0,0,1,1,1,1,1,1,1,7
3921267,361,1,1,1,1,1,1,1,1,1,1,10
3921512,283,1,1,1,1,1,1,1,1,1,1,10
3921557,322,1,1,1,1,1,1,1,1,1,1,10
3921593,81,1,1,1,1,1,1,1,1,1,1,10
3921915,288,1,1,1,1,1,1,1,1,1,1,10
3922133,950,0,1,1,1,1,1,1,1,1,1,9
3922250,871,1,1,1,1,1,1,1,1,1,1,10
3922757,23,1,1,1,1,1,1,1,1,1,1,10
3923364,605,1,1,1,1,1,1,1,1,1,1,10
3923541,370,1,1,1,1,1,1,1,1,1,1,10
3923563,705,1,1,1,1,1,1,1,1,1,1,10
3923767,852,1,1,1,1,1,1,1,1,1,1,10
3923862,770,1,1,1,1,1,1,1,1,1,1,10
3924059,539,1,1,1,1,1,1,1,1,1,1,10
3924573,856,1,1,1,1,1,1,1,1,1,1,10
3924668,338,1,1,1,1,1,1,1,1,1,1,10
3924971,693,1,1,1,1,1,1,1,1,1,1,10
3924972,335,1,1,1,1,1,1,1,1,1,1,10
3925290,395,0,0,0,0,0,1,1,1,1,1,5
3925638,936,0,0,1,1,1,1,1,1,1,1,8
3925782,19,1,1,1,1,1,1,1,1,1,1,10
3926588,774,1,1,1,1,1,1,1,1,1,1,10
3926689,349,0,0,0,1,1,1,1,1,1,1,7
3927168,847,1,1,1,1,1,1,1,1,1,1,10
3927394,750,1,1,1,1,1,1,1,1,1,1,10
3927707,293,1,1,1,1,1,1,1,1,1,1,10
3927824,813,1,1,1,1,1,1,1,1,1,1,10
3927956,850,1,1,1,1,1,1,1,1,1,1,10
3928150,100,1,1,1,1,1,1,1,1,1,1,10
3928200,787,1,1,1,1,1,1,1,1,1,1,10
3928295,760,1,1,1,1,1,1,1,1,1,1,10
3928395,791,1,1,1,1,1,1,1,1,1,1,10
3928553,100,1,1,1,1,1,1,1,1,1,1,10
3928598,693,1,1,1,1,1,1,1,1,1,1,10
3928603,372,1,1,1,1,1,1,1,1,1,1,10
3928956,12,1,1,1,1,1,1,1,1,1,1,10
3929101,799,1,1,1,1,1,1,1,1,1,1,10
3929504,891,1,1,1,1,1,1,1,1,1,1,10
3929568,956,0,1,1,1,1,1,1,1,1,1,9
3929907,809,1,1,1,1,1,1,1,1,1,1,10
3930346,330,1,1,1,1,1,1,1,1,1,1,10
3930713,864,1,1,1,1,1,1,1,1,1,1,10
3930781,294,1,1,1,1,1,1,1,1,1,1,10
3930971,113,1,1,1,1,1,1,1,1,1,1,10
