store_code_uc,store_zip3,year_2006,year_2007,year_2008,year_2009,year_2010,year_2011,year_2012,year_2013,year_2014,year_2015,years_drink
1028420,499,1,1,1,1,1,1,1,1,1,1,10
1028909,327,1,1,1,1,1,1,1,1,1,1,10
1028964,300,1,1,1,1,1,1,1,1,1,1,10
1029113,170,1,1,1,1,1,1,1,1,1,1,10
1029367,302,1,1,1,1,1,1,1,1,1,1,10
1029534,488,0,0,1,1,1,1,1,1,1,1,8
1029770,300,1,1,1,1,1,1,1,1,1,1,10
1030023,981,1,1,1,1,1,1,1,1,1,1,10
1030340,490,0,0,1,1,1,1,1,1,1,1,8
1030553,291,1,1,1,1,1,1,1,1,1,1,10
1030970,973,1,1,1,1,1,1,1,1,1,1,10
1030979,601,1,1,1,1,1,1,1,1,1,1,10
1031241,497,1,1,1,1,1,1,1,1,1,1,10
1031359,295,1,1,1,1,1,1,1,1,1,1,10
1031431,617,1,1,1,1,1,1,1,1,1,1,10
1031614,63,0,0,0,1,1,1,1,1,1,1,7
1031762,294,1,1,1,1,1,1,1,1,1,1,10
1031785,605,1,1,1,1,1,1,1,1,1,1,10
1031970,64,1,1,1,1,1,1,1,1,1,1,10
1032165,295,1,1,1,1,1,1,1,1,1,1,10
1032373,211,1,1,1,1,1,1,1,1,1,1,10
1032450,148,1,1,1,1,1,1,1,1,1,1,10
1032591,420,1,1,1,1,1,1,1,1,1,1,10
1032985,191,1,1,1,1,1,1,1,1,1,1,10
1032998,100,1,1,1,1,1,1,1,1,1,1,10
1033374,297,1,1,1,1,1,1,1,1,1,1,10
1033791,194,1,1,1,1,1,1,1,1,1,1,10
1033800,480,1,1,1,1,1,1,1,1,1,1,10
1033832,386,0,0,1,1,1,1,1,1,1,1,8
1034062,300,1,1,1,1,1,1,1,1,1,1,10
1034194,988,1,1,1,1,1,1,1,1,1,1,10
1034465,310,1,1,1,1,1,1,1,1,1,1,10
1034583,853,1,1,1,1,1,1,1,1,1,1,10
1034592,352,1,1,1,1,1,1,1,1,1,1,10
1034606,631,1,1,1,1,1,1,1,1,1,1,10
1035271,430,1,1,1,1,1,1,1,1,1,1,10
1035403,300,1,1,1,1,1,1,1,1,1,1,10
1035806,550,1,1,1,1,1,1,1,1,1,1,10
1036921,704,0,0,0,0,1,1,1,1,1,1,6
1037015,840,1,1,1,1,1,1,1,1,1,1,10
1037409,275,1,1,1,1,1,1,1,1,1,1,10
1037509,199,0,0,1,1,1,1,1,1,1,1,8
1037612,210,1,1,1,1,1,1,1,1,1,1,10
1037957,573,0,1,1,1,1,1,1,1,1,1,9
1038418,406,1,1,1,1,1,1,1,1,1,1,10
1038627,112,1,1,1,1,1,1,1,1,1,1,10
1038898,498,1,1,1,1,1,1,1,1,1,1,10
1039039,380,1,1,1,1,1,1,1,1,1,1,10
1039184,300,1,1,1,1,1,1,1,1,1,1,10
1039433,606,1,1,1,1,1,1,1,1,1,1,10
1039442,756,1,1,1,1,1,1,1,1,1,1,10
1039482,956,1,1,1,1,1,1,1,1,1,1,10
1039524,449,0,0,1,1,1,1,1,1,1,1,8
1039550,282,1,1,1,1,1,1,1,1,1,1,10
1040248,799,1,1,1,1,1,1,1,1,1,1,10
1040356,148,1,1,1,1,1,1,1,1,1,1,10
1040931,750,1,1,1,1,1,1,1,1,1,1,10
1041457,983,1,1,1,1,1,1,1,1,1,1,10
1041642,142,1,1,1,1,1,1,1,1,1,1,10
1041737,752,1,1,1,1,1,1,1,1,1,1,10
1041851,604,1,1,1,1,1,1,1,1,1,1,10
1041864,145,1,1,1,1,1,1,1,1,1,1,10
1042027,320,1,1,1,1,1,1,1,1,1,1,10
1042045,185,1,1,1,1,1,1,1,1,1,1,10
1042122,820,1,1,1,1,1,1,1,1,1,1,10
1042263,986,1,1,1,1,1,1,1,1,1,1,10
1042620,50,1,1,1,1,1,1,1,1,1,1,10
1042898,346,0,0,0,1,1,1,1,1,1,1,7
1042928,344,1,1,1,1,1,1,1,1,1,1,10
1043069,986,1,1,1,1,1,1,1,1,1,1,10
1043155,142,1,1,1,1,1,1,1,1,1,1,10
1043612,324,1,1,1,1,1,1,1,1,1,1,10
1043734,847,1,1,1,1,1,1,1,1,1,1,10
1044115,983,1,1,1,1,1,1,1,1,1,1,10
1044572,532,1,1,1,1,1,1,1,1,1,1,10
1044663,18,1,1,1,1,1,1,1,1,1,1,10
1044789,276,1,1,1,1,1,1,1,1,1,1,10
1045075,801,1,1,1,1,1,1,1,1,1,1,10
1045192,272,1,1,1,1,1,1,1,1,1,1,10
1045613,980,1,1,1,1,1,1,1,1,1,1,10
1045749,598,1,1,1,1,1,1,1,1,1,1,10
1046284,604,1,1,1,1,1,1,1,1,1,1,10
1046573,606,1,1,1,1,1,1,1,1,1,1,10
1046587,631,1,1,1,1,1,1,1,1,1,1,10
1047148,617,1,1,1,1,1,1,1,1,1,1,10
1047339,984,1,1,1,1,1,1,1,1,1,1,10
1047393,631,1,1,1,1,1,1,1,1,1,1,10
1047506,117,1,1,1,1,1,1,1,1,1,1,10
1047628,980,1,1,1,1,1,1,1,1,1,1,10
1048199,463,1,1,1,1,1,1,1,1,1,1,10
1048611,834,0,1,1,1,1,1,1,1,1,1,9
1048973,950,1,1,1,1,1,1,1,1,1,1,10
1049105,907,1,1,1,1,1,1,1,1,1,1,10
1049657,325,1,1,1,1,1,1,1,1,1,1,10
1050314,295,1,1,1,1,1,1,1,1,1,1,10
1051640,276,1,1,1,1,1,1,1,1,1,1,10
1051926,740,1,1,1,1,1,1,1,1,1,1,10
1052229,274,1,1,1,1,1,1,1,1,1,1,10
1052600,330,1,1,1,1,1,1,1,1,1,1,10
1052867,980,1,1,1,1,1,1,1,1,1,1,10
1053135,339,1,1,1,1,1,1,1,1,1,1,10
1054058,282,1,1,1,1,1,1,1,1,1,1,10
1054461,282,1,1,1,1,1,1,1,1,1,1,10
1054615,956,1,1,1,1,1,1,1,1,1,1,10
1055539,334,1,1,1,1,1,1,1,1,1,1,10
1055553,453,1,1,1,1,1,1,1,1,1,1,10
1056073,280,1,1,1,1,1,1,1,1,1,1,10
1056494,980,1,1,1,1,1,1,1,1,1,1,10
1056553,317,1,1,1,1,1,1,1,1,1,1,10
1056630,727,1,1,1,1,1,1,1,1,1,1,10
1056906,190,1,1,1,1,1,1,1,1,1,1,10
1057165,484,1,1,1,1,1,1,1,1,1,1,10
1057560,926,0,0,0,1,1,1,1,1,1,1,7
1057685,282,1,1,1,1,1,1,1,1,1,1,10
1057809,704,0,0,0,1,1,1,1,1,1,1,7
1058242,307,1,1,1,1,1,1,1,1,1,1,10
1058491,280,1,1,1,1,1,1,1,1,1,1,10
1058645,935,1,1,1,1,1,1,1,1,1,1,10
1058749,294,1,1,1,1,1,1,1,1,1,1,10
1058777,392,1,1,1,1,1,1,1,1,1,1,10
1058786,907,1,1,1,1,1,1,1,1,1,1,10
1059084,21,1,1,1,1,1,1,1,1,1,1,10
1059161,326,1,1,1,1,1,1,1,1,1,1,10
1059297,274,1,1,1,1,1,1,1,1,1,1,10
1059334,847,1,1,1,1,1,1,1,1,1,1,10
1059546,156,1,1,1,1,1,1,1,1,1,1,10
1059832,974,1,1,1,1,1,1,1,1,1,1,10
1060208,283,1,1,1,1,1,1,1,1,1,1,10
1060755,156,1,1,1,1,1,1,1,1,1,1,10
1060801,936,1,1,1,1,1,1,1,1,1,1,10
1061417,402,1,1,1,1,1,1,1,1,1,1,10
1061525,100,0,0,0,0,0,1,1,1,1,1,5
1062250,220,1,1,1,1,1,1,1,1,1,1,10
1062562,907,1,1,1,1,1,1,1,1,1,1,10
1062675,448,1,1,1,1,1,1,1,1,1,1,10
1062707,242,1,1,1,1,1,1,1,1,1,1,10
1063114,21,1,1,1,1,1,1,1,1,1,1,10
1063151,453,1,1,1,1,1,1,1,1,1,1,10
1063155,891,1,1,1,1,1,1,1,1,1,1,10
1063368,751,1,1,1,1,1,1,1,1,1,1,10
1063771,891,1,1,1,1,1,1,1,1,1,1,10
1063884,458,1,1,1,1,1,1,1,1,1,1,10
1065696,100,1,1,1,1,1,1,1,1,1,1,10
1066302,162,1,1,1,1,1,1,1,1,1,1,10
1066850,103,1,1,1,1,1,1,1,1,1,1,10
1067108,954,1,1,1,1,1,1,1,1,1,1,10
1067540,770,0,0,0,0,1,1,1,1,1,1,6
1067634,954,1,1,1,1,1,1,1,1,1,1,10
1070042,344,1,1,1,1,1,1,1,1,1,1,10
1070178,276,1,1,1,1,1,1,1,1,1,1,10
1070622,233,1,1,1,1,1,1,1,1,1,1,10
1072637,232,1,1,1,1,1,1,1,1,1,1,10
1073439,761,1,1,1,1,1,1,1,1,1,1,10
1073959,305,1,1,1,1,1,1,1,1,1,1,10
1074063,206,1,1,1,1,1,1,1,1,1,1,10
1074806,535,0,0,0,1,1,1,1,1,1,1,7
1074910,132,1,1,1,1,1,1,1,1,1,1,10
1075041,190,1,1,1,1,1,1,1,1,1,1,10
1075200,234,1,1,1,1,1,1,1,1,1,1,10
1075272,207,1,1,1,1,1,1,1,1,1,1,10
1075820,80,1,1,1,1,1,1,1,1,1,1,10
1076463,850,1,1,1,1,1,1,1,1,1,1,10
1076998,481,0,1,1,1,1,1,1,1,1,1,9
1077183,270,1,1,1,1,1,1,1,1,1,1,10
1077192,913,1,1,1,1,1,1,1,1,1,1,10
1077315,492,1,1,1,1,1,1,1,1,1,1,10
1077795,104,1,1,1,1,1,1,1,1,1,1,10
1077998,906,1,1,1,1,1,1,1,1,1,1,10
1078121,741,1,1,1,1,1,1,1,1,1,1,10
1078795,82,1,1,1,1,1,1,1,1,1,1,10
1078927,799,1,1,1,1,1,1,1,1,1,1,10
1079044,82,1,1,1,1,1,1,1,1,1,1,10
1079198,170,1,1,1,1,1,1,1,1,1,1,10
1079660,114,1,1,1,1,1,1,1,1,1,1,10
1079733,777,1,1,1,1,1,1,1,1,1,1,10
1079824,116,0,0,1,1,1,1,1,1,1,1,8
1080004,615,1,1,1,1,1,1,1,1,1,1,10
1080458,973,0,0,1,1,1,1,1,1,1,1,8
1080819,903,1,1,1,1,1,1,1,1,1,1,10
1081222,900,1,1,1,1,1,1,1,1,1,1,10
1081625,900,1,1,1,1,1,1,1,1,1,1,10
1082431,906,1,1,1,1,1,1,1,1,1,1,10
1083237,908,1,1,1,1,1,1,1,1,1,1,10
1083360,490,1,1,1,1,1,1,1,1,1,1,10
1083631,961,1,1,1,1,1,1,1,1,1,1,10
1084034,188,1,1,1,1,1,1,1,1,1,1,10
1084043,905,1,1,1,1,1,1,1,1,1,1,10
1084446,902,1,1,1,1,1,1,1,1,1,1,10
1084840,244,1,1,1,1,1,1,1,1,1,1,10
1084881,774,1,1,1,1,1,1,1,1,1,1,10
1084981,605,1,1,1,1,1,1,1,1,1,1,10
1085243,360,1,1,1,1,1,1,1,1,1,1,10
1085384,283,1,1,1,1,1,1,1,1,1,1,10
1085664,532,0,0,0,0,1,1,1,1,1,1,6
1086728,190,1,1,1,1,1,1,1,1,1,1,10
1086855,175,1,1,1,1,1,1,1,1,1,1,10
1087000,107,1,1,1,1,1,1,1,1,1,1,10
1087228,38,0,0,0,1,1,1,1,1,1,1,7
1087507,82,1,1,1,1,1,1,1,1,1,1,10
1087802,890,1,1,1,1,1,1,1,1,1,1,10
1088236,527,0,1,1,1,1,1,1,1,1,1,9
1088363,727,0,0,1,1,1,1,1,1,1,1,8
1088608,922,1,1,1,1,1,1,1,1,1,1,10
1088888,601,1,1,1,1,1,1,1,1,1,1,10
1089273,385,1,1,1,1,1,1,1,1,1,1,10
1090070,208,1,1,1,1,1,1,1,1,1,1,10
1090115,22,1,1,1,1,1,1,1,1,1,1,10
1090220,890,1,1,1,1,1,1,1,1,1,1,10
1090482,628,1,1,1,1,1,1,1,1,1,1,10
1090541,148,1,1,1,1,1,1,1,1,1,1,10
1090700,922,1,1,1,1,1,1,1,1,1,1,10
1090904,393,0,0,1,1,1,1,1,1,1,1,8
1091691,410,1,1,1,1,1,1,1,1,1,1,10
1091729,604,0,0,0,1,1,1,1,1,1,1,7
1091832,890,1,1,1,1,1,1,1,1,1,1,10
1092312,314,1,1,1,1,1,1,1,1,1,1,10
1092638,100,1,1,1,1,1,1,1,1,1,1,10
1093118,775,1,1,1,1,1,1,1,1,1,1,10
1093236,270,0,1,1,1,1,1,1,1,1,1,9
1093303,469,1,1,1,1,1,1,1,1,1,1,10
1094070,231,0,0,0,0,1,1,1,1,1,1,6
1094109,566,1,1,1,1,1,1,1,1,1,1,10
1094250,104,1,1,1,1,1,1,1,1,1,1,10
1094915,15,1,1,1,1,1,1,1,1,1,1,10
1095146,481,1,1,1,1,1,1,1,1,1,1,10
1095318,480,1,1,1,1,1,1,1,1,1,1,10
1095365,290,0,0,0,0,1,1,1,1,1,1,6
1095549,481,1,1,1,1,1,1,1,1,1,1,10
1096115,191,1,1,1,1,1,1,1,1,1,1,10
1096165,295,1,1,1,1,1,1,1,1,1,1,10
1096355,488,1,1,1,1,1,1,1,1,1,1,10
1096758,480,1,1,1,1,1,1,1,1,1,1,10
1097311,727,1,1,1,1,1,1,1,1,1,1,10
1098284,28,1,1,1,1,1,1,1,1,1,1,10
1098533,666,1,1,1,1,1,1,1,1,1,1,10
1098542,728,1,1,1,1,1,1,1,1,1,1,10
1098578,23,1,1,1,1,1,1,1,1,1,1,10
1098936,342,1,1,1,1,1,1,1,1,1,1,10
1100806,770,1,1,1,1,1,1,1,1,1,1,10
1100951,325,1,1,1,1,1,1,1,1,1,1,10
1100960,378,1,1,1,1,1,1,1,1,1,1,10
1101132,64,1,1,1,1,1,1,1,1,1,1,10
1101766,158,1,1,1,1,1,1,1,1,1,1,10
1102563,21,1,1,1,1,1,1,1,1,1,1,10
1102608,23,1,1,1,1,1,1,1,1,1,1,10
1102717,28,1,1,1,1,1,1,1,1,1,1,10
1102772,881,1,1,1,1,1,1,1,1,1,1,10
1103378,959,1,1,1,1,1,1,1,1,1,1,10
1103398,605,0,0,0,0,0,1,1,1,1,1,5
1103550,666,1,1,1,1,1,1,1,1,1,1,10
1103922,370,1,1,1,1,1,1,1,1,1,1,10
1104184,824,1,1,1,1,1,1,1,1,1,1,10
1106422,339,0,0,1,1,1,1,1,1,1,1,8
1107109,232,1,1,1,1,1,1,1,1,1,1,10
1107427,461,0,0,1,1,1,1,1,1,1,1,8
1107449,385,1,1,1,1,1,1,1,1,1,1,10
1108165,80,1,1,1,1,1,1,1,1,1,1,10
1108771,757,1,1,1,1,1,1,1,1,1,1,10
1109056,23,1,1,1,1,1,1,1,1,1,1,10
1109287,980,1,1,1,1,1,1,1,1,1,1,10
1110297,366,1,1,1,1,1,1,1,1,1,1,10
1111456,606,1,1,1,1,1,1,1,1,1,1,10
1111583,27,1,1,1,1,1,1,1,1,1,1,10
1112063,527,0,0,1,1,1,1,1,1,1,1,8
1112108,980,0,0,1,1,1,1,1,1,1,1,8
1112896,770,1,1,1,1,1,1,1,1,1,1,10
1113195,20,1,1,1,1,1,1,1,1,1,1,10
1113598,21,1,1,1,1,1,1,1,1,1,1,10
1113744,294,0,0,0,1,1,1,1,1,1,1,7
1113780,240,0,1,1,1,1,1,1,1,1,1,9
1114662,156,1,1,1,1,1,1,1,1,1,1,10
1114952,980,1,1,1,1,1,1,1,1,1,1,10
1115871,186,1,1,1,1,1,1,1,1,1,1,10
1116012,950,1,1,1,1,1,1,1,1,1,1,10
1116035,864,0,0,1,1,1,1,1,1,1,1,8
1116310,23,1,1,1,1,1,1,1,1,1,1,10
1116944,980,1,1,1,1,1,1,1,1,1,1,10
1118027,958,1,1,1,1,1,1,1,1,1,1,10
1118163,935,1,1,1,1,1,1,1,1,1,1,10
1118692,614,1,1,1,1,1,1,1,1,1,1,10
1118760,921,1,1,1,1,1,1,1,1,1,1,10
1118970,462,0,0,0,0,1,1,1,1,1,1,6
1119095,156,1,1,1,1,1,1,1,1,1,1,10
1119372,800,1,1,1,1,1,1,1,1,1,1,10
1119920,297,1,1,1,1,1,1,1,1,1,1,10
1120445,959,1,1,1,1,1,1,1,1,1,1,10
1120581,410,1,1,1,1,1,1,1,1,1,1,10
1120735,146,1,1,1,1,1,1,1,1,1,1,10
1120754,774,0,0,0,1,1,1,1,1,1,1,7
1120830,63,1,1,1,1,1,1,1,1,1,1,10
1120984,387,1,1,1,1,1,1,1,1,1,1,10
1121387,380,1,1,1,1,1,1,1,1,1,1,10
1122193,466,1,1,1,1,1,1,1,1,1,1,10
1122319,258,1,1,1,1,1,1,1,1,1,1,10
1122337,600,1,1,1,1,1,1,1,1,1,1,10
1122460,65,1,1,1,1,1,1,1,1,1,1,10
1122989,980,1,1,1,1,1,1,1,1,1,1,10
1123334,802,1,1,1,1,1,1,1,1,1,1,10
1123547,378,0,1,1,1,1,1,1,1,1,1,9
1123566,953,1,1,1,1,1,1,1,1,1,1,10
1124461,309,1,1,1,1,1,1,1,1,1,1,10
1124615,79,1,1,1,1,1,1,1,1,1,1,10
1124661,75,0,1,1,1,1,1,1,1,1,1,9
1124986,770,0,1,1,1,1,1,1,1,1,1,9
1125013,190,1,1,1,1,1,1,1,1,1,1,10
1125543,315,1,1,1,1,1,1,1,1,1,1,10
1125812,322,0,0,0,0,1,1,1,1,1,1,6
1126014,278,1,1,1,1,1,1,1,1,1,1,10
1126223,469,1,1,1,1,1,1,1,1,1,1,10
1126385,23,1,1,1,1,1,1,1,1,1,1,10
1126435,620,1,1,1,1,1,1,1,1,1,1,10
1127029,274,1,1,1,1,1,1,1,1,1,1,10
1127038,380,0,0,1,1,1,1,1,1,1,1,8
1127087,296,1,1,1,1,1,1,1,1,1,1,10
1127378,933,0,0,1,1,1,1,1,1,1,1,8
1127558,330,1,1,1,1,1,1,1,1,1,1,10
1127626,238,1,1,1,1,1,1,1,1,1,1,10
1127893,954,1,1,1,1,1,1,1,1,1,1,10
1127961,840,1,1,1,1,1,1,1,1,1,1,10
1128210,775,1,1,1,1,1,1,1,1,1,1,10
1129446,190,1,1,1,1,1,1,1,1,1,1,10
1129869,150,0,0,0,1,1,1,1,1,1,1,7
1130089,327,1,1,1,1,1,1,1,1,1,1,10
1130330,937,1,1,1,1,1,1,1,1,1,1,10
1130465,627,1,1,1,1,1,1,1,1,1,1,10
1130494,77,0,0,0,0,1,1,1,1,1,1,6
1130524,58,1,1,1,1,1,1,1,1,1,1,10
1130800,600,1,1,1,1,1,1,1,1,1,1,10
1131059,785,1,1,1,1,1,1,1,1,1,1,10
1131452,980,1,1,1,1,1,1,1,1,1,1,10
1131480,852,1,1,1,1,1,1,1,1,1,1,10
1131869,87,1,1,1,1,1,1,1,1,1,1,10
1131991,847,1,1,1,1,1,1,1,1,1,1,10
1132032,432,1,1,1,1,1,1,1,1,1,1,10
1132721,451,0,1,1,1,1,1,1,1,1,1,9
1133558,958,1,1,1,1,1,1,1,1,1,1,10
1133689,470,1,1,1,1,1,1,1,1,1,1,10
1133870,980,1,1,1,1,1,1,1,1,1,1,10
1133880,301,1,1,1,1,1,1,1,1,1,1,10
1134409,497,1,1,1,1,1,1,1,1,1,1,10
1135079,980,1,1,1,1,1,1,1,1,1,1,10
1136248,130,0,1,1,1,1,1,1,1,1,1,9
1136701,209,1,1,1,1,1,1,1,1,1,1,10
1136719,956,1,1,1,1,1,1,1,1,1,1,10
1137122,956,1,1,1,1,1,1,1,1,1,1,10
1137154,291,0,1,1,1,1,1,1,1,1,1,9
1137615,229,1,1,1,1,1,1,1,1,1,1,10
1137900,980,0,1,1,1,1,1,1,1,1,1,9
1138373,349,0,0,0,0,0,1,1,1,1,1,5
1138525,424,1,1,1,1,1,1,1,1,1,1,10
1138630,407,1,1,1,1,1,1,1,1,1,1,10
1139137,474,1,1,1,1,1,1,1,1,1,1,10
1139169,290,0,1,1,1,1,1,1,1,1,1,9
1139291,121,0,1,1,1,1,1,1,1,1,1,9
1139494,761,1,1,1,1,1,1,1,1,1,1,10
1139648,273,1,1,1,1,1,1,1,1,1,1,10
1139812,851,0,0,1,1,1,1,1,1,1,1,8
1139915,980,1,1,1,1,1,1,1,1,1,1,10
1139925,285,1,1,1,1,1,1,1,1,1,1,10
1140192,531,1,1,1,1,1,1,1,1,1,1,10
1140327,190,1,1,1,1,1,1,1,1,1,1,10
1140328,72,1,1,1,1,1,1,1,1,1,1,10
1140454,323,1,1,1,1,1,1,1,1,1,1,10
1140780,179,1,1,1,1,1,1,1,1,1,1,10
1141152,482,1,1,1,1,1,1,1,1,1,1,10
1141297,191,1,1,1,1,1,1,1,1,1,1,10
1141587,282,0,1,1,1,1,1,1,1,1,1,9
1141673,46,0,1,1,1,1,1,1,1,1,1,9
1141930,980,1,1,1,1,1,1,1,1,1,1,10
1141958,897,1,1,1,1,1,1,1,1,1,1,10
1142447,928,1,1,1,1,1,1,1,1,1,1,10
1142823,891,1,1,1,1,1,1,1,1,1,1,10
1143148,190,1,1,1,1,1,1,1,1,1,1,10
1143602,467,0,1,1,1,1,1,1,1,1,1,9
1143887,77,1,1,1,1,1,1,1,1,1,1,10
1144099,922,1,1,1,1,1,1,1,1,1,1,10
1144394,605,1,1,1,1,1,1,1,1,1,1,10
1145087,601,1,1,1,1,1,1,1,1,1,1,10
1145300,100,0,1,1,1,1,1,1,1,1,1,9
1146074,928,1,1,1,1,1,1,1,1,1,1,10
1146305,703,1,1,1,1,1,1,1,1,1,1,10
1146789,930,1,1,1,1,1,1,1,1,1,1,10
1147315,385,0,1,1,1,1,1,1,1,1,1,9
1147388,266,0,0,0,1,1,1,1,1,1,1,7
1147469,917,0,0,1,1,1,1,1,1,1,1,8
1147600,193,1,1,1,1,1,1,1,1,1,1,10
1148111,490,1,1,1,1,1,1,1,1,1,1,10
1148238,315,1,1,1,1,1,1,1,1,1,1,10
1148320,661,1,1,1,1,1,1,1,1,1,1,10
1149320,296,1,1,1,1,1,1,1,1,1,1,10
1150060,275,0,0,0,0,0,1,1,1,1,1,5
1150126,845,1,1,1,1,1,1,1,1,1,1,10
1150316,619,1,1,1,1,1,1,1,1,1,1,10
1150656,300,1,1,1,1,1,1,1,1,1,1,10
1150855,174,1,1,1,1,1,1,1,1,1,1,10
1151018,410,1,1,1,1,1,1,1,1,1,1,10
1151313,937,1,1,1,1,1,1,1,1,1,1,10
1151602,980,1,1,1,1,1,1,1,1,1,1,10
1151630,926,1,1,1,1,1,1,1,1,1,1,10
1151689,531,0,1,1,1,1,1,1,1,1,1,9
1151998,773,0,0,0,0,0,1,1,1,1,1,5
1152005,980,1,1,1,1,1,1,1,1,1,1,10
1152708,330,0,0,1,1,1,1,1,1,1,1,8
1152744,857,1,1,1,1,1,1,1,1,1,1,10
1152811,980,1,1,1,1,1,1,1,1,1,1,10
1152947,406,1,1,1,1,1,1,1,1,1,1,10
1152975,727,1,1,1,1,1,1,1,1,1,1,10
1153237,68,1,1,1,1,1,1,1,1,1,1,10
1153848,218,1,1,1,1,1,1,1,1,1,1,10
1154396,525,0,1,1,1,1,1,1,1,1,1,9
1154999,919,1,1,1,1,1,1,1,1,1,1,10
1155048,327,1,1,1,1,1,1,1,1,1,1,10
1155768,407,1,1,1,1,1,1,1,1,1,1,10
1156058,327,1,1,1,1,1,1,1,1,1,1,10
1156063,958,1,1,1,1,1,1,1,1,1,1,10
1156420,752,1,1,1,1,1,1,1,1,1,1,10
1156864,328,1,1,1,1,1,1,1,1,1,1,10
1156927,454,1,1,1,1,1,1,1,1,1,1,10
1157090,347,1,1,1,1,1,1,1,1,1,1,10
1157267,328,1,1,1,1,1,1,1,1,1,1,10
1157761,959,1,1,1,1,1,1,1,1,1,1,10
1158512,81,1,1,1,1,1,1,1,1,1,1,10
1158589,219,1,1,1,1,1,1,1,1,1,1,10
1159192,608,1,1,1,1,1,1,1,1,1,1,10
1159318,243,1,1,1,1,1,1,1,1,1,1,10
1159518,180,1,1,1,1,1,1,1,1,1,1,10
1159962,338,0,0,1,1,1,1,1,1,1,1,8
1160179,331,1,1,1,1,1,1,1,1,1,1,10
1160201,573,1,1,1,1,1,1,1,1,1,1,10
1160491,496,0,0,0,1,1,1,1,1,1,1,7
1160930,180,1,1,1,1,1,1,1,1,1,1,10
1161134,142,1,1,1,1,1,1,1,1,1,1,10
1161610,891,1,1,1,1,1,1,1,1,1,1,10
1161841,133,1,1,1,1,1,1,1,1,1,1,10
1162013,100,1,1,1,1,1,1,1,1,1,1,10
1162253,530,1,1,1,1,1,1,1,1,1,1,10
1162380,321,0,0,1,1,1,1,1,1,1,1,8
1162483,980,1,1,1,1,1,1,1,1,1,1,10
1162542,67,1,1,1,1,1,1,1,1,1,1,10
1163472,727,0,0,0,1,1,1,1,1,1,1,7
1163548,27,1,1,1,1,1,1,1,1,1,1,10
1164104,190,1,1,1,1,1,1,1,1,1,1,10
1164231,42,1,1,1,1,1,1,1,1,1,1,10
1164901,980,1,1,1,1,1,1,1,1,1,1,10
1165160,604,1,1,1,1,1,1,1,1,1,1,10
1165563,952,1,1,1,1,1,1,1,1,1,1,10
1165825,214,1,1,1,1,1,1,1,1,1,1,10
1165966,225,1,1,1,1,1,1,1,1,1,1,10
1166065,525,0,1,1,1,1,1,1,1,1,1,9
1166169,86,1,1,1,1,1,1,1,1,1,1,10
1166369,44,1,1,1,1,1,1,1,1,1,1,10
1166649,594,1,1,1,1,1,1,1,1,1,1,10
1167175,900,1,1,1,1,1,1,1,1,1,1,10
1167578,605,1,1,1,1,1,1,1,1,1,1,10
1167645,620,1,1,1,1,1,1,1,1,1,1,10
1167745,503,1,1,1,1,1,1,1,1,1,1,10
1167801,208,0,0,0,0,0,1,1,1,1,1,5
1168125,980,1,1,1,1,1,1,1,1,1,1,10
1168184,122,1,1,1,1,1,1,1,1,1,1,10
1168787,776,1,1,1,1,1,1,1,1,1,1,10
1169470,982,1,1,1,1,1,1,1,1,1,1,10
1169593,174,1,1,1,1,1,1,1,1,1,1,10
1169996,277,1,1,1,1,1,1,1,1,1,1,10
1170199,112,1,1,1,1,1,1,1,1,1,1,10
1170219,275,0,0,0,0,0,1,1,1,1,1,5
1170229,257,0,0,0,0,0,1,1,1,1,1,5
1170313,460,1,1,1,1,1,1,1,1,1,1,10
1170399,210,1,1,1,1,1,1,1,1,1,1,10
1170498,525,0,1,1,1,1,1,1,1,1,1,9
1170566,500,1,1,1,1,1,1,1,1,1,1,10
1170657,460,1,1,1,1,1,1,1,1,1,1,10
1170679,31,1,1,1,1,1,1,1,1,1,1,10
1170802,296,1,1,1,1,1,1,1,1,1,1,10
1170843,339,0,0,1,1,1,1,1,1,1,1,8
1171246,305,0,0,1,1,1,1,1,1,1,1,8
1171485,103,1,1,1,1,1,1,1,1,1,1,10
1171545,334,0,0,1,1,1,1,1,1,1,1,8
1171608,923,1,1,1,1,1,1,1,1,1,1,10
1171775,503,1,1,1,1,1,1,1,1,1,1,10
1171925,630,1,1,1,1,1,1,1,1,1,1,10
1172011,922,1,1,1,1,1,1,1,1,1,1,10
1172432,992,1,1,1,1,1,1,1,1,1,1,10
1172455,705,0,0,1,1,1,1,1,1,1,1,8
1172513,525,0,1,1,1,1,1,1,1,1,1,9
1172676,358,1,1,1,1,1,1,1,1,1,1,10
1173261,216,0,0,1,1,1,1,1,1,1,1,8
1173537,806,1,1,1,1,1,1,1,1,1,1,10
1173613,327,1,1,1,1,1,1,1,1,1,1,10
1173989,430,1,1,1,1,1,1,1,1,1,1,10
1174016,327,1,1,1,1,1,1,1,1,1,1,10
1174076,483,1,1,1,1,1,1,1,1,1,1,10
1174229,132,1,1,1,1,1,1,1,1,1,1,10
1174357,781,0,0,1,1,1,1,1,1,1,1,8
1174470,43,0,0,1,1,1,1,1,1,1,1,8
1174516,276,0,0,0,1,1,1,1,1,1,1,7
1174746,57,1,1,1,1,1,1,1,1,1,1,10
1175035,104,1,1,1,1,1,1,1,1,1,1,10
