store_code_uc,store_zip3,fips_state_code,fips_state_descr,fips_county_code,fips_county_descr,years_all,years_drink
2394600,38,33,NH,15,ROCKINGHAM,1,0
2394617,804,8,CO,59,JEFFERSON,1,1
2394708,327,12,FL,127,VOLUSIA,1,1
2394744,324,12,FL,5,BAY,1,1
2394975,381,47,TN,157,SHELBY,0,0
2395030,804,8,CO,59,JEFFERSON,1,1
2395039,785,48,TX,61,CAMERON,0,0
2395061,78,34,NJ,27,MORRIS,0,0
2395319,190,42,PA,45,DELAWARE,1,1
2395368,394,0,0,0,0,0,0
2395406,278,37,NC,191,WAYNE,0,0
2395442,794,48,TX,303,LUBBOCK,1,1
2395519,731,40,OK,109,OKLAHOMA,1,1
2395550,335,12,FL,57,HILLSBOROUGH,1,1
2395845,750,48,TX,113,DALLAS,1,1
2396325,190,42,PA,91,MONTGOMERY,1,1
2396326,791,48,TX,381,RANDALL,1,0
2396356,349,12,FL,85,MARTIN,1,1
2396384,166,42,PA,61,HUNTINGDON,1,1
2396451,610,17,IL,7,BOONE,1,1
2396460,179,42,PA,107,SCHUYLKILL,1,1
2396555,474,18,IN,105,MONROE,1,1
2396728,166,42,PA,33,CLEARFIELD,1,1
2396759,342,12,FL,81,MANATEE,1,1
2396881,212,24,MD,510,BALTIMORE CT,0,0
2396922,796,48,TX,441,TAYLOR,0,0
2397045,63,9,CT,11,NEW LONDON,1,1
2397054,756,48,TX,183,GREGG,1,1
2397076,85,34,NJ,35,SOMERSET,1,1
2397131,152,42,PA,3,ALLEGHENY,1,1
2397162,480,26,MI,99,MACOMB,1,1
2397257,463,18,IN,89,LAKE,0,0
2397383,524,0,0,0,0,0,0
2397448,197,10,DE,3,NEW CASTLE,1,1
2397457,844,49,UT,57,WEBER,1,1
2397515,793,0,0,0,0,0,0
2397534,292,45,SC,79,RICHLAND,1,1
2397552,282,37,NC,119,MECKLENBURG,1,1
2397937,381,47,TN,157,SHELBY,1,1
2397955,281,37,NC,71,GASTON,0,0
2397968,554,27,MN,3,ANOKA,1,1
2398063,686,31,NE,141,PLATTE,0,0
2398263,840,49,UT,13,DUCHESNE,1,1
2398285,87,34,NJ,25,MONMOUTH,1,1
2398358,283,37,NC,51,CUMBERLAND,1,1
2398475,307,13,GA,213,MURRAY,0,0
2398543,68,9,CT,1,FAIRFIELD,1,0
2398744,727,5,AR,7,BENTON,1,0
2398761,283,37,NC,51,CUMBERLAND,0,0
2398774,799,48,TX,141,EL PASO,1,1
2399069,847,49,UT,53,WASHINGTON,1,1
2399339,54,0,0,0,0,0,0
2399494,70,34,NJ,13,ESSEX,1,1
2399549,381,47,TN,157,SHELBY,1,1
2399580,799,48,TX,141,EL PASO,1,1
2399621,439,39,OH,81,JEFFERSON,1,1
2399675,685,31,NE,109,LANCASTER,1,1
2399811,381,47,TN,157,SHELBY,0,0
2399865,64,9,CT,9,NEW HAVEN,1,1
2399875,240,51,VA,161,ROANOKE,1,1
2399897,79,34,NJ,35,SOMERSET,1,1
2399952,381,47,TN,157,SHELBY,1,1
2400069,606,17,IL,31,COOK,1,1
2400278,235,51,VA,550,CHESAPEAKE,1,1
2400355,381,47,TN,157,SHELBY,1,1
2400386,785,48,TX,215,HIDALGO,1,1
2400758,787,48,TX,453,TRAVIS,1,1
2400875,600,17,IL,97,LAKE,1,0
2401106,79,34,NJ,27,MORRIS,1,1
2401161,764,48,TX,497,WISE,1,1
2401192,853,4,AZ,13,MARICOPA,1,1
2401219,681,0,0,0,0,0,0
2401287,685,31,NE,109,LANCASTER,1,1
2401296,296,45,SC,73,OCONEE,0,0
2401468,804,8,CO,59,JEFFERSON,1,1
2401564,795,48,TX,59,CALLAHAN,1,1
2401595,891,32,NV,3,CLARK,1,1
2401690,685,31,NE,109,LANCASTER,1,1
2401967,799,48,TX,141,EL PASO,1,1
2401994,624,17,IL,49,EFFINGHAM,1,1
2402237,238,0,0,0,0,0,0
2402370,761,48,TX,439,TARRANT,1,1
2402383,926,6,CA,59,ORANGE,0,0
2402397,626,17,IL,107,LOGAN,1,1
2402401,956,6,CA,95,SOLANO,1,1
2402640,610,0,0,0,0,0,0
2402686,64,9,CT,9,NEW HAVEN,1,1
2402718,74,34,NJ,31,PASSAIC,1,1
2402773,760,48,TX,221,HOOD,1,1
2402786,926,6,CA,59,ORANGE,0,0
2402804,347,12,FL,97,OSCEOLA,0,0
2403121,74,34,NJ,27,MORRIS,1,1
2403176,750,48,TX,113,DALLAS,1,1
2403203,462,18,IN,97,MARION,1,1
2403533,284,37,NC,47,COLUMBUS,1,1
2403579,780,48,TX,479,WEBB,1,1
2403606,672,20,KS,173,SEDGWICK,1,1
2403610,993,53,WA,5,BENTON,1,1
2403637,70,0,0,0,0,0,0
2403831,328,0,0,0,0,0,0
2403995,926,6,CA,59,ORANGE,0,0
2404176,841,49,UT,35,SALT LAKE,1,1
2404330,88,34,NJ,19,HUNTERDON,0,0
2404412,708,22,LA,33,E BATON RGE,1,1
2404416,693,31,NE,157,SCOTTS BLUFF,1,1
2404692,804,8,CO,117,SUMMIT,1,1
2404810,372,47,TN,37,DAVIDSON,1,1
2404905,606,17,IL,31,COOK,1,1
2405136,0,0,0,0,0,0,0
2405136,70,34,NJ,13,ESSEX,0,0
2405191,750,48,TX,85,COLLIN,1,1
2405218,480,26,MI,99,MACOMB,1,1
2405222,882,35,NM,5,CHAVES,1,1
2405345,532,55,WI,79,MILWAUKEE,1,1
2405443,847,0,0,0,0,0,0
2405517,352,1,AL,73,JEFFERSON,1,1
2405539,74,34,NJ,31,PASSAIC,1,1
2405594,785,48,TX,427,STARR,1,1
2405621,480,26,MI,147,SAINT CLAIR,1,1
2405788,871,35,NM,1,BERNALILLO,1,1
2406024,483,26,MI,99,MACOMB,1,1
2406028,600,17,IL,97,LAKE,1,1
2406498,394,0,0,0,0,0,0
2406652,783,0,0,0,0,0,0
2406803,840,49,UT,11,DAVIS,0,0
2406834,601,17,IL,89,KANE,1,1
2406901,352,0,0,0,0,0,0
2406956,212,24,MD,510,BALTIMORE CT,1,0
2407120,38,33,NH,15,ROCKINGHAM,1,1
2407129,366,1,AL,97,MOBILE,1,1
2407151,74,34,NJ,37,SUSSEX,1,1
2407233,554,27,MN,3,ANOKA,1,1
2407266,495,26,MI,81,KENT,1,0
2407609,846,49,UT,23,JUAB,0,0
2407640,601,17,IL,31,COOK,1,1
2407925,64,9,CT,9,NEW HAVEN,1,1
2407926,40,23,ME,5,CUMBERLAND,1,1
2408012,844,49,UT,57,WEBER,1,1
2408039,657,29,MO,43,CHRISTIAN,1,1
2408043,601,17,IL,43,DU PAGE,1,1
2408360,88,34,NJ,23,MIDDLESEX,0,0
2408415,840,49,UT,35,SALT LAKE,0,0
2408741,604,17,IL,197,WILL,1,1
2408763,87,34,NJ,29,OCEAN,0,0
2408818,946,6,CA,1,ALAMEDA,1,1
2408849,601,17,IL,31,COOK,1,1
2409272,279,0,0,0,0,0,0
2409537,64,9,CT,9,NEW HAVEN,1,1
2409624,841,49,UT,35,SALT LAKE,1,1
2409779,183,42,PA,89,MONROE,1,0
2409972,74,34,NJ,3,BERGEN,1,1
2410027,242,51,VA,191,WASHINGTON,1,1
2410058,601,17,IL,43,DU PAGE,1,1
2410279,809,0,0,0,0,0,0
2410334,804,8,CO,65,LAKE,1,1
2410402,234,51,VA,800,SUFFOLK,1,1
2410430,243,51,VA,155,PULASKI,1,1
2410833,531,55,WI,59,KENOSHA,1,1
2410864,605,17,IL,89,KANE,1,1
2411236,548,55,WI,129,WASHBURN,1,1
2411562,69,9,CT,1,FAIRFIELD,1,1
2411639,826,56,WY,25,NATRONA,1,1
2411670,605,17,IL,43,DU PAGE,1,1
2411775,270,37,NC,59,DAVIE,1,1
2411891,335,0,0,0,0,0,0
2412042,829,56,WY,37,SWEETWATER,1,1
2412304,331,12,FL,86,MIAMI-DADE,0,0
2412368,705,22,LA,97,ST LANDRY,1,1
2412476,606,17,IL,31,COOK,1,1
2412639,841,0,0,0,0,0,0
2412698,232,51,VA,87,HENRICO,0,0
2412848,547,55,WI,35,EAU CLAIRE,1,1
2413110,330,12,FL,11,BROWARD,0,0
2413282,604,17,IL,31,COOK,1,1
2413599,87,34,NJ,29,OCEAN,0,0
2413685,605,17,IL,31,COOK,1,1
2413857,128,36,NY,113,WARREN,1,1
2413903,282,37,NC,119,MECKLENBURG,1,1
2414002,88,34,NJ,23,MIDDLESEX,1,1
2414011,284,37,NC,141,PENDER,1,1
2414097,212,24,MD,5,BALTIMORE,1,1
2414375,740,40,OK,143,TULSA,1,0
2414420,292,45,SC,79,RICHLAND,1,0
2414491,323,12,FL,73,LEON,1,1
2414509,790,0,0,0,0,0,0
2415066,238,51,VA,149,PRINCE GEO,1,1
2415297,327,12,FL,117,SEMINOLE,1,1
2415392,704,22,LA,105,TANGIPAHOA,1,1
2415931,760,48,TX,439,TARRANT,0,0
2416103,557,27,MN,137,SAINT LOUIS,1,1
2416429,295,45,SC,33,DILLON,1,1
2416796,787,48,TX,453,TRAVIS,1,1
2416929,625,0,0,0,0,0,0
2417417,284,37,NC,61,DUPLIN,1,0
2417588,805,8,CO,13,BOULDER,1,1
2417715,574,46,SD,13,BROWN,1,1
2417888,773,48,TX,339,MONTGOMERY,1,0
2418168,614,17,IL,95,KNOX,0,0
2418213,402,21,KY,111,JEFFERSON,0,0
2418254,479,18,IN,157,TIPPECANOE,1,1
2418521,799,48,TX,141,EL PASO,1,1
2418539,790,0,0,0,0,0,0
2418616,402,21,KY,111,JEFFERSON,0,0
2418944,105,0,0,0,0,0,0
2419558,333,12,FL,11,BROWARD,0,0
2419708,802,8,CO,1,ADAMS,1,0
2419730,850,4,AZ,13,MARICOPA,1,1
2419748,792,0,0,0,0,0,0
2420976,379,47,TN,93,KNOX,1,1
2421003,294,45,SC,19,CHARLESTON,1,1
2421360,791,0,0,0,0,0,0
2421437,402,21,KY,111,JEFFERSON,0,0
2421542,605,17,IL,93,KENDALL,0,0
2421745,891,32,NV,3,CLARK,1,1
2422062,198,10,DE,3,NEW CASTLE,0,0
2422166,790,0,0,0,0,0,0
2422243,471,18,IN,43,FLOYD,1,1
2422578,537,55,WI,25,DANE,0,0
2422819,784,48,TX,355,NUECES,1,1
2422950,190,42,PA,91,MONTGOMERY,1,1
2423329,500,0,0,0,0,0,0
2425698,40,23,ME,5,CUMBERLAND,1,1
2426060,64,0,0,0,0,0,0
2426198,70,0,0,0,0,0,0
2426577,191,42,PA,101,PHILADELPHIA,1,1
2426980,371,47,TN,189,WILSON,1,1
2427156,81,34,NJ,7,CAMDEN,1,1
2427265,352,1,AL,73,JEFFERSON,1,1
2427424,782,48,TX,29,BEXAR,1,1
2427768,923,6,CA,71,SAN BRNRDINO,1,1
2427786,376,47,TN,163,SULLIVAN,1,1
2428066,805,8,CO,69,LARIMER,1,1
2428085,720,5,AR,119,PULASKI,1,1
2428383,917,6,CA,71,SAN BRNRDINO,0,0
2428488,851,4,AZ,21,PINAL,1,1
2428718,212,24,MD,5,BALTIMORE,0,0
2428854,508,19,IA,173,TAYLOR,1,0
2428951,140,36,NY,29,ERIE,1,0
2429009,462,18,IN,97,MARION,0,0
2429230,333,12,FL,11,BROWARD,0,0
2429660,503,19,IA,153,POLK,1,1
2430186,117,36,NY,59,NASSAU,1,1
2430344,913,6,CA,37,LOS ANGELES,0,0
2430706,537,55,WI,25,DANE,0,0
2431290,805,8,CO,69,LARIMER,1,1
2431321,782,0,0,0,0,0,0
2431648,330,12,FL,11,BROWARD,0,0
2431798,336,12,FL,57,HILLSBOROUGH,1,1
2431857,283,37,NC,51,CUMBERLAND,1,1
2432287,101,36,NY,61,NEW YORK,1,1
2432518,488,26,MI,67,IONIA,1,1
2432576,231,51,VA,199,YORK,1,1
2432911,64,9,CT,1,FAIRFIELD,0,0
2432921,489,26,MI,65,INGHAM,1,1
2433151,212,24,MD,5,BALTIMORE,1,1
2433346,275,37,NC,183,WAKE,0,0
2433432,314,13,GA,51,CHATHAM,1,1
2433663,330,12,FL,11,BROWARD,0,0
2433717,64,9,CT,9,NEW HAVEN,1,1
2433727,392,28,MS,49,HINDS,1,1
2433990,298,45,SC,3,AIKEN,1,0
2434007,10,25,MA,13,HAMPDEN,1,1
2434763,212,24,MD,5,BALTIMORE,1,1
2434958,164,42,PA,39,CRAWFORD,0,0
2435284,600,17,IL,97,LAKE,1,1
2435302,503,19,IA,153,POLK,0,0
2435553,283,0,0,0,0,0,0
2435553,371,47,TN,127,MOORE,0,0
2435733,787,48,TX,453,TRAVIS,0,0
2436493,322,12,FL,31,DUVAL,1,1
2436973,161,42,PA,85,MERCER,1,1
2437349,305,13,GA,137,HABERSHAM,1,1
2437376,161,42,PA,85,MERCER,1,1
2437421,346,12,FL,103,PINELLAS,1,1
2437779,161,42,PA,73,LAWRENCE,1,1
2437787,113,0,0,0,0,0,0
2437915,531,55,WI,133,WAUKESHA,1,1
2438440,15,25,MA,27,WORCESTER,1,1
2438585,444,39,OH,155,TRUMBULL,1,1
2438667,770,48,TX,201,HARRIS,1,1
2439890,280,37,NC,161,RUTHERFORD,1,0
2440052,160,42,PA,19,BUTLER,1,1
2440197,452,39,OH,61,HAMILTON,0,0
2440330,194,42,PA,91,MONTGOMERY,1,0
2440333,300,13,GA,67,COBB,1,1
2440600,174,42,PA,133,YORK,1,1
2440736,300,13,GA,89,DE KALB,1,1
2440981,161,42,PA,73,LAWRENCE,0,0
2441003,175,42,PA,71,LANCASTER,1,1
2441048,346,12,FL,103,PINELLAS,0,0
2441225,902,6,CA,37,LOS ANGELES,1,1
2441415,928,6,CA,59,ORANGE,0,0
2441488,531,55,WI,79,MILWAUKEE,1,1
2441491,786,0,0,0,0,0,0
2441542,241,51,VA,155,PULASKI,1,1
2441932,238,51,VA,53,DINWIDDIE,1,1
2442212,173,42,PA,133,YORK,1,1
2442294,543,55,WI,9,BROWN,1,1
2442345,189,42,PA,17,BUCKS,1,0
2442593,381,47,TN,157,SHELBY,1,1
2443141,232,51,VA,87,HENRICO,1,1
2443380,805,8,CO,69,LARIMER,1,1
2443421,170,42,PA,75,LEBANON,1,1
2443503,820,56,WY,21,LARAMIE,1,1
2443643,930,6,CA,111,VENTURA,0,0
2444342,327,12,FL,127,VOLUSIA,1,0
2444349,644,29,MO,75,GENTRY,1,0
2444589,805,8,CO,69,LARIMER,1,1
2444608,785,48,TX,61,CAMERON,1,1
2445042,941,6,CA,75,SAN FRANCISC,1,1
2445129,451,39,OH,27,CLINTON,1,0
2445251,981,53,WA,33,KING,1,1
2445291,80,34,NJ,7,CAMDEN,1,1
2445481,346,12,FL,101,PASCO,1,1
2445558,644,29,MO,81,HARRISON,1,1
2445817,770,48,TX,201,HARRIS,1,1
2446220,797,48,TX,371,PECOS,1,1
2447026,752,48,TX,113,DALLAS,1,1
2447171,323,12,FL,73,LEON,0,0
2447410,804,8,CO,107,ROUTT,1,1
2447460,601,17,IL,89,KANE,1,1
2448140,763,48,TX,485,WICHITA,1,0
2448447,750,48,TX,85,COLLIN,1,1
2448515,80,34,NJ,5,BURLINGTON,1,1
2448660,184,42,PA,69,LACKAWANNA,0,0
2449022,806,8,CO,1,ADAMS,1,1
2449199,300,13,GA,135,GWINNETT,1,1
2449216,352,0,0,0,0,0,0
2449339,115,36,NY,59,NASSAU,1,1
2449416,681,0,0,0,0,0,0
2449466,216,24,MD,29,KENT,0,0
2449878,786,48,TX,491,WILLIAMSON,1,1
2450394,644,29,MO,227,WORTH,1,0
2450589,359,1,AL,95,MARSHALL,1,0
2450675,238,51,VA,149,PRINCE GEO,1,1
2450865,757,48,TX,423,SMITH,1,1
2450933,198,10,DE,3,NEW CASTLE,1,1
2450992,330,12,FL,11,BROWARD,0,0
2451078,210,24,MD,25,HARFORD,1,1
2451644,980,53,WA,33,KING,0,0
2451843,806,0,0,0,0,0,0
2452603,62,0,0,0,0,0,0
2453754,191,42,PA,101,PHILADELPHIA,1,1
2454148,750,48,TX,85,COLLIN,1,1
2454230,328,12,FL,95,ORANGE,0,0
2454963,112,36,NY,47,KINGS,1,1
2455235,33,33,NH,13,MERRIMACK,1,1
2455734,543,55,WI,9,BROWN,1,0
2455760,551,27,MN,123,RAMSEY,1,1
2456095,535,55,WI,25,DANE,1,1
2456276,806,8,CO,123,WELD,0,0
2456843,270,37,NC,169,STOKES,1,1
2456911,270,37,NC,59,DAVIE,1,0
2457304,17,25,MA,17,MIDDLESEX,1,1
2457381,191,42,PA,101,PHILADELPHIA,0,0
2457888,806,8,CO,123,WELD,0,0
2458341,486,26,MI,145,SAGINAW,0,0
2458649,333,12,FL,11,BROWARD,0,0
2458791,442,39,OH,153,SUMMIT,1,0
2458858,336,12,FL,57,HILLSBOROUGH,1,1
2458916,381,47,TN,157,SHELBY,0,0
2458994,295,45,SC,67,MARION,1,0
2459011,432,39,OH,49,FRANKLIN,1,1
2459097,806,8,CO,123,WELD,1,1
2459356,317,13,GA,277,TIFT,1,1
2459483,852,4,AZ,13,MARICOPA,1,0
2459722,381,47,TN,157,SHELBY,1,1
2459953,523,19,IA,113,LINN,1,1
2460000,335,12,FL,101,PASCO,1,0
2460193,502,19,IA,153,POLK,1,1
2460474,330,12,FL,11,BROWARD,1,1
2460750,189,42,PA,17,BUCKS,0,0
2461497,405,21,KY,67,FAYETTE,1,1
2461534,329,12,FL,9,BREVARD,1,1
2461683,915,6,CA,37,LOS ANGELES,1,1
2462086,338,12,FL,105,POLK,1,1
2462140,381,47,TN,157,SHELBY,0,0
2462276,333,12,FL,11,BROWARD,0,0
2462303,405,21,KY,67,FAYETTE,1,1
2463109,427,21,KY,93,HARDIN,1,1
2463146,112,36,NY,47,KINGS,1,1
2463204,460,18,IN,95,MADISON,0,0
2463349,381,47,TN,157,SHELBY,1,1
2463539,64,9,CT,9,NEW HAVEN,1,1
2463549,103,36,NY,85,RICHMOND,1,1
2463743,606,17,IL,31,COOK,1,1
2463752,381,47,TN,157,SHELBY,1,0
2464097,296,45,SC,7,ANDERSON,1,1
2464155,381,47,TN,157,SHELBY,1,1
2464482,577,46,SD,93,MEADE,1,0
2464558,381,47,TN,157,SHELBY,1,1
2464722,853,4,AZ,13,MARICOPA,1,0
2464961,381,47,TN,157,SHELBY,1,1
2465305,644,29,MO,5,ATCHISON,1,0
2465364,381,47,TN,157,SHELBY,0,0
2465374,280,37,NC,71,GASTON,1,0
2465461,300,13,GA,135,GWINNETT,1,0
2465767,381,47,TN,157,SHELBY,1,1
2465835,761,48,TX,439,TARRANT,0,0
2465953,954,6,CA,45,MENDOCINO,1,1
2466125,327,12,FL,9,BREVARD,1,1
2466247,194,42,PA,91,MONTGOMERY,0,0
2466641,770,48,TX,201,HARRIS,1,1
2466650,198,10,DE,3,NEW CASTLE,1,1
2466976,381,47,TN,157,SHELBY,1,1
2467013,333,12,FL,11,BROWARD,0,0
2467157,807,8,CO,87,MORGAN,1,1
2467213,152,42,PA,3,ALLEGHENY,1,0
2467447,571,46,SD,99,MINNEHAHA,1,1
2467734,890,32,NV,17,LINCOLN,1,0
2467927,855,4,AZ,9,GRAHAM,1,1
2468049,337,12,FL,103,PINELLAS,1,1
2468127,825,56,WY,13,FREMONT,1,1
2468262,77,34,NJ,25,MONMOUTH,1,1
2468463,660,20,KS,91,JOHNSON,1,0
2468512,396,28,MS,77,LAWRENCE,1,0
2468656,620,17,IL,119,MADISON,1,1
2468733,937,6,CA,19,FRESNO,1,1
2468778,64,9,CT,3,HARTFORD,1,1
2468809,583,0,0,0,0,0,0
2469059,805,8,CO,69,LARIMER,1,1
2469136,912,6,CA,37,LOS ANGELES,0,0
2469191,380,47,TN,157,SHELBY,0,0
2469354,947,6,CA,1,ALAMEDA,1,0
2469462,763,48,TX,485,WICHITA,1,1
2469721,142,36,NY,29,ERIE,1,0
2469757,928,6,CA,59,ORANGE,1,1
2470268,585,38,ND,15,BURLEIGH,0,0
2470381,807,8,CO,87,MORGAN,1,1
2470478,982,53,WA,61,SNOHOMISH,1,0
2470748,951,6,CA,85,SANTA CLARA,1,1
2471074,531,55,WI,133,WAUKESHA,1,1
2471192,956,6,CA,113,YOLO,1,1
2471477,794,48,TX,303,LUBBOCK,1,1
2471767,296,45,SC,45,GREENVILLE,1,1
2472283,750,48,TX,113,DALLAS,1,1
2472804,497,26,MI,119,MONTMORENCY,1,1
2473089,587,38,ND,101,WARD,1,1
2473299,197,10,DE,3,NEW CASTLE,1,0
2473406,427,21,KY,85,GRAYSON,1,1
2473610,485,26,MI,49,GENESEE,1,1
2473624,103,36,NY,85,RICHMOND,0,0
2473732,297,45,SC,25,CHESTERFIELD,1,1
2473864,324,12,FL,5,BAY,0,0
2474240,450,39,OH,17,BUTLER,1,1
2474298,520,19,IA,61,DUBUQUE,1,1
2474416,480,26,MI,99,MACOMB,1,1
2474534,278,37,NC,147,PITT,0,0
2474611,334,12,FL,99,PALM BEACH,0,0
2474941,917,6,CA,71,SAN BRNRDINO,1,1
2475217,807,8,CO,75,LOGAN,1,0
2475476,322,12,FL,31,DUVAL,1,1
2475869,212,24,MD,5,BALTIMORE,1,0
2476431,117,36,NY,59,NASSAU,1,1
2476716,381,47,TN,157,SHELBY,1,1
2476793,30,33,NH,11,HILLSBOROUGH,1,1
2476839,325,12,FL,33,ESCAMBIA,1,1
2476926,490,26,MI,77,KALAMAZOO,1,0
2477100,850,0,0,0,0,0,0
2477128,77,34,NJ,25,MONMOUTH,1,1
2477237,440,39,OH,85,LAKE,1,1
2477654,104,36,NY,5,BRONX,0,0
2477732,88,34,NJ,23,MIDDLESEX,1,0
2477925,672,20,KS,173,SEDGWICK,1,1
2478183,522,19,IA,103,JOHNSON,1,0
2478260,330,12,FL,11,BROWARD,1,1
2478328,815,8,CO,77,MESA,1,1
2478460,31,33,NH,13,MERRIMACK,1,1
2478731,577,46,SD,103,PENNINGTON,0,0
2479066,330,12,FL,11,BROWARD,1,1
2479134,787,48,TX,453,TRAVIS,1,1
2479211,370,47,TN,81,HICKMAN,1,1
2479266,101,36,NY,61,NEW YORK,1,1
2479469,333,12,FL,11,BROWARD,1,1
2479496,212,24,MD,5,BALTIMORE,1,1
2479537,787,48,TX,453,TRAVIS,1,1
2479872,333,12,FL,11,BROWARD,0,0
2479909,309,13,GA,245,RICHMOND,1,1
2480017,239,51,VA,37,CHARLOTTE,1,1
2480180,462,18,IN,97,MARION,1,1
2480256,809,0,0,0,0,0,0
2480553,740,40,OK,143,TULSA,1,0
2480620,787,48,TX,453,TRAVIS,1,1
2480783,380,47,TN,157,SHELBY,1,1
2480823,486,26,MI,143,ROSCOMMON,1,1
2481955,553,27,MN,53,HENNEPIN,1,1
2482136,983,53,WA,53,PIERCE,1,1
2482300,469,18,IN,103,MIAMI,1,0
2482435,86,34,NJ,21,MERCER,1,1
2482539,984,53,WA,53,PIERCE,0,0
2482838,191,42,PA,101,PHILADELPHIA,1,1
2483096,330,12,FL,11,BROWARD,0,0
2483164,462,18,IN,97,MARION,0,0
2484083,808,8,CO,63,KIT CARSON,1,1
2484180,20,25,MA,21,NORFOLK,1,0
2484247,385,47,TN,49,FENTRESS,0,0
2484315,286,37,NC,35,CATAWBA,1,0
2484554,983,53,WA,53,PIERCE,1,1
2484957,980,53,WA,33,KING,1,1
2485206,60,9,CT,3,HARTFORD,1,0
2485514,334,12,FL,99,PALM BEACH,1,1
2485773,484,26,MI,125,OAKLAND,1,1
2486139,660,20,KS,91,JOHNSON,0,0
2486868,120,36,NY,57,MONTGOMERY,0,0
2486913,64,9,CT,7,MIDDLESEX,0,0
2487081,80,34,NJ,33,SALEM,1,1
2487126,349,12,FL,111,SAINT LUCIE,0,0
2487271,212,24,MD,5,BALTIMORE,1,1
2487674,398,13,GA,253,SEMINOLE,1,1
2487806,120,36,NY,1,ALBANY,1,0
2488077,263,54,WV,85,RITCHIE,1,1
2488480,133,36,NY,65,ONEIDA,1,1
2488548,176,42,PA,71,LANCASTER,0,0
2488996,372,47,TN,37,DAVIDSON,0,0
2489399,535,55,WI,45,GREEN,1,0
2489744,751,48,TX,397,ROCKWALL,1,1
2489984,462,18,IN,97,MARION,1,1
2490073,481,0,0,0,0,0,0
2490198,212,0,0,0,0,0,0
2490331,741,0,0,0,0,0,0
2490708,370,47,TN,165,SUMNER,1,1
2491270,197,10,DE,3,NEW CASTLE,0,0
2491903,646,29,MO,117,LIVINGSTON,1,1
2492325,857,4,AZ,19,PIMA,1,1
2492515,320,12,FL,7,BRADFORD,0,0
2492968,539,55,WI,111,SAUK,1,1
2493131,925,6,CA,65,RIVERSIDE,1,1
2493642,460,18,IN,95,MADISON,1,1
2494199,986,53,WA,11,CLARK,0,0
2494285,145,36,NY,55,MONROE,1,1
2494448,477,18,IN,163,VANDERBURGH,1,1
2494915,211,24,MD,5,BALTIMORE,1,1
2494928,378,47,TN,67,HANCOCK,1,1
2495074,359,1,AL,95,MARSHALL,1,0
2495389,759,0,0,0,0,0,0
2495463,641,29,MO,47,CLAY,1,1
2495464,342,12,FL,115,SARASOTA,1,0
2495589,331,12,FL,86,MIAMI-DADE,1,1
2495626,462,18,IN,97,MARION,1,1
2495811,945,6,CA,13,CONTRA COSTA,1,1
2495947,900,6,CA,37,LOS ANGELES,1,1
2495956,157,0,0,0,0,0,0
2496192,544,55,WI,73,MARATHON,1,1
2496540,405,21,KY,67,FAYETTE,1,1
2496595,535,55,WI,111,SAUK,1,1
2497062,493,26,MI,81,KENT,1,1
2497166,983,53,WA,53,PIERCE,1,0
2497346,427,21,KY,99,HART,1,1
2497401,840,49,UT,49,UTAH,1,1
2497672,469,18,IN,67,HOWARD,1,1
2497736,762,48,TX,121,DENTON,1,1
2498574,917,6,CA,37,LOS ANGELES,1,0
2498958,224,51,VA,33,CAROLINE,1,1
2498994,809,8,CO,41,EL PASO,1,1
2499104,465,18,IN,39,ELKHART,1,0
2499216,331,12,FL,86,MIAMI-DADE,1,1
2499243,215,24,MD,1,ALLEGANY,0,0
2499579,613,17,IL,99,LA SALLE,1,1
2499764,35,33,NH,7,COOS,0,0
2499910,120,36,NY,57,MONTGOMERY,1,0
2500244,950,6,CA,87,SANTA CRUZ,1,1
2500493,462,18,IN,97,MARION,1,1
2501098,223,51,VA,59,FAIRFAX,1,0
2501105,630,29,MO,189,ST LOUIS,1,1
2501136,940,6,CA,85,SANTA CLARA,1,1
2501154,338,12,FL,105,POLK,0,0
2501843,470,18,IN,29,DEARBORN,1,1
2502105,468,18,IN,3,ALLEN,1,1
2502182,412,21,KY,115,JOHNSON,1,1
2502249,200,0,0,0,0,0,0
2502526,49,0,0,0,0,0,0
2502535,760,0,0,0,0,0,0
2502938,980,53,WA,33,KING,1,1
2503065,945,6,CA,1,ALAMEDA,1,1
2503640,338,12,FL,105,POLK,0,0
2503794,488,26,MI,65,INGHAM,1,1
2503880,305,13,GA,157,JACKSON,0,0
2504006,22,0,0,0,0,0,0
2504409,600,0,0,0,0,0,0
2504812,551,0,0,0,0,0,0
2505080,900,6,CA,37,LOS ANGELES,1,1
2505298,415,21,KY,195,PIKE,1,1
2505627,402,0,0,0,0,0,0
2505655,347,12,FL,69,LAKE,0,0
2505809,481,26,MI,115,MONROE,1,1
2505895,302,13,GA,121,FULTON,0,0
2506021,207,0,0,0,0,0,0
2506067,494,26,MI,121,MUSKEGON,1,1
2506231,947,6,CA,1,ALAMEDA,1,0
2506298,306,13,GA,317,WILKES,1,1
2506358,410,21,KY,37,CAMPBELL,1,0
2506692,953,6,CA,99,STANISLAUS,1,1
2506873,469,18,IN,103,MIAMI,0,0
2507104,301,13,GA,97,DOUGLAS,0,0
2507164,110,36,NY,59,NASSAU,1,0
2507267,23,25,MA,23,PLYMOUTH,1,1
2507371,402,21,KY,111,JEFFERSON,1,1
2507421,37,33,NH,19,SULLIVAN,1,1
