store_code_uc,store_zip3,fips_state_code,fips_state_descr,fips_county_code,fips_county_descr,years_all,years_drink
4823498,900,6,CA,37,LOS ANGELES,1,1
4824341,570,46,SD,135,YANKTON,1,1
4824354,905,6,CA,37,LOS ANGELES,1,1
4825495,195,42,PA,11,BERKS,0,0
4825966,377,47,TN,13,CAMPBELL,1,1
4826378,940,6,CA,85,SANTA CLARA,0,0
4826523,208,24,MD,31,MONTGOMERY,1,1
4826781,940,6,CA,85,SANTA CLARA,0,0
4827444,328,0,0,0,0,0,0
4828823,374,47,TN,65,HAMILTON,1,1
4828905,100,36,NY,61,NEW YORK,1,1
4829199,954,6,CA,97,SONOMA,1,1
4829308,120,36,NY,91,SARATOGA,1,1
4829711,146,36,NY,55,MONROE,0,0
4829747,286,37,NC,189,WATAUGA,1,1
4830114,109,36,NY,87,ROCKLAND,1,1
4830200,80,34,NJ,5,BURLINGTON,0,0
4830272,526,19,IA,57,DES MOINES,1,1
4830517,735,40,OK,137,STEPHENS,1,1
4830761,100,36,NY,61,NEW YORK,1,0
4830849,402,21,KY,111,JEFFERSON,1,0
4830956,231,51,VA,95,JAMES CITY,1,1
4831192,802,8,CO,59,JEFFERSON,1,1
4832047,374,47,TN,65,HAMILTON,1,1
4832183,864,4,AZ,15,MOHAVE,1,1
4832215,100,36,NY,61,NEW YORK,0,0
4832250,390,0,0,0,0,0,0
4832423,949,6,CA,97,SONOMA,0,0
4832586,890,32,NV,3,CLARK,1,1
4832618,100,36,NY,61,NEW YORK,1,1
4833098,906,6,CA,37,LOS ANGELES,0,0
4833229,956,6,CA,61,PLACER,0,0
4833632,957,6,CA,61,PLACER,1,1
4833669,983,53,WA,53,PIERCE,1,0
4833872,87,34,NJ,29,OCEAN,1,1
4834022,535,55,WI,55,JEFFERSON,1,0
4834035,961,6,CA,17,EL DORADO,1,1
4834449,344,12,FL,83,MARION,1,0
4834628,276,37,NC,183,WAKE,1,1
4834791,100,36,NY,61,NEW YORK,1,1
4834868,374,47,TN,65,HAMILTON,1,1
4834950,840,49,UT,35,SALT LAKE,1,1
4835004,860,4,AZ,5,COCONINO,1,1
4835407,863,4,AZ,25,YAVAPAI,1,1
4835684,189,42,PA,17,BUCKS,0,0
4835756,452,39,OH,61,HAMILTON,1,1
4836213,330,12,FL,86,MIAMI-DADE,1,1
4836340,716,0,0,0,0,0,0
4836843,281,37,NC,97,IREDELL,1,1
4836893,160,42,PA,19,BUTLER,0,0
4837246,284,37,NC,19,BRUNSWICK,1,1
4837323,432,39,OH,49,FRANKLIN,1,1
4837337,351,1,AL,127,WALKER,1,0
4837649,276,37,NC,183,WAKE,1,1
4837771,117,36,NY,103,SUFFOLK,1,1
4837834,15,25,MA,27,WORCESTER,1,1
4837934,371,47,TN,149,RUTHERFORD,0,0
4838052,283,37,NC,125,MOORE,1,1
4838174,87,34,NJ,29,OCEAN,1,1
4838337,761,0,0,0,0,0,0
4838455,275,37,NC,183,WAKE,1,1
4838631,841,49,UT,35,SALT LAKE,1,1
4838640,863,4,AZ,25,YAVAPAI,1,1
4838735,526,19,IA,111,LEE,1,1
4838858,339,12,FL,15,CHARLOTTE,0,0
4838862,284,37,NC,47,COLUMBUS,1,1
4839034,331,12,FL,86,MIAMI-DADE,1,1
4839074,238,0,0,0,0,0,0
4839301,374,47,TN,65,HAMILTON,1,1
4839311,190,42,PA,91,MONTGOMERY,0,0
4839383,891,32,NV,3,CLARK,1,1
4839437,333,12,FL,11,BROWARD,1,1
4839446,10,25,MA,13,HAMPDEN,1,1
4839504,423,0,0,0,0,0,0
4840157,380,47,TN,167,TIPTON,1,1
4840189,286,37,NC,35,CATAWBA,1,1
4840243,844,49,UT,57,WEBER,1,1
4840379,261,54,WV,107,WOOD,1,1
4840521,609,17,IL,91,KANKAKEE,1,0
4841058,10,25,MA,15,HAMPSHIRE,1,1
4841366,396,28,MS,113,PIKE,1,1
4841398,30,33,NH,15,ROCKINGHAM,1,1
4841461,20,25,MA,5,BRISTOL,1,1
4842267,27,25,MA,5,BRISTOL,1,1
4842607,19,25,MA,9,ESSEX,1,1
4842965,190,42,PA,91,MONTGOMERY,1,1
4843476,15,25,MA,27,WORCESTER,1,1
4843486,601,17,IL,43,DU PAGE,1,1
4843784,397,28,MS,25,CLAY,1,1
4844097,114,0,0,0,0,0,0
4844513,956,6,CA,67,SACRAMENTO,1,1
4844591,350,1,AL,117,SHELBY,1,0
4844622,27,25,MA,5,BRISTOL,1,1
4845025,27,25,MA,5,BRISTOL,1,1
4845309,201,0,0,0,0,0,0
4845722,958,6,CA,67,SACRAMENTO,1,1
4845912,276,37,NC,183,WAKE,0,0
4846125,958,6,CA,67,SACRAMENTO,1,1
4846234,117,36,NY,103,SUFFOLK,1,1
4846397,707,22,LA,33,E BATON RGE,1,1
4846483,187,42,PA,79,LUZERNE,1,1
4846700,15,25,MA,27,WORCESTER,1,1
4846710,282,37,NC,119,MECKLENBURG,1,1
4847040,77,34,NJ,25,MONMOUTH,1,1
4847334,958,6,CA,67,SACRAMENTO,1,1
4847660,329,12,FL,9,BREVARD,1,1
4847688,130,36,NY,23,CORTLAND,1,1
4847940,179,0,0,0,0,0,0
4848249,208,24,MD,31,MONTGOMERY,1,1
4848343,16,0,0,0,0,0,0
4848543,958,6,CA,67,SACRAMENTO,1,1
4848869,349,12,FL,85,MARTIN,1,1
4849055,303,13,GA,121,FULTON,1,1
4849218,208,24,MD,31,MONTGOMERY,1,1
4849349,956,6,CA,67,SACRAMENTO,0,0
4849417,752,48,TX,113,DALLAS,1,1
4849636,599,30,MT,29,FLATHEAD,1,0
4849752,939,6,CA,53,MONTEREY,1,1
4850273,475,18,IN,123,PERRY,0,0
4850558,950,6,CA,69,SAN BENITO,1,1
4850596,600,17,IL,31,COOK,1,0
4850730,17,25,MA,27,WORCESTER,1,1
4850759,442,39,OH,103,MEDINA,1,0
4850961,956,6,CA,95,SOLANO,0,0
4850993,434,39,OH,123,OTTAWA,1,1
4851133,27,25,MA,5,BRISTOL,1,1
4851473,292,45,SC,63,LEXINGTON,1,1
4851631,527,19,IA,163,SCOTT,1,1
4851632,341,12,FL,21,COLLIER,0,0
4851757,237,0,0,0,0,0,0
4851767,950,6,CA,85,SANTA CLARA,1,1
4851799,165,42,PA,49,ERIE,1,1
4851876,410,21,KY,15,BOONE,1,1
4852121,310,13,GA,93,DOOLY,1,0
4852202,201,51,VA,59,FAIRFAX,1,1
4852528,300,13,GA,67,COBB,1,0
4852651,804,8,CO,59,JEFFERSON,1,0
4852763,276,37,NC,183,WAKE,1,1
4852850,502,19,IA,49,DALLAS,1,0
4852899,344,12,FL,17,CITRUS,1,1
4852976,951,6,CA,85,SANTA CLARA,0,0
4853085,640,29,MO,95,JACKSON,1,1
4853379,951,6,CA,85,SANTA CLARA,1,1
4853483,714,22,LA,69,NATCHITOCHES,1,1
4853488,560,27,MN,15,BROWN,1,1
4853891,786,48,TX,209,HAYS,0,0
4854196,385,47,TN,35,CUMBERLAND,1,0
4854628,559,0,0,0,0,0,0
4854778,276,37,NC,183,WAKE,1,1
4854991,954,6,CA,97,SONOMA,1,1
4855100,891,32,NV,3,CLARK,1,1
4855154,322,12,FL,31,DUVAL,1,1
4855231,492,26,MI,59,HILLSDALE,1,1
4855258,527,0,0,0,0,0,0
4855422,275,37,NC,183,WAKE,1,1
4855503,750,48,TX,85,COLLIN,1,1
4855539,606,17,IL,31,COOK,1,1
4855960,320,12,FL,89,NASSAU,1,1
4856037,490,26,MI,149,ST JOSEPH,1,1
4856232,236,51,VA,650,HAMPTON CITY,1,1
4856363,320,12,FL,7,BRADFORD,1,1
4856440,471,18,IN,175,WASHINGTON,0,0
4856635,245,51,VA,143,PITTSYLVANIA,1,1
4856680,481,26,MI,163,WAYNE,1,1
4856803,770,48,TX,201,HARRIS,1,1
4856944,234,51,VA,810,VIRGINIA BCH,1,0
4857084,326,12,FL,75,LEVY,1,0
4857124,661,20,KS,209,WYANDOTTE,1,1
4857169,323,12,FL,73,LEON,1,1
4857188,471,18,IN,43,FLOYD,1,1
4857246,80,34,NJ,5,BURLINGTON,1,1
4857441,891,32,NV,3,CLARK,1,1
4857446,113,36,NY,81,QUEENS,1,1
4857527,665,20,KS,161,RILEY,0,0
4857572,322,12,FL,31,DUVAL,1,1
4857735,329,12,FL,9,BREVARD,0,0
4857812,953,6,CA,47,MERCED,1,1
4857844,286,37,NC,97,IREDELL,1,1
4857975,320,12,FL,19,CLAY,1,1
4858215,945,6,CA,13,CONTRA COSTA,1,1
4859424,935,6,CA,27,INYO,1,1
4859596,282,37,NC,119,MECKLENBURG,1,1
4859777,100,36,NY,61,NEW YORK,0,0
4859827,953,6,CA,99,STANISLAUS,1,1
4859859,346,12,FL,101,PASCO,1,1
4860230,932,6,CA,107,TULARE,1,1
4860308,335,12,FL,57,HILLSBOROUGH,1,0
4860402,28,44,RI,9,WASHINGTON,1,1
4860633,953,6,CA,99,STANISLAUS,1,1
4861056,705,22,LA,101,SAINT MARY,1,0
4861181,462,18,IN,97,MARION,1,1
4861394,176,42,PA,71,LANCASTER,1,1
4861611,29,44,RI,7,PROVIDENCE,1,1
4861639,160,0,0,0,0,0,0
4861824,129,36,NY,33,FRANKLIN,1,1
4861874,351,1,AL,73,JEFFERSON,1,1
4862245,936,6,CA,19,FRESNO,1,1
4862277,217,24,MD,13,CARROLL,1,1
4862349,714,0,0,0,0,0,0
4862408,54,50,VT,7,CHITTENDEN,1,1
4862630,65,9,CT,9,NEW HAVEN,0,0
4862657,207,24,MD,33,PRNC GEORGES,1,1
4862680,366,1,AL,97,MOBILE,1,1
4863001,100,36,NY,61,NEW YORK,1,1
4863033,122,36,NY,1,ALBANY,1,1
4863254,700,0,0,0,0,0,0
4863281,282,0,0,0,0,0,0
4863436,123,36,NY,93,SCHENECTADY,0,0
4863454,940,6,CA,81,SAN MATEO,1,1
4863839,122,36,NY,1,ALBANY,1,1
4863925,272,37,NC,67,FORSYTH,1,1
4864020,207,24,MD,33,PRNC GEORGES,1,1
4864242,126,36,NY,27,DUTCHESS,1,1
4864727,550,27,MN,37,DAKOTA,0,0
4864866,383,0,0,0,0,0,0
4865269,706,0,0,0,0,0,0
4865827,190,42,PA,45,DELAWARE,0,0
4865872,891,32,NV,3,CLARK,0,0
4866044,28,44,RI,9,WASHINGTON,1,1
4866102,374,0,0,0,0,0,0
4866756,330,12,FL,11,BROWARD,1,0
4866841,468,18,IN,3,ALLEN,1,0
4866873,190,42,PA,45,DELAWARE,1,1
4866881,280,0,0,0,0,0,0
4867108,374,47,TN,65,HAMILTON,1,1
4867113,310,13,GA,169,JONES,0,0
4867226,463,18,IN,89,LAKE,1,1
4867253,28,44,RI,9,WASHINGTON,1,1
4867284,171,0,0,0,0,0,0
4867516,302,13,GA,199,MERIWETHER,0,0
4867521,299,45,SC,53,JASPER,0,0
4867656,28,44,RI,1,BRISTOL,1,1
4868330,303,0,0,0,0,0,0
4868394,716,5,AR,69,JEFFERSON,1,1
4868562,280,37,NC,119,MECKLENBURG,1,1
4868730,773,48,TX,339,MONTGOMERY,1,0
4868896,863,0,0,0,0,0,0
4869123,374,47,TN,65,HAMILTON,1,1
4869368,837,16,ID,1,ADA,1,1
4869440,913,6,CA,37,LOS ANGELES,0,0
4869603,716,5,AR,69,JEFFERSON,1,1
4869702,721,0,0,0,0,0,0
4869835,85,34,NJ,29,OCEAN,1,0
4870074,121,36,NY,83,RENSSELAER,1,1
4870342,293,45,SC,83,SPARTANBURG,1,1
4870508,923,0,0,0,0,0,0
4870577,837,16,ID,1,ADA,1,1
4871314,814,0,0,0,0,0,0
4871543,681,31,NE,55,DOUGLAS,1,1
4872089,125,36,NY,71,ORANGE,1,1
4872120,728,0,0,0,0,0,0
4872189,278,37,NC,127,NASH,1,1
4872320,244,51,VA,163,ROCKBRIDGE,1,1
4872424,716,5,AR,69,JEFFERSON,1,1
4872619,337,12,FL,103,PINELLAS,0,0
4873126,88,34,NJ,23,MIDDLESEX,0,0
4873156,750,48,TX,85,COLLIN,1,0
4873480,502,19,IA,49,DALLAS,1,0
4873566,809,0,0,0,0,0,0
4873580,254,54,WV,37,JEFFERSON,1,0
4873732,463,0,0,0,0,0,0
4874199,527,19,IA,139,MUSCATINE,1,0
4874239,770,0,0,0,0,0,0
4874276,900,6,CA,37,LOS ANGELES,1,1
4874372,984,53,WA,53,PIERCE,0,0
4874775,100,36,NY,61,NEW YORK,1,1
4874816,528,0,0,0,0,0,0
4874960,347,12,FL,95,ORANGE,0,0
4875219,326,12,FL,1,ALACHUA,1,0
4875363,328,12,FL,95,ORANGE,0,0
4875413,875,0,0,0,0,0,0
4875698,70,34,NJ,27,MORRIS,0,0
4875766,328,12,FL,95,ORANGE,0,0
4875774,775,0,0,0,0,0,0
4876119,128,36,NY,115,WASHINGTON,1,1
4876150,672,0,0,0,0,0,0
4876437,530,55,WI,133,WAUKESHA,1,0
4876975,327,12,FL,117,SEMINOLE,0,0
4877559,486,26,MI,11,ARENAC,1,1
4877799,156,42,PA,129,WESTMORELND,1,1
4877962,492,26,MI,91,LENAWEE,1,1
4878040,317,13,GA,261,SUMTER,1,0
4878165,456,0,0,0,0,0,0
4878288,853,4,AZ,13,MARICOPA,1,1
4878365,465,18,IN,85,KOSCIUSKO,1,1
4878537,109,36,NY,71,ORANGE,1,1
4878768,444,39,OH,155,TRUMBULL,1,1
4878885,324,0,0,0,0,0,0
4879040,212,24,MD,5,BALTIMORE,1,1
4879321,111,0,0,0,0,0,0
4879343,124,36,NY,39,GREENE,1,1
4879402,125,36,NY,27,DUTCHESS,1,1
4879470,928,6,CA,59,ORANGE,0,0
4879515,900,6,CA,37,LOS ANGELES,1,1
4879652,300,13,GA,89,DE KALB,1,0
4879746,121,36,NY,21,COLUMBIA,1,1
4879805,14,25,MA,27,WORCESTER,1,1
4880208,38,33,NH,15,ROCKINGHAM,1,1
4880330,101,36,NY,61,NEW YORK,1,0
4880743,553,27,MN,139,SCOTT,1,1
4880765,651,29,MO,51,COLE,1,1
4880821,378,47,TN,63,HAMBLEN,1,0
4880986,169,0,0,0,0,0,0
4881168,648,29,MO,97,JASPER,1,1
4881539,100,36,NY,61,NEW YORK,1,1
4881811,330,12,FL,86,MIAMI-DADE,0,0
4881974,785,48,TX,61,CAMERON,0,0
4882567,124,36,NY,39,GREENE,1,1
4882617,336,12,FL,57,HILLSBOROUGH,0,0
4882780,392,28,MS,49,HINDS,1,1
4882835,796,48,TX,441,TAYLOR,1,1
4882970,121,36,NY,39,GREENE,1,1
4882993,196,42,PA,11,BERKS,0,0
4883020,347,12,FL,97,OSCEOLA,0,0
4883097,339,12,FL,71,LEE,0,0
4883423,347,12,FL,95,ORANGE,0,0
4883641,853,4,AZ,27,YUMA,1,1
4883776,124,36,NY,111,ULSTER,1,1
4883826,327,12,FL,117,SEMINOLE,0,0
4884044,743,40,OK,115,OTTAWA,1,1
4884085,837,16,ID,1,ADA,0,0
4884179,128,36,NY,115,WASHINGTON,1,1
4884229,327,12,FL,95,ORANGE,0,0
4884582,120,36,NY,39,GREENE,1,1
4884592,280,37,NC,119,MECKLENBURG,1,1
4884632,328,12,FL,95,ORANGE,0,0
4884773,70,34,NJ,31,PASSAIC,1,1
4884795,701,22,LA,71,ORLEANS,1,1
4884800,70,34,NJ,23,MIDDLESEX,0,0
4884813,239,51,VA,147,PRINCE EDWRD,0,0
4884850,752,48,TX,113,DALLAS,1,1
4884985,128,36,NY,91,SARATOGA,1,1
4885035,342,12,FL,115,SARASOTA,0,0
4885120,489,0,0,0,0,0,0
4885157,900,6,CA,37,LOS ANGELES,1,1
4885388,125,36,NY,71,ORANGE,1,1
4885438,330,12,FL,11,BROWARD,0,0
4885446,743,0,0,0,0,0,0
4885579,77,34,NJ,25,MONMOUTH,1,1
4885656,750,48,TX,121,DENTON,1,1
4885841,331,12,FL,86,MIAMI-DADE,0,0
4885886,528,19,IA,163,SCOTT,1,1
4885963,900,6,CA,37,LOS ANGELES,1,1
4886004,770,48,TX,201,HARRIS,1,1
4886054,88,34,NJ,19,HUNTERDON,1,1
4886100,836,16,ID,1,ADA,1,0
4886244,330,12,FL,86,MIAMI-DADE,0,0
4886407,784,48,TX,355,NUECES,1,1
4886462,547,55,WI,17,CHIPPEWA,1,1
4886647,342,12,FL,115,SARASOTA,0,0
4886866,618,17,IL,19,CHAMPAIGN,1,0
4887000,123,36,NY,93,SCHENECTADY,1,1
4887050,334,12,FL,99,PALM BEACH,0,0
4887177,342,12,FL,115,SARASOTA,0,0
4887453,334,12,FL,11,BROWARD,0,0
4887575,900,6,CA,37,LOS ANGELES,1,1
4887856,341,12,FL,71,LEE,0,0
4887911,371,47,TN,3,BEDFORD,1,1
4888209,121,36,NY,83,RENSSELAER,1,1
4888259,330,12,FL,11,BROWARD,0,0
4888612,109,36,NY,71,ORANGE,1,1
4888834,770,48,TX,201,HARRIS,1,1
4889111,233,51,VA,550,CHESAPEAKE,1,1
4889187,916,6,CA,37,LOS ANGELES,1,1
4889419,100,36,NY,61,NEW YORK,1,1
4889590,900,6,CA,37,LOS ANGELES,1,1
4889673,662,20,KS,91,JOHNSON,1,0
4890034,146,36,NY,55,MONROE,1,1
4890052,460,18,IN,95,MADISON,0,0
4890061,280,37,NC,71,GASTON,0,0
4890255,286,0,0,0,0,0,0
4890320,371,47,TN,147,ROBERTSON,1,1
4890351,334,12,FL,11,BROWARD,0,0
4890455,331,12,FL,86,MIAMI-DADE,1,1
4890464,240,51,VA,161,ROANOKE,1,1
4890627,128,36,NY,115,WASHINGTON,1,1
4890801,206,24,MD,17,CHARLES,1,0
4890809,605,17,IL,89,KANE,1,1
4890867,295,45,SC,51,HORRY,0,0
4891221,119,36,NY,103,SUFFOLK,1,1
4891243,142,36,NY,29,ERIE,0,0
4891261,331,12,FL,86,MIAMI-DADE,1,1
4891270,295,45,SC,43,GEORGETOWN,0,0
4891474,74,34,NJ,3,BERGEN,1,0
4891624,970,41,OR,67,WASHINGTON,1,1
4891836,125,36,NY,27,DUTCHESS,1,1
4892018,631,29,MO,510,ST LOUIS CTY,1,1
4892049,142,36,NY,29,ERIE,1,1
4892105,791,48,TX,375,POTTER,1,0
4892171,716,5,AR,3,ASHLEY,0,0
4892297,773,0,0,0,0,0,0
4892344,852,4,AZ,13,MARICOPA,1,0
4892833,181,42,PA,77,LEHIGH,1,1
4892911,959,6,CA,57,NEVADA,1,0
4893258,140,36,NY,29,ERIE,1,1
4893620,900,6,CA,37,LOS ANGELES,1,1
4893717,410,21,KY,117,KENTON,1,0
4893901,349,12,FL,111,SAINT LUCIE,0,0
4893946,528,19,IA,163,SCOTT,1,1
4894523,156,42,PA,129,WESTMORELND,1,0
4894549,841,49,UT,35,SALT LAKE,1,1
4894725,463,18,IN,89,LAKE,1,0
4894848,187,42,PA,79,LUZERNE,1,1
4894926,314,13,GA,51,CHATHAM,1,0
4895291,466,18,IN,141,ST JOSEPH,1,0
4895323,109,36,NY,87,ROCKLAND,1,1
4895329,402,21,KY,111,JEFFERSON,1,0
4895640,719,5,AR,109,PIKE,1,1
4895732,606,17,IL,31,COOK,1,0
4896022,446,0,0,0,0,0,0
4896135,27,25,MA,5,BRISTOL,1,0
4896509,751,48,TX,113,DALLAS,1,1
4896538,215,24,MD,23,GARRETT,1,0
4896777,282,0,0,0,0,0,0
4896857,554,0,0,0,0,0,0
4896913,219,24,MD,15,CECIL,1,0
4896941,989,53,WA,77,YAKIMA,1,0
4897872,270,37,NC,67,FORSYTH,1,0
4898026,906,6,CA,37,LOS ANGELES,1,1
4898284,763,48,TX,485,WICHITA,0,0
4898506,170,42,PA,75,LEBANON,1,1
4898687,27,25,MA,5,BRISTOL,0,0
4899590,261,54,WV,107,WOOD,1,0
4899620,63,9,CT,15,WINDHAM,0,0
4899638,373,47,TN,11,BRADLEY,1,1
4900299,27,25,MA,5,BRISTOL,1,1
4900540,451,39,OH,25,CLERMONT,1,0
4900702,26,25,MA,1,BARNSTABLE,0,0
4901508,23,25,MA,23,PLYMOUTH,0,0
4901680,900,6,CA,37,LOS ANGELES,1,1
4901729,72,0,0,0,0,0,0
4901911,23,25,MA,23,PLYMOUTH,1,1
4901913,706,22,LA,3,ALLEN,1,0
4901999,763,48,TX,485,WICHITA,1,0
4902129,60,9,CT,3,HARTFORD,1,0
4902314,23,25,MA,23,PLYMOUTH,1,1
4902582,463,18,IN,89,LAKE,1,1
4902717,27,25,MA,5,BRISTOL,1,1
4903120,26,25,MA,1,BARNSTABLE,1,1
4903274,443,39,OH,153,SUMMIT,1,1
4903429,606,17,IL,31,COOK,1,0
4903474,88,34,NJ,35,SOMERSET,1,1
4903514,750,48,TX,121,DENTON,1,1
4903523,27,25,MA,5,BRISTOL,0,0
4903786,680,0,0,0,0,0,0
4903926,27,25,MA,5,BRISTOL,1,1
4903958,80,34,NJ,15,GLOUCESTER,1,1
4904320,752,48,TX,113,DALLAS,1,1
4904329,26,25,MA,1,BARNSTABLE,1,1
4904773,125,36,NY,27,DUTCHESS,0,0
4904914,282,37,NC,119,MECKLENBURG,1,1
4905176,109,36,NY,87,ROCKLAND,0,0
4905331,930,6,CA,83,SANTA BRBARA,1,1
4905444,627,17,IL,167,SANGAMON,1,0
4905873,716,5,AR,11,BRADLEY,0,0
4905941,23,25,MA,23,PLYMOUTH,1,1
4905972,922,0,0,0,0,0,0
4905999,403,0,0,0,0,0,0
4906126,281,0,0,0,0,0,0
4906127,775,48,TX,39,BRAZORIA,1,1
4906209,606,17,IL,31,COOK,1,1
4907015,110,36,NY,59,NASSAU,1,1
4907141,761,48,TX,439,TARRANT,1,1
4907413,290,45,SC,79,RICHLAND,0,0
4907413,292,0,0,0,0,0,0
4907449,128,36,NY,91,SARATOGA,1,1
4907499,410,21,KY,37,CAMPBELL,1,1
4908291,717,5,AR,103,OUACHITA,0,0
4908708,414,21,KY,175,MORGAN,1,1
4908794,100,36,NY,61,NEW YORK,0,0
4908830,210,24,MD,5,BALTIMORE,1,0
4909071,472,18,IN,5,BARTHOLOMEW,1,0
4909288,960,6,CA,89,SHASTA,1,1
4909973,372,47,TN,37,DAVIDSON,1,0
4910152,100,36,NY,61,NEW YORK,1,1
4910162,294,45,SC,19,CHARLESTON,1,1
4910180,936,6,CA,19,FRESNO,1,1
4910270,928,6,CA,59,ORANGE,1,1
4910519,330,12,FL,11,BROWARD,0,0
4910587,484,26,MI,87,LAPEER,0,0
4910818,110,36,NY,59,NASSAU,0,0
4910845,372,47,TN,37,DAVIDSON,1,1
4910931,150,42,PA,7,BEAVER,1,1
4911180,21,25,MA,25,SUFFOLK,1,1
4911221,125,36,NY,111,ULSTER,0,0
4911371,380,47,TN,157,SHELBY,1,1
4911411,473,18,IN,135,RANDOLPH,1,1
4911583,18,0,0,0,0,0,0
4912027,117,36,NY,103,SUFFOLK,0,0
4912081,530,55,WI,133,WAUKESHA,1,0
4912217,469,0,0,0,0,0,0
4912295,670,20,KS,35,COWLEY,1,0
4912484,530,55,WI,133,WAUKESHA,1,0
4912652,232,51,VA,87,HENRICO,1,1
4912738,422,21,KY,47,CHRISTIAN,1,1
4912860,212,24,MD,5,BALTIMORE,1,1
4912915,750,48,TX,397,ROCKWALL,1,1
4913290,530,55,WI,133,WAUKESHA,1,0
4913377,190,42,PA,45,DELAWARE,0,0
4913386,770,48,TX,201,HARRIS,1,1
4913390,825,56,WY,13,FREMONT,1,1
4913630,104,36,NY,5,BRONX,1,1
4913693,530,0,0,0,0,0,0
4914030,43,23,ME,11,KENNEBEC,1,0
4914233,280,37,NC,119,MECKLENBURG,1,0
4914848,113,36,NY,81,QUEENS,0,0
4914865,212,0,0,0,0,0,0
4914907,282,37,NC,119,MECKLENBURG,1,0
4914998,750,48,TX,113,DALLAS,1,1
4915251,114,36,NY,81,QUEENS,0,0
4915423,484,26,MI,49,GENESEE,1,1
4915922,563,27,MN,41,DOUGLAS,1,0
4916419,62,9,CT,15,WINDHAM,1,1
4916822,63,9,CT,11,NEW LONDON,1,1
4916863,119,36,NY,103,SUFFOLK,1,1
4917117,540,55,WI,109,SAINT CROIX,1,0
4917474,721,5,AR,45,FAULKNER,1,1
4917574,427,21,KY,87,GREEN,0,0
4917755,782,48,TX,29,BEXAR,0,0
4918154,800,8,CO,5,ARAPAHOE,1,1
4918158,782,48,TX,29,BEXAR,0,0
4918217,891,32,NV,3,CLARK,1,1
4918222,755,48,TX,37,BOWIE,1,1
4918557,329,12,FL,9,BREVARD,1,1
4918561,782,48,TX,29,BEXAR,0,0
4918729,550,27,MN,49,GOODHUE,1,0
4918743,554,27,MN,3,ANOKA,1,0
4918837,809,8,CO,41,EL PASO,0,0
4919272,442,39,OH,153,SUMMIT,1,1
4919367,782,48,TX,29,BEXAR,0,0
4919431,787,48,TX,453,TRAVIS,1,1
4919575,717,5,AR,139,UNION,1,1
4919653,424,21,KY,101,HENDERSON,1,1
4919711,45,23,ME,15,LINCOLN,1,1
4920046,63,9,CT,11,NEW LONDON,1,1
4920572,330,12,FL,11,BROWARD,1,1
4920852,62,9,CT,15,WINDHAM,1,1
4921061,327,12,FL,117,SEMINOLE,1,1
4921429,432,39,OH,49,FRANKLIN,1,0
4921550,657,29,MO,225,WEBSTER,0,0
4921658,64,9,CT,1,FAIRFIELD,1,1
4922217,482,0,0,0,0,0,0
4922252,787,48,TX,453,TRAVIS,1,1
4922464,64,9,CT,7,MIDDLESEX,1,1
4922482,277,37,NC,63,DURHAM,1,1
4923270,67,9,CT,9,NEW HAVEN,1,1
4923479,366,1,AL,97,MOBILE,1,1
4923512,752,48,TX,113,DALLAS,1,0
4923579,633,29,MO,183,ST CHARLES,1,0
4924076,67,9,CT,9,NEW HAVEN,1,1
4924479,30,33,NH,15,ROCKINGHAM,0,0
4924688,853,4,AZ,13,MARICOPA,1,1
4924692,496,26,MI,55,GRD TRAVERSE,1,1
4924882,31,33,NH,11,HILLSBOROUGH,1,1
4924914,604,17,IL,31,COOK,1,1
4925688,35,33,NH,9,GRAFTON,1,1
4925987,430,39,OH,89,LICKING,0,0
4926091,37,33,NH,9,GRAFTON,0,0
4926282,751,48,TX,113,DALLAS,1,1
4926445,850,0,0,0,0,0,0
4926494,35,33,NH,7,COOS,1,1
4927205,680,31,NE,155,SAUNDERS,1,0
4927300,32,33,NH,1,BELKNAP,1,1
4928052,705,22,LA,55,LAFAYETTE,1,1
4928106,32,33,NH,1,BELKNAP,1,1
4928405,117,36,NY,103,SUFFOLK,0,0
4928460,23,25,MA,5,BRISTOL,1,1
4929315,42,23,ME,1,ANDROSCOGGIN,0,0
4929383,470,18,IN,47,FRANKLIN,1,1
4929718,39,23,ME,31,YORK,1,1
4930927,42,23,ME,1,ANDROSCOGGIN,1,1
4931226,558,27,MN,137,SAINT LOUIS,1,1
4931512,88,34,NJ,23,MIDDLESEX,1,1
4931561,460,18,IN,159,TIPTON,0,0
4931639,392,28,MS,49,HINDS,1,0
4931924,223,51,VA,59,FAIRFAX,1,1
4932136,42,23,ME,17,OXFORD,1,1
4932838,553,27,MN,53,HENNEPIN,1,1
4932942,43,23,ME,11,KENNEBEC,1,1
4933133,201,51,VA,59,FAIRFAX,1,1
4933345,43,23,ME,11,KENNEBEC,1,1
4933603,376,47,TN,163,SULLIVAN,0,0
4933748,43,23,ME,11,KENNEBEC,1,1
4934057,276,37,NC,183,WAKE,1,0
4934957,42,23,ME,1,ANDROSCOGGIN,1,1
4935659,405,21,KY,67,FAYETTE,0,0
4935763,49,23,ME,11,KENNEBEC,1,1
4936569,42,23,ME,1,ANDROSCOGGIN,1,1
4936972,40,23,ME,31,YORK,1,1
4937013,76,34,NJ,3,BERGEN,1,0
4937375,49,23,ME,7,FRANKLIN,1,1
4937638,450,39,OH,17,BUTLER,1,1
